metric,mean,lo,hi
int_abs_J,0.2765653779211327,0.24987007517987406,0.3053406512601942
int_sq_J,0.050655219426908885,0.04255963837942868,0.060845423056240966
int_signed_J,0.16995592757082967,0.16315550269850856,0.1770391030925547
mean_signed_J,0.03840279137170445,0.03686618537423573,0.04000328695722387
int_abs_S,6.878221129556328,6.061276864139225,7.746616832354536
int_sq_S,29.534237396237163,22.090707001910165,39.60577352348714
p_emp_int,1.0,0.9999999999999998,1.0000000000000002
