dt,x_id,x_center,x_lo,x_hi,n,median_dx,median_lo,median_hi,ppos,ppos_lo,ppos_hi
3,14,-11.0385,-11.117,-10.96,19857,-0.3559023931253584,-0.3766538240176964,-0.33968903288882174,0.34753487435161406,0.3406330261368787,0.35395704285642343
3,15,-10.872,-10.96,-10.784,19441,-0.4844358466112535,-0.4976646980909489,-0.47279737710872327,0.29751555989918216,0.2901599711948974,0.303636644205545
3,16,-10.690000000000001,-10.784,-10.596,20206,-0.4939872769548525,-0.5148641231790346,-0.47946095316389387,0.27966940512718996,0.2734336335741859,0.28558472730872014
3,17,-10.4805,-10.596,-10.365,19810,-0.5234373784042923,-0.5381363769200735,-0.5031956959350414,0.26052498738011104,0.25418349318525996,0.2666090358404846
3,18,-10.217500000000001,-10.365,-10.07,20155,-0.5719453092107774,-0.5836867742738454,-0.5542140782413925,0.2470354750682213,0.2414524931778715,0.25344083354006447
3,19,-9.827,-10.07,-9.584,19863,-0.5452796740436217,-0.5573350663520354,-0.5292392597748066,0.24266223631878367,0.23679580123848362,0.2488068267633288
3,20,-6.306,-9.584,-3.028,19393,-0.3730255140857892,-0.3849861074691384,-0.3608513012079071,0.27515082761821275,0.26887407827566645,0.28118393234672306
4,1,-13.327,-13.747,-12.907,15997,1.0410278321149278,1.027784870186245,1.0459206565127437,0.9326123648184035,0.9290491967243858,0.9364255797962118
4,2,-12.777000000000001,-12.907,-12.647,13410,0.7817672394793718,0.7774923903132542,0.7950671284952993,0.855779269202088,0.849699850857569,0.8617486950037285
4,3,-12.5545,-12.647,-12.462,18313,0.5116073260964225,0.4978806675635852,0.5181003696642595,0.7973570687489762,0.7920056790258286,0.803228580789603
4,4,-12.3895,-12.462,-12.317,11717,0.4888642203648263,0.480915875372748,0.5132593024436787,0.774174276691986,0.7659810531706068,0.781473500042673
4,5,-12.248999999999999,-12.317,-12.181,14704,0.3505462588452719,0.3359536250358648,0.3540903125879939,0.7145674646354734,0.7076628808487486,0.7222269450489662
4,6,-12.119,-12.181,-12.057,14712,0.2687399871207052,0.2457609843252033,0.2774509943172596,0.6470908102229472,0.6403259244154432,0.6540273246329527
4,7,-11.995000000000001,-12.057,-11.933,11748,0.1968228778621288,0.19052403009401284,0.2177139937244305,0.6154239019407559,0.6061819033026898,0.6226634320735445
4,8,-11.868,-11.933,-11.803,13692,0.0884130110004761,0.076877334834684,0.10747592176269845,0.5609114811568799,0.5518897896581946,0.5698017090271691
4,9,-11.7375,-11.803,-11.672,13757,-0.0796599711949905,-0.0926501044834616,-0.06670136854179474,0.4567129461365123,0.4492603765355819,0.46489241840517553
4,10,-11.6125,-11.672,-11.553,10982,-0.0403505432807893,-0.055871312058193456,-0.0293296474556239,0.4651247495902386,0.45674285193953745,0.4738276270260426
4,11,-11.484,-11.553,-11.415,12551,-0.1773212894954241,-0.19416134023367995,-0.16034639244209353,0.39423153533582983,0.3865409130746554,0.4030376065652139
4,12,-11.341,-11.415,-11.267,13397,-0.2441702205737694,-0.25432568572380443,-0.2300244843399647,0.3821751138314548,0.37398857953273124,0.38979249085616186
4,13,-11.192,-11.267,-11.117,11501,-0.327131150861712,-0.34531940570034714,-0.3079207139572641,0.351012955395183,0.3430136509868707,0.36001434657855835
4,14,-11.0385,-11.117,-10.96,13224,-0.240486819638976,-0.2631459468035405,-0.21447210781642556,0.3970810647307925,0.3885719147005445,0.4050211736237145
4,15,-10.872,-10.96,-10.784,11995,-0.3269903382942729,-0.3465337519679903,-0.3082487916690599,0.346394330971238,0.33901000416840354,0.3551563151313047
4,16,-10.690000000000001,-10.784,-10.596,13057,-0.3217990257989651,-0.3432971260963454,-0.3060018169420875,0.33782645324347094,0.3305104541625182,0.34529562686681475
4,17,-10.4805,-10.596,-10.365,13143,-0.3475964983580155,-0.3695176559554948,-0.33636783832718464,0.3193334855055923,0.31153275507874917,0.32690595754393975
4,18,-10.217500000000001,-10.365,-10.07,13245,-0.3883719290948164,-0.41060385065461286,-0.3675634467945947,0.30615326538316345,0.2987146092865232,0.3134843337108343
4,19,-9.827,-10.07,-9.584,13351,-0.3906536654495145,-0.40558823820182266,-0.3768771699868924,0.30170024717249644,0.29405662497191226,0.3093831922702419
4,20,-6.306,-9.584,-3.028,13275,-0.2569541797588091,-0.2713657165646204,-0.24139534232091645,0.33160075329566857,0.3227080979284369,0.3385348399246704
5,1,-13.327,-13.747,-12.907,10607,1.2108585297647636,1.182200346280455,1.2283334773429708,1.0,1.0,1.0
5,2,-12.777000000000001,-12.907,-12.647,7881,0.8965542001957125,0.8840033404576442,0.9205357024657772,0.9879456921710443,0.9855951021443979,0.9901027788351732
5,3,-12.5545,-12.647,-12.462,6081,0.723409579685736,0.6973517002965757,0.7386375995352523,0.8978786383818451,0.8902277585923367,0.9045428383489558
5,4,-12.3895,-12.462,-12.317,4826,0.573962112277858,0.5669451681027748,0.5963161347310842,0.841276419394944,0.8301750932449233,0.8524658101947783
5,5,-12.248999999999999,-12.317,-12.181,6454,0.407069323813193,0.3836509420732596,0.4229130336488076,0.7528664394174156,0.7431709017663465,0.7631740006197707
5,6,-12.119,-12.181,-12.057,4778,0.3920640093350442,0.3712295582777916,0.400477076596788,0.7444537463373797,0.7313572624529092,0.7563834240267895
5,7,-11.995000000000001,-12.057,-11.933,5837,0.1342571594389241,0.1282306724338013,0.1636539538001002,0.5920849751584718,0.579227342813089,0.6037347952715436
5,8,-11.868,-11.933,-11.803,5717,0.0809067308520159,0.07077432349307432,0.108608703999117,0.5623578800069967,0.5478222844149029,0.576351233164247
5,9,-11.7375,-11.803,-11.672,4150,0.0591524037885342,0.0290220696506189,0.091421664352957,0.5320481927710843,0.5176927710843373,0.5468855421686747
5,10,-11.6125,-11.672,-11.553,5103,-0.2037636868780392,-0.2178560168931866,-0.1790733684155618,0.3876151283558691,0.3732902214383696,0.40163139329805997
5,11,-11.484,-11.553,-11.415,4719,-0.0456703592749452,-0.07978790374827997,-0.0151165713314078,0.47510065691883874,0.46142720915448193,0.4872907395634668
5,12,-11.341,-11.415,-11.267,4941,-0.2411069383236341,-0.2583758834994576,-0.2253082220761086,0.36996559400930984,0.3565978546852864,0.3837482291034203
5,13,-11.192,-11.267,-11.117,4514,-0.172757386884724,-0.1852846284215665,-0.12750430847537608,0.42711564023039433,0.41493132476739036,0.43952148870181657
5,14,-11.0385,-11.117,-10.96,6920,-0.315527127064108,-0.3518848736860249,-0.2933099573251226,0.37658959537572256,0.36486271676300575,0.3866437861271676
5,15,-10.872,-10.96,-10.784,5637,-0.5850253774129577,-0.6182281350929781,-0.5614092187783921,0.26450239489089944,0.2527851694163562,0.2761353556856484
5,16,-10.690000000000001,-10.784,-10.596,6665,-0.3375108384340706,-0.362537584611859,-0.3156247279116684,0.3342835708927232,0.32228057014253564,0.34548012003000744
5,17,-10.4805,-10.596,-10.365,6538,-0.3509961764619493,-0.37177809647476884,-0.328141610189227,0.3173753441419394,0.30505123891098196,0.3281699296420924
5,18,-10.217500000000001,-10.365,-10.07,7434,-0.4675038609049124,-0.4990456616365378,-0.44154559883260325,0.2834274952919021,0.27293516276567126,0.2931833467850417
5,19,-9.827,-10.07,-9.584,6864,-0.4332428181316547,-0.453789646616384,-0.4121765156054842,0.28715034965034963,0.27702141608391606,0.29684950466200466
5,20,-6.306,-9.584,-3.028,7045,-0.2961404837450736,-0.3196939787158935,-0.2750350571929859,0.3383960255500355,0.32772178850248407,0.3496167494677076
