dt,n,msd,msd_lo,msd_hi
1,644754,0.8060695038511935,0.8032291315206678,0.8088425883342696
2,512912,0.827346411933917,0.82388858916179,0.8307069192913138
3,378779,0.8252009905294573,0.8213598496867708,0.8290774632035132
4,267771,0.7639506361133256,0.759591997891069,0.7684279230932671
5,122711,0.8264950715272547,0.8200636008966827,0.833708266539689
