dt,x_star,slope,abs_slope,tau_drift,n_win,n_rows,n_bins_kept,var_mad_pooled,D_mad_pooled,x_star_lo,x_star_hi,slope_lo,slope_hi,tau_drift_lo,tau_drift_hi,var_mad_pooled_lo,var_mad_pooled_hi,D_mad_pooled_lo,D_mad_pooled_hi,n_boot_valid_xstar,n_boot_valid_slope,n_boot_valid_varpool,has_crossing,mean_reverting
1,-12.016130072926078,-0.8483789593924973,0.8483789593924973,1.1787185301201655,5,644754,20,0.8313614794392713,0.41568073971963565,-12.022982429989604,-12.00874015604906,-0.86961243642362,-0.8103651918725084,1.1499376761828346,1.2340119884255007,0.8241631215763389,0.8374281117010798,0.41208156078816943,0.4187140558505399,300,300,300,True,True
2,-11.95338383466599,-0.6561055568550029,0.6561055568550029,3.0482899879508154,5,512912,20,0.7572454896242805,0.18931137240607013,-11.960253836849779,-11.944396416656614,-0.7013220624856095,-0.6103474111941191,2.8517601712230403,3.2768343495587935,0.7485271491651336,0.7679264096132036,0.1871317872912834,0.1919816024033009,300,300,300,True,True
3,-12.030406181975946,-0.8737624113211433,0.8737624113211433,3.4334276241798385,5,378779,20,0.7927836789474457,0.1321306131579076,-12.035692698783782,-12.02317107314039,-0.8993314476275087,-0.8276010537316333,3.3358127697270743,3.6249382694392747,0.7824350267677121,0.800096544773679,0.13040583779461867,0.1333494241289465,300,300,300,True,True
4,-11.921665327537541,-0.8297343223468102,0.8297343223468102,4.82082022193134,5,267771,20,0.6973531888138507,0.08716914860173133,-11.936039846761377,-11.893918024892162,-0.9970181182561335,-0.7860457948208477,4.011963645561695,5.088768290856715,0.6887678678020928,0.7095649566722451,0.0860959834752616,0.08869561958403063,300,300,300,True,True
5,-12.012731926921468,-0.8372734938733211,0.8372734938733211,5.971764347715631,5,122711,20,0.8271410056355002,0.08271410056355002,-12.021107072994031,-11.957388065612982,-0.92047882119547,-0.7287859792934376,5.431955815395579,6.8607281047785955,0.8002932095538111,0.849778233205539,0.08002932095538111,0.0849778233205539,300,300,300,True,True
