bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.4923121486013002,1126,dx,1,TT,w_clone
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.309185453511783,1128,dx,1,TT,w_clone
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.2829595934382425,1125,dx,1,TT,w_clone
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.2221974627918665,1129,dx,1,TT,w_clone
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,0.1444579978382751,1127,dx,1,TT,w_clone
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.1211218299901357,1123,dx,1,TT,w_clone
6,-9.522506060380522,-9.416468954511826,-9.472293613794292,0.06136571067285955,1126,dx,1,TT,w_clone
7,-9.416468954511826,-9.317607578541894,-9.367159742312566,0.0362076250067868,1131,dx,1,TT,w_clone
8,-9.317607578541894,-9.214392806980074,-9.26641665828837,-0.0358012285753321,1127,dx,1,TT,w_clone
9,-9.214392806980074,-9.11708996804717,-9.166330109398462,-0.043535491375528104,1124,dx,1,TT,w_clone
10,-9.11708996804717,-9.00651672903175,-9.064210368554383,-0.07687496844260265,1130,dx,1,TT,w_clone
11,-9.00651672903175,-8.889661655311748,-8.94981459526902,-0.0855589362823838,1127,dx,1,TT,w_clone
12,-8.889661655311748,-8.754318998490497,-8.823522401252866,-0.1143677168819508,1127,dx,1,TT,w_clone
13,-8.754318998490497,-8.597675162523384,-8.680023146405262,-0.1074284834945009,1126,dx,1,TT,w_clone
14,-8.597675162523384,-8.4372682099423,-8.519605424247855,-0.1160318669834037,1127,dx,1,TT,w_clone
15,-8.4372682099423,-8.239611726240234,-8.341456751393569,-0.1327678507635159,1127,dx,1,TT,w_clone
16,-8.239611726240234,-7.984983465921255,-8.12735118798228,-0.1326039302006023,1127,dx,1,TT,w_clone
17,-7.984983465921255,-7.609039077692163,-7.812343752592843,-0.1203232648822059,1127,dx,1,TT,w_clone
18,-7.609039077692163,-6.956377852943385,-7.370318149679292,-0.1700443544642915,1127,dx,1,TT,w_clone
19,-6.956377852943385,-3.039465617682323,-6.165021289013288,-0.097909160923205,1127,dx,1,TT,w_clone
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.2643219812606483,1126,resid_OU_linear,1,TT,w_clone
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.14342424913087656,1128,resid_OU_linear,1,TT,w_clone
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.14918858560561454,1125,resid_OU_linear,1,TT,w_clone
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.12808208178055608,1129,resid_OU_linear,1,TT,w_clone
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,0.07164186724286331,1127,resid_OU_linear,1,TT,w_clone
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.07340565872976287,1123,resid_OU_linear,1,TT,w_clone
6,-9.522506060380522,-9.416468954511826,-9.472293613794292,0.03620053868017496,1126,resid_OU_linear,1,TT,w_clone
7,-9.416468954511826,-9.317607578541894,-9.367159742312566,0.030988264953413648,1131,resid_OU_linear,1,TT,w_clone
8,-9.317607578541894,-9.214392806980074,-9.26641665828837,-0.023458303685502703,1127,resid_OU_linear,1,TT,w_clone
9,-9.214392806980074,-9.11708996804717,-9.166330109398462,-0.009324636665537862,1124,resid_OU_linear,1,TT,w_clone
10,-9.11708996804717,-9.00651672903175,-9.064210368554383,-0.02159795703270917,1130,resid_OU_linear,1,TT,w_clone
11,-9.00651672903175,-8.889661655311748,-8.94981459526902,-0.008442414576215126,1127,resid_OU_linear,1,TT,w_clone
12,-8.889661655311748,-8.754318998490497,-8.823522401252866,-0.013006645906643965,1127,resid_OU_linear,1,TT,w_clone
13,-8.754318998490497,-8.597675162523384,-8.680023146405262,0.017576951854963677,1126,resid_OU_linear,1,TT,w_clone
14,-8.597675162523384,-8.4372682099423,-8.519605424247855,0.04505466641555875,1127,resid_OU_linear,1,TT,w_clone
15,-8.4372682099423,-8.239611726240234,-8.341456751393569,0.06313244567941445,1127,resid_OU_linear,1,TT,w_clone
16,-8.239611726240234,-7.984983465921255,-8.12735118798228,0.10319222412777876,1127,resid_OU_linear,1,TT,w_clone
17,-7.984983465921255,-7.609039077692163,-7.812343752592843,0.17669706717326872,1127,resid_OU_linear,1,TT,w_clone
18,-7.609039077692163,-6.956377852943385,-7.370318149679292,0.22727201965054333,1127,resid_OU_linear,1,TT,w_clone
19,-6.956377852943385,-3.039465617682323,-6.165021289013288,0.5764508438185434,1127,resid_OU_linear,1,TT,w_clone
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.250357059285966,1126,resid_tanh_saturating,1,TT,w_clone
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.08942553823896966,1128,resid_tanh_saturating,1,TT,w_clone
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.08391900686304982,1125,resid_tanh_saturating,1,TT,w_clone
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.06787678502442243,1129,resid_tanh_saturating,1,TT,w_clone
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,0.021297472528284053,1127,resid_tanh_saturating,1,TT,w_clone
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.04690929547245029,1123,resid_tanh_saturating,1,TT,w_clone
6,-9.522506060380522,-9.416468954511826,-9.472293613794292,0.03974296326750537,1126,resid_tanh_saturating,1,TT,w_clone
7,-9.416468954511826,-9.317607578541894,-9.367159742312566,0.057163461016455294,1131,resid_tanh_saturating,1,TT,w_clone
8,-9.317607578541894,-9.214392806980074,-9.26641665828837,0.028368547505697794,1127,resid_tanh_saturating,1,TT,w_clone
9,-9.214392806980074,-9.11708996804717,-9.166330109398462,0.061006455224081754,1124,resid_tanh_saturating,1,TT,w_clone
10,-9.11708996804717,-9.00651672903175,-9.064210368554383,0.06444989468494003,1130,resid_tanh_saturating,1,TT,w_clone
11,-9.00651672903175,-8.889661655311748,-8.94981459526902,0.0864969389981315,1127,resid_tanh_saturating,1,TT,w_clone
12,-8.889661655311748,-8.754318998490497,-8.823522401252866,0.08297770918988137,1127,resid_tanh_saturating,1,TT,w_clone
