dt,obs_class,weight_col,weight_cap_q,n,baseline,model,delta_aic,delta_bic
1,TT,w_clone,0.999,22538,OU_linear,hinge_plateau_smooth,-432.48866087926217,-408.41978672172627
1,TT,w_clone,0.999,22538,OU_linear,rational_saturating,-186.65113768367155,-178.62817963115958
1,TT,w_clone,0.999,22538,OU_linear,tanh_saturating,-171.94388584595436,-163.9209277934424
1,TT,w_clone,0.999,22538,OU_linear,OU_linear,0.0,0.0
