subject,time,file_rep1,file_rep2,depth_rep1,depth_rep2,depth_ratio,n_clones_rep1,n_clones_rep2,overlap_jaccard,success,message,log_likelihood,QC_pass,gamma,k,fmin,N_total_mean,N_total_min,N_total_max
1,1,1_1-1,1_1-2,899786,534450,1.683573767424455,92304,56478,0.07925661559888579,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-678812.1085789636,True,0.9737462483200885,0.35222878961033904,1.3944706449984521e-06,717118.0,534450.0,899786.0
1,2,1_2-1,1_2-2,738856,504098,1.4656991299310849,78378,55010,0.07986366911425402,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-603550.6772409385,True,1.0042859143824767,0.3537311929594584,1.6090700058087427e-06,621477.0,504098.0,738856.0
1,3,1_3-1,1_3-2,547154,545280,1.0034367664319248,57413,59394,0.08046583046583046,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-528416.734591113,True,1.0100252962918967,0.34648874204282404,1.83077421610825e-06,546217.0,545280.0,547154.0
1,4,1_4-1,1_4-2,645008,802352,1.2439411604197157,69071,80711,0.08318689027256489,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-685635.2339126421,True,0.9676583120454799,0.3373451458522376,1.38182622153438e-06,723680.0,645008.0,802352.0
1,5,1_5-1,1_5-2,605762,952314,1.5720926700585378,65762,77103,0.07160269728995867,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-688084.2161258488,True,0.8446028704238105,0.2860545688006006,1.2836344311830745e-06,779038.0,605762.0,952314.0
