alpha_1,alpha_2,n_keys,fraction_identical_n_times,pearson_corr_n_times
0.001,0.005,512302,0.9984208533247967,0.4960519760761877
0.001,0.01,512302,0.9960394454833282,0.3632342388571275
0.005,0.01,512302,0.9967577717830498,0.8285917899771927
