subject,n_clonotypes,frac_observable_clonotypes,median_n_times_observable,mean_n_times_observable,alpha
1,512302,0.00417722359077263,0.0,0.012506295114990768,0.01
1,512302,0.0017977677229446694,0.0,0.0062560755179562055,0.005
1,512302,0.0002888920988010978,0.0,0.001251215103591241,0.001
