x_edge_ln
-11.82457940239486
-10.7434824635781
-10.538124006476108
-10.36488795680392
-10.22144690260174
-10.101474707600312
-9.994126149070867
-9.888720044740309
-9.779260003407789
-9.674162168935258
-9.568523823812493
-9.458477199977697
-9.33683186947615
-9.207091153350897
-9.065211060033215
-8.904121487907021
-8.719520208159803
-8.477949408707708
-8.124005856398757
-7.500852967461976
-3.028181246886827
