dt,x_id,x_center,x_lo,x_hi,n,median_dx,median_lo,median_hi,ppos,ppos_lo,ppos_hi
3,4,-10.293,-10.365,-10.221,1128,0.1702393278634293,0.14059527878134365,0.1905197519043611,0.6458020989505248,0.6138458223720886,0.6808219610816274
3,5,-10.161000000000001,-10.221,-10.101,1141,0.0825284789976947,0.0488736528354319,0.12249749874410475,0.5805299196189343,0.544807863051764,0.6151570428557853
3,6,-10.0475,-10.101,-9.994,1140,0.0391276351266274,0.005992250647175939,0.08333954376128856,0.5397676496872208,0.501706815105697,0.5755907908456589
3,7,-9.9415,-9.994,-9.889,1156,0.0497705113015545,0.0095515226880813,0.08111774770129361,0.5369026013309135,0.49852681296160456,0.5708080443834775
3,8,-9.834,-9.889,-9.779,1201,-0.022733427752847,-0.05496929680777178,0.008279076271298503,0.4723441615452151,0.4379935364851045,0.5087909887158372
3,9,-9.7265,-9.779,-9.674,1182,-0.0568698854578304,-0.08405039459063053,-0.0264259259410817,0.447992700729927,0.41445828420676595,0.4876243462294983
3,10,-9.621500000000001,-9.674,-9.569,1242,-0.1458704393859253,-0.2005119390831211,-0.09808379383731217,0.3895990703079604,0.35855564704862614,0.41895123936693834
3,11,-9.5135,-9.569,-9.458,1244,-0.1597806560572774,-0.1917208610031693,-0.11214784356832637,0.3748527679623086,0.34422590719809637,0.4051115955627182
3,12,-9.3975,-9.458,-9.337,1232,-0.2065901681600888,-0.2596116571890405,-0.1584449666849709,0.33133390459868606,0.2992139566242483,0.3639878135319209
3,13,-9.272,-9.337,-9.207,1220,-0.2503656610822151,-0.3085978077880539,-0.22004217221670255,0.31548699334543256,0.288723451524038,0.34443852141653636
3,14,-9.136,-9.207,-9.065,1147,-0.1958280416808975,-0.2374759797694388,-0.1358148707164375,0.38878016960208733,0.35350019381964637,0.4188550357775955
3,15,-8.9845,-9.065,-8.904,1190,-0.2472064117576415,-0.30247920408065126,-0.1900977046680712,0.3279924599434496,0.2951801954606438,0.35832820527592657
3,16,-8.812000000000001,-8.904,-8.72,1198,-0.2664456474004133,-0.3029371442894923,-0.2198865740266544,0.3055642879597611,0.27912085393008496,0.33055426387740733
3,17,-8.599,-8.72,-8.478,1202,-0.2685669871171825,-0.3073691372359926,-0.2327939006556523,0.28921095008051523,0.2601805301692112,0.3192514152998782
