dt,x_star,slope,abs_slope,tau_drift,n_win,n_rows,n_bins_kept,var_mad_pooled,D_mad_pooled,x_star_lo,x_star_hi,slope_lo,slope_hi,tau_drift_lo,tau_drift_hi,var_mad_pooled_lo,var_mad_pooled_hi,D_mad_pooled_lo,D_mad_pooled_hi,n_boot_valid_xstar,n_boot_valid_slope,n_boot_valid_varpool,has_crossing,mean_reverting
1,-9.969778493893724,-0.410769581084922,0.410769581084922,2.434454852666564,5,39162,20,0.3178203545774064,0.1589101772887032,-10.00011050600588,-9.913772526681068,-0.6798083941811285,-0.2927625181041397,1.472640845805534,3.415744999271969,0.30826239590195015,0.3277522956810842,0.15413119795097507,0.1638761478405421,300,300,300,True,True
2,-9.946194619162085,-0.19171658522569793,0.19171658522569793,10.432065632952435,5,31035,20,0.2509928190263776,0.0627482047565944,-10.16191386364742,-9.871419966589363,-0.3624585462446049,-0.11168770755418245,5.517872616282871,17.90718473519245,0.24323128239665417,0.26060532128197705,0.060807820599163544,0.06515133032049426,300,300,300,True,True
3,-9.870674121266532,-0.4431426890520051,0.4431426890520051,6.769828486661402,5,23342,20,0.2804436550980733,0.04674060918301221,-9.96602943844781,-9.833267279401541,-0.5773893900321562,-0.27481857874060983,5.195841122487189,10.916328708565734,0.2713731602289392,0.2896686302870854,0.04522886003815653,0.04827810504784757,300,300,300,True,True
4,-9.784809924559044,-0.2993549073860697,0.2993549073860697,13.36206590006327,5,17240,20,0.28918897409879313,0.03614862176234914,-10.070276180264852,-9.746857768789281,-0.5911385183981009,-0.15763424580860882,6.767650542061239,25.37636758347334,0.2795021141960165,0.2994743201962309,0.03493776427450206,0.03743429002452886,300,300,300,True,True
5,-9.62475771607992,-0.30710437721347067,0.30710437721347067,16.28110952168051,5,7271,20,0.3101962153563091,0.03101962153563091,-9.75615209073773,-9.435221597154584,-0.8968974873487068,-0.1197139232102196,5.573437792900747,36.74954276297968,0.2928285171612889,0.32877298658883014,0.029282851716128887,0.03287729865888302,300,300,300,True,True
