dt,n,msd,msd_lo,msd_hi
1,39162,0.43777183964522715,0.40666755928708764,0.4656611986664976
2,31035,0.32497923552210845,0.3077456141833353,0.34368359440593854
3,23342,0.32773203363307085,0.3127172725650964,0.34501260260169525
4,17240,0.3295197799249058,0.31996118103393034,0.3413556386335417
5,7271,0.3884037924529822,0.3690999370651267,0.4111511925579221
