rep,model,intercept,slope,xstar,sse,tau
290,hinge_plateau_smooth,-2.456410342511195,-0.2820347084014062,-8.340848060672261,32.20389486503443,3.5456628925853653
291,hinge_plateau_smooth,-2.818349353536115,-0.32017245216208634,-8.527091806152308,40.883840432319545,3.123316803950869
292,hinge_plateau_smooth,-2.6410697049740377,-0.301577495362255,-8.394369119593948,21.671992762069845,3.3158972913373383
293,hinge_plateau_smooth,-2.89674456762814,-0.3297624205117338,-8.474050560718661,22.81077571052864,3.0324862319004517
294,hinge_plateau_smooth,-2.9247547582220688,-0.3312598312610928,-8.524826937144821,25.35120231738259,3.0187783293647175
295,hinge_plateau_smooth,-2.8460160359437396,-0.3233906605382626,-8.49313313714951,24.74216042403016,3.09223524988497
296,hinge_plateau_smooth,-2.776315594464373,-0.31593913586797123,-8.488890851664031,25.691696271232356,3.165166598473869
297,hinge_plateau_smooth,-2.5216983575416148,-0.28868654905377095,-8.363903413874072,20.845538019258022,3.463964647046092
298,hinge_plateau_smooth,-2.7779460452458795,-0.3162811233884817,-8.469184458413622,23.60898140727263,3.1617441764670864
299,hinge_plateau_smooth,-2.8070712451810484,-0.3200595786791657,-8.448492866735402,26.03729936050429,3.1244182852668834
300,hinge_plateau_smooth,-2.5708217622716747,-0.29354938706935835,-8.386014211543227,35.363782674555495,3.406581802072457
301,hinge_plateau_smooth,-2.62260618231523,-0.3005810876647974,-8.41581434613941,33.09899892398455,3.3268892855800094
302,hinge_plateau_smooth,-3.1383896690709503,-0.3555867019021641,-8.55664932206653,25.33185505096818,2.8122536491118257
303,hinge_plateau_smooth,-3.0386412950897395,-0.3450093391918623,-8.528312028178823,25.076502320670237,2.898472262641831
304,hinge_plateau_smooth,-2.785415314807488,-0.3189399545255673,-8.441977498672328,16.857643903643194,3.1353864130554916
305,hinge_plateau_smooth,-2.4748749327995943,-0.28246191890228417,-8.345996156677428,25.546741619268673,3.5403002425468313
306,hinge_plateau_smooth,-2.7123856375612587,-0.3096009685959219,-8.413283595312318,27.09949974933555,3.2299640551356212
307,hinge_plateau_smooth,-2.4268937750712745,-0.2767881391215583,-8.423565300962832,31.937834972671833,3.61287157453241
308,hinge_plateau_smooth,-2.9852008501767404,-0.3381233858891352,-8.518426237829516,20.33110447107392,2.9575002550337723
309,hinge_plateau_smooth,-2.648983465153145,-0.30346950485604335,-8.429478123071023,27.946056169763814,3.295224014269142
310,hinge_plateau_smooth,-2.7258598516129515,-0.3115676670187547,-8.374402609956222,24.29667023086153,3.2095756583747352
311,hinge_plateau_smooth,-2.730188759381935,-0.31202645993020134,-8.407159393871266,24.43802222884919,3.204856409368919
312,hinge_plateau_smooth,-2.7416440526124735,-0.3137601626015554,-8.416377897511326,17.831722454391752,3.1871477618715467
313,hinge_plateau_smooth,-3.2534085310709213,-0.3666460788768158,-8.635131399992755,15.420077164673678,2.727425868192568
314,hinge_plateau_smooth,-2.892723706506602,-0.32709769310884046,-8.543707841423693,17.38124726674963,3.057190622458025
315,hinge_plateau_smooth,-2.6665513914975305,-0.3047358026746174,-8.386887600216555,19.17932047099556,3.28153105484541
316,hinge_plateau_smooth,-3.1567646678962595,-0.35536348712843513,-8.659579050910402,32.41771074310122,2.81402011242247
317,hinge_plateau_smooth,-2.648641377255958,-0.3027704443191969,-8.373978527741183,24.515771119406594,3.302832290148328
318,hinge_plateau_smooth,-2.90661900642332,-0.32850363773836344,-8.603194361862682,26.82714053177991,3.0441063206625723
319,hinge_plateau_smooth,-2.9051443726570243,-0.3294478221176131,-8.499975975872966,31.402745622102035,3.0353820327972887
320,hinge_plateau_smooth,-2.763794066840625,-0.31478176976109534,-8.453740636356345,30.85891445828113,3.1768040466859095
321,hinge_plateau_smooth,-2.781914076190869,-0.31702096679399844,-8.432847674070992,19.100136999475332,3.1543654986384677
322,hinge_plateau_smooth,-2.8486499024780922,-0.32414564499628173,-8.466104325766752,24.318045550869485,3.0850329641524907
323,hinge_plateau_smooth,-2.6991183271460217,-0.30890961893068564,-8.343859321106185,30.460644898829898,3.237192818603632
324,hinge_plateau_smooth,-3.0288394548417643,-0.34285382892209937,-8.567675101853595,28.26075815308068,2.9166948584004655
325,hinge_plateau_smooth,-2.8531762461688785,-0.3249244222485988,-8.501446942736429,24.756211743130315,3.0776387723632013
326,hinge_plateau_smooth,-2.5369576455322975,-0.2905378099366054,-8.360013388845337,27.20581181422256,3.4418928132562074
327,hinge_plateau_smooth,-3.0231528808669506,-0.34174037933373735,-8.543014541615388,18.427831721010968,2.92619795749515
328,hinge_plateau_smooth,-3.285609995523475,-0.3708591879284835,-8.63114356452998,25.742657936959343,2.6964412169096375
329,hinge_plateau_smooth,-2.7480211787444984,-0.31394816777492573,-8.46928533215878,25.59362639547401,3.1852391657113137
330,hinge_plateau_smooth,-2.82492567237419,-0.321548085630212,-8.423636875234822,26.550455854580342,3.109954761634078
