x,b_mean,b_lo,b_hi
-10.158417792746622,0.2907967609310115,0.26825730328204184,0.3118386937811242
-10.151366601182884,0.2907967609310115,0.26825730328204184,0.3118386937811242
-10.144315409619145,0.2907967609310115,0.26825730328204184,0.3118386937811242
-10.137264218055407,0.2907967609310115,0.26825730328204184,0.3118386937811242
-10.130213026491667,0.2907967609310115,0.26825730328204184,0.3118386937811242
-10.123161834927929,0.29112877721632685,0.26825730328204184,0.31257427443664904
-10.116110643364191,0.2919757315894499,0.26825730328204184,0.313037444317959
-10.109059451800452,0.29449451061153653,0.26825730328204184,0.35460957716266717
-10.102008260236714,0.29841723048884505,0.26825730328204184,0.4123140023902874
-10.094957068672974,0.30425509960574443,0.26839875199486046,0.42048939209686204
-10.087905877109236,0.32567257207652145,0.268588104234418,0.426321360247379
-10.080854685545498,0.3547076828727458,0.2700207871739313,0.4349229569921294
-10.073803493981758,0.3845599563490211,0.2741360198272703,0.43799252215084805
-10.06675230241802,0.40006793814825414,0.28860686459079204,0.43901201928641337
-10.059701110854283,0.4060719821937275,0.3662762635934056,0.4377204829517817
-10.052649919290543,0.40569569273073575,0.37601059942651016,0.43524071788019963
-10.045598727726805,0.4036053056073747,0.3748510111419326,0.4327103807562535
-10.038547536163065,0.40135073920166137,0.3727811696676462,0.4301428158397746
-10.031496344599327,0.3990895398748281,0.37071132819336017,0.42758273654617507
-10.02444515303559,0.3968282594640879,0.36864148671907415,0.4250237603480821
-10.01739396147185,0.3945669790533466,0.3665716452447875,0.4224764078054441
-10.010342769908112,0.3923056986426061,0.3645018037705017,0.4199980995613624
-10.003291578344372,0.3900444182318649,0.36243196229621505,0.41749615934321166
-9.996240386780634,0.3877831378211246,0.3603621208219293,0.4149479944762576
-9.989189195216897,0.3855218574103845,0.3582922793476432,0.4123998296093036
-9.982138003653157,0.38326057699964317,0.35622243787335667,0.4098516647423487
-9.975086812089419,0.3809992965889027,0.35415259639907065,0.40730833894059865
-9.96803562052568,0.37873801617816144,0.35208275492478414,0.4047667297305406
-9.960984428961941,0.3764767357674215,0.3500129134504981,0.40222512052048354
-9.953933237398203,0.3742154553566808,0.34794307197621205,0.39974871522977357
-9.946882045834464,0.3719541749459396,0.34587323050192575,0.3973060158730824
-9.939830854270726,0.3696928945351995,0.3438033890276397,0.3948633165163919
-9.932779662706986,0.36743161412445796,0.3417335475533532,0.3924206171597007
-9.925728471143248,0.36517033371371754,0.33966370607906715,0.3899594487764806
-9.91867727957951,0.3629090533029771,0.33759386460478125,0.38747191964558353
-9.91162608801577,0.36064777289223615,0.33552402313049456,0.38496155258951376
-9.904574896452033,0.35838649248149573,0.3334541816562087,0.38245118553344465
-9.897523704888295,0.35612521207075565,0.33138434018192264,0.3799837477569823
-9.890472513324555,0.35386393166001395,0.3293144987076362,0.3775637892511853
-9.883421321760817,0.3516026512492737,0.3272446572333502,0.3751460219863719
-9.876370130197078,0.3493413708385329,0.32517481575906376,0.3727323131609689
-9.86931893863334,0.3470800904277925,0.3231049742847777,0.3702985895196663
-9.862267747069602,0.344818810017052,0.3210351328104917,0.3677850183570616
-9.855216555505862,0.3425575296063112,0.31896529133620527,0.36527144719445614
-9.848165363942124,0.34029624919557044,0.31689544986191903,0.36275787603185145
-9.841114172378385,0.3380349687848294,0.3148256083876326,0.36024456451396814
-9.834062980814647,0.3357736883740891,0.3127557669133468,0.35773425436975087
-9.827011789250909,0.33351240796334847,0.3107569460378411,0.3552239442255334
-9.81996059768717,0.331251127552608,0.30876177192012083,0.35271363408131534
-9.812909406123431,0.32898984714186724,0.3067665978024012,0.3502033239370981
-9.805858214559692,0.326728566731126,0.30477142368468113,0.3476930137928801
-9.798807022995954,0.3244672863203857,0.30277624956696153,0.34518270364866255
-9.791755831432216,0.32220600590964465,0.300781075449242,0.3426723935044454
-9.784704639868476,0.3199447254989041,0.29878326245866904,0.34016208336022746
-9.777653448304738,0.31768344508816354,0.29678150096509176,0.3376517732160101
-9.770602256741,0.3154221646774233,0.29477973947151437,0.3351414630717926
-9.76355106517726,0.31316088426668215,0.2927779779779365,0.3326311529275747
-9.756499873613523,0.31089960385594145,0.2907762164843591,0.3301208427833573
-9.749448682049783,0.30863832344520026,0.2887744549907812,0.32761053263913925
-9.742397490486045,0.30637704303446006,0.28677269349720375,0.3251148584349801
-9.735346298922307,0.30411576262371964,0.28477093200362663,0.322631262061294
-9.728295107358568,0.30185448221297867,0.2827611801336005,0.3201476656876072
-9.72124391579483,0.29959320180223814,0.2807474893549504,0.31768781084326564
-9.71419272423109,0.29733192139149756,0.27873379857629993,0.31523695548728525
-9.707141532667352,0.2950706409807569,0.2767132822609743,0.3127861001313053
-9.700090341103614,0.2928093605700161,0.2746851337760563,0.31039853439932424
-9.693039149539874,0.2905480801592756,0.2726569852911375,0.3080110361709607
-9.685987957976137,0.28828679974853494,0.2706288368062194,0.3056235379425979
-9.678936766412397,0.2860255193377937,0.2685171331231123,0.3032374722799992
-9.671885574848659,0.28376423892705344,0.2663787735582844,0.30077518986213275
-9.664834383284921,0.2815029585163131,0.2642451007099062,0.29828117016397193
-9.657783191721181,0.2792416781055716,0.2621598475884531,0.29578715046581044
-9.650732000157443,0.27698039769483157,0.26004344426345427,0.2933170809057705
-9.643680808593704,0.27471911728409043,0.2578894169498925,0.29090763477675446
-9.636629617029966,0.2724578368733498,0.25573687200084655,0.288585587205912
-9.629578425466228,0.27019655646260987,0.25361523184452356,0.28623936726665367
-9.622527233902488,0.2679352760518686,0.2514935916882003,0.28380665233491126
-9.61547604233875,0.2656739956411281,0.24936880025665145,0.2813744378008362
-9.608424850775013,0.26341271523038756,0.24726820591213966,0.27901551837054706
-9.601373659211273,0.2611514348196465,0.24523316701398565,0.27657343184965233
-9.594322467647535,0.25889015440890584,0.2431547837990299,0.2741588421920166
-9.587271276083795,0.25662887399816525,0.24099091581295354,0.27174632363823936
-9.580220084520057,0.25436759358742467,0.23885509235115107,0.26935943379493626
-9.57316889295632,0.2521063131766839,0.23689394512192175,0.2670174209522206
-9.56611770139258,0.24984503276594336,0.2349292554686111,0.2646754081095044
-9.559066509828842,0.24758375235520266,0.2329645658153008,0.2623333952667886
-9.552015318265102,0.24532247194446166,0.23088105076666274,0.2599383257725923
-9.544964126701364,0.24306119153372147,0.2287443593491288,0.25749015279432297
-9.537912935137626,0.24079991112298071,0.2265603175403479,0.2550513948368946
-9.530861743573887,0.2385386307122398,0.22436936824495096,0.2526909552412616
-9.523810552010149,0.23627735030149918,0.22212069509787224,0.25030516455604007
-9.51675936044641,0.23401606989075815,0.21981959456255948,0.24788420279064466
-9.509708168882671,0.23175478948001774,0.21758287780281887,0.2454686823529563
-9.502656977318933,0.22949350906927746,0.2154378162631713,0.2429367770033837
-9.495605785755194,0.22723222865853618,0.21319561786095378,0.240542350918831
-9.488554594191456,0.22497094824779587,0.2110081449219108,0.23821544965753946
-9.481503402627716,0.22270966783705476,0.20891161595405838,0.23588854839624715
-9.474452211063978,0.22044838742631404,0.20690628850344772,0.23356237280866982
-9.46740101950024,0.21818710701557387,0.20490096105283703,0.23123997566516882
-9.4603498279365,0.21592582660483275,0.20289563360222582,0.22891757852166736
-9.453298636372763,0.2136645461940925,0.2007868811427216,0.22659518137816634
-9.446247444809025,0.21140326578335203,0.1986040490305365,0.22427278423466554
-9.439196253245285,0.20914198537261108,0.19640862632639652,0.22195038709116408
-9.432145061681547,0.20688070496187075,0.19428873763072657,0.21959342132754353
-9.425093870117808,0.20461942455112947,0.19212151442343103,0.21717492219988688
-9.41804267855407,0.2023581441403892,0.1899088991842512,0.2148470762409313
-9.410991486990332,0.20009686372964844,0.18754219896154012,0.21252914239203494
-9.403940295426592,0.1978355833189077,0.18525103367722823,0.21021682733099273
-9.396889103862854,0.1955743029081671,0.18284633461194005,0.2079872709093145
-9.389837912299114,0.19331302249742602,0.18044108450480253,0.20573572741255935
-9.382786720735377,0.1910517420866856,0.17803171382237776,0.20347600760241225
-9.375735529171639,0.18879046167594513,0.1756223431399529,0.2012179848963218
-9.368684337607899,0.18652918126520426,0.17321297245752754,0.19888776772030184
-9.361633146044161,0.1842679008544638,0.17080456039170747,0.19661551897374543
-9.354581954480421,0.18200662044372265,0.16858629041266218,0.1942685536917599
-9.347530762916683,0.17974534003298223,0.1664650149759713,0.19187081726958496
