x,D_mean,D_lo,D_hi
-10.158417792746622,0.03232317241129708,0.019480593589191915,0.051243736103129704
-10.151366601182884,0.041809552793964505,0.025198565339748288,0.06628487096840542
-10.144315409619145,0.048327437433504976,0.02912846634696747,0.07662248170215852
-10.137264218055407,0.05181212162807126,0.031231995299668733,0.08215580599098046
-10.130213026491667,0.05325704200186333,0.032108904817208794,0.08444093323655519
-10.123161834927929,0.05371245839039394,0.032393733106158076,0.08508456676266984
-10.116110643364191,0.053804361372812796,0.032466284656177145,0.08506391408999525
-10.109059451800452,0.05378408901997395,0.032482259547596315,0.08498496386890467
-10.102008260236714,0.0537192997696783,0.032489046293517496,0.08497575649902389
-10.094957068672974,0.053615575129841005,0.032498831394513414,0.08492574293571775
-10.087905877109236,0.05346543920953344,0.03251652403347511,0.08479108847492567
-10.080854685545498,0.053260770581829035,0.032545019664369214,0.08425989008486462
-10.073803493981758,0.052999446497045063,0.032588061733329454,0.08341398812534265
-10.06675230241802,0.052686456252814665,0.03287172368894961,0.08227505388756103
-10.059701110854283,0.05233240995624825,0.03290199703904992,0.08097564169111349
-10.052649919290543,0.05195014185962543,0.03317967206146265,0.07958172288708229
-10.045598727726805,0.051551162670326105,0.03359485843990305,0.078161306987856
-10.038547536163065,0.051143614073020906,0.03398901801900065,0.07649972373677077
-10.031496344599327,0.05073215502361945,0.03435278865238901,0.07482238229492018
-10.02444515303559,0.05031900600357474,0.03423242100565987,0.07307286299040122
-10.01739396147185,0.04990511012432466,0.034339188085711965,0.07119623237818268
-10.010342769908112,0.04949087410027767,0.034163308299029624,0.06952409110504143
-10.003291578344372,0.04907649105111457,0.034227061535410455,0.06836987250082116
-9.996240386780634,0.04866205314993273,0.033973719694854354,0.067126866377069
-9.989189195216897,0.048247599459975074,0.03399057219855766,0.06572484230314417
-9.982138003653157,0.04783314900907203,0.03412996153918398,0.0641249250891039
-9.975086812089419,0.047418735867576216,0.03390583101175792,0.06379729772041619
-9.96803562052568,0.04700448142340236,0.0334063934903035,0.06311306484151749
-9.960984428961941,0.04659077481380768,0.033168893655644634,0.06233957450730125
-9.953933237398203,0.04617865110713892,0.0325982937504395,0.062396182307295836
-9.946882045834464,0.04577039513257332,0.03246015552253592,0.061707189232695615
-9.939830854270726,0.045370230649184794,0.0317707409974768,0.061518836504246506
-9.932779662706986,0.04498489023150817,0.031041524594496023,0.06115176136575521
-9.925728471143248,0.04462418823823932,0.030620723597770145,0.06042585793369977
-9.91867727957951,0.04430219276121477,0.03032056067060322,0.06028073640838354
-9.91162608801577,0.04403914622124931,0.030119569426699824,0.060412637046825375
-9.904574896452033,0.04386239530565907,0.029550785483098377,0.06067329286927374
-9.897523704888295,0.04380336242162964,0.029037001970402054,0.061103607001622054
-9.890472513324555,0.043889930864832005,0.028742181283590726,0.06117194859522291
-9.883421321760817,0.04413802320632217,0.028891127573348403,0.06081046267961634
-9.876370130197078,0.04454716812937478,0.030125659748950664,0.0606068176109643
-9.86931893863334,0.045101300850598554,0.031188050726249195,0.0606371263937858
-9.862267747069602,0.04577306749629077,0.03246538820909021,0.06038565391695833
-9.855216555505862,0.04653004837761445,0.033617133984004524,0.06118325357241928
-9.848165363942124,0.04734153979603659,0.03444768772391931,0.0619102506502845
-9.841114172378385,0.048183641693274645,0.03550444651025889,0.06281996132705019
-9.834062980814647,0.049040838897156866,0.037042559099458576,0.06338922288316477
-9.827011789250909,0.04990444632960303,0.038516835938197685,0.06422286016617094
-9.81996059768717,0.05076983304784833,0.0386540225251307,0.06672965657876513
-9.812909406123431,0.0516340596175877,0.0394306683116914,0.06932290372428127
-9.805858214559692,0.05249451600491837,0.0397894786540998,0.07185332024923234
-9.798807022995954,0.053348447053529105,0.04003592041645706,0.07342862767956805
-9.791755831432216,0.0541929530463671,0.040276850336855304,0.07424963413544436
-9.784704639868476,0.05502493303689968,0.03993230745274989,0.07543939868610505
-9.777653448304738,0.05584057088132995,0.04032763821454918,0.07835827442219913
-9.770602256741,0.0566344427485262,0.04030757244095666,0.08097313203570705
-9.76355106517726,0.05739874934996892,0.04060220650900316,0.08261510496954935
-9.756499873613523,0.05812338339025932,0.041169971035629624,0.08496173193625002
-9.749448682049783,0.05879751798495184,0.041321040472181055,0.08653890050534595
-9.742397490486045,0.0594125719638041,0.04176424484622189,0.08742713459138185
-9.735346298922307,0.05996491040590883,0.042701375187763076,0.0860756767351044
-9.728295107358568,0.06045644407501519,0.043269001642772156,0.08534984785269056
-9.72124391579483,0.06089321565191477,0.043689097989569665,0.08557446740796543
-9.71419272423109,0.06128364964477518,0.04424929117233825,0.08476585663789793
-9.707141532667352,0.06163744617977497,0.04444369393431762,0.08418629383148492
-9.700090341103614,0.061964673219441366,0.04431647195430666,0.08401971785375734
-9.693039149539874,0.062274576415692146,0.045051321850158796,0.08340851155539541
-9.685987957976137,0.06257446968216246,0.04477473084833047,0.08420816163488695
-9.678936766412397,0.06286928454307616,0.044725161532765,0.08448668385958896
-9.671885574848659,0.06316175054460557,0.04469183464192923,0.08451723817267384
-9.664834383284921,0.06345259686287234,0.044431333613561885,0.08616034259134928
-9.657783191721181,0.0637402125856695,0.04408909485920867,0.08656749716807215
-9.650732000157443,0.06401993416081801,0.04372573658058433,0.08717571093590856
-9.643680808593704,0.06428402983096085,0.04274730319145301,0.08869058517918443
-9.636629617029966,0.06452333194904304,0.0422204737839735,0.09040528430371855
-9.629578425466228,0.06472992737689978,0.04236064911626274,0.09143184564034865
-9.622527233902488,0.06489902463359448,0.04288208224242947,0.09196892000429681
-9.61547604233875,0.06502880614522988,0.04232942462779356,0.092400462797397
-9.608424850775013,0.06511879810575454,0.043192733742519786,0.0923998963467089
-9.601373659211273,0.06516828338642766,0.04417826349776484,0.09224064820223037
-9.594322467647535,0.06517614089921764,0.04405663002081857,0.09286675711513648
-9.587271276083795,0.06514237066598048,0.04374545139338597,0.09304830057396879
-9.580220084520057,0.0650699236270049,0.04329549977936022,0.09224745343883643
-9.57316889295632,0.06496485633008445,0.043831345256005225,0.09298309371998244
-9.56611770139258,0.0648343624696579,0.043411150031296176,0.09263478514585534
-9.559066509828842,0.06468443172344593,0.04311111109577235,0.09411653466186204
-9.552015318265102,0.0645191083224336,0.04225658413231327,0.09521944576567422
-9.544964126701364,0.06434134250019713,0.04202636711853002,0.09607215464257077
-9.537912935137626,0.0641540967673716,0.041143015448930224,0.09689548587857827
-9.530861743573887,0.06396133798517543,0.0400079055233866,0.09795439218782734
-9.523810552010149,0.0637696321920062,0.03954134575095793,0.09873616617411339
-9.51675936044641,0.06358980947098149,0.03998545202137978,0.09971104430562379
-9.509708168882671,0.06343658450559685,0.04004332174381573,0.10050881177038425
-9.502656977318933,0.06332572278855554,0.03961562003167606,0.10038250256010227
-9.495605785755194,0.06327163176717909,0.03925494641549592,0.0993348544703139
-9.488554594191456,0.0632877551625787,0.03905392795291201,0.09820383814214283
-9.481503402627716,0.06338786072859523,0.03917327120533127,0.09616722287181075
-9.474452211063978,0.063584635684431,0.0393038822489345,0.09652337982270515
