rep,n,ou_a,ou_b,ou_x_star,ou_tau,ou_sse,ou_aic,ou_bic,tanh_A,tanh_Delta,tanh_x_star,tanh_tau_local,tanh_sse,tanh_aic,tanh_bic,rat_A,rat_Delta,rat_x_star,rat_tau_local,rat_sse,rat_aic,rat_bic,hinge_a,hinge_b,hinge_A,hinge_x_c,hinge_Delta,hinge_tau_from_b,hinge_sse,hinge_aic,hinge_bic,delta_aic_tanh,delta_bic_tanh,delta_aic_rat,delta_bic_rat,delta_aic_hinge,delta_bic_hinge
0,39072,-1.615054992821703,-0.17319807333023546,-9.324901609859655,5.773736282235124,10715.79840684563,-50542.936853217136,-50525.79053046332,0.2760988726183775,0.669664958291756,-9.643926237253515,2.425453432464259,10382.712562605599,-51774.712212515056,-51748.99272838433,0.29318987981087075,0.6692094069201293,-9.644611266452115,2.2825119589796863,10390.648683800566,-51744.85858038138,-51719.13909625065,-3.840587124931484,-0.41087738645022814,0.161066648411262,-9.758745349666777,0.5305721660072378,2.433816104214184,10051.804095462063,-53036.25582000745,-52993.390013122895,-1231.7753592979207,-1223.2021979210112,-1201.921727164241,-1193.3485657873316,-2493.3189667903134,-2467.599482659578
1,39242,-1.623384229269622,-0.17470514255051062,-9.29213763012311,5.72392996222696,10654.186333127564,-51159.51177266303,-51142.35676690147,0.2819206120099402,0.7069212651450342,-9.61211110632451,2.5075189079119515,10343.171150963106,-52320.110493153115,-52294.37798451078,0.3001094636981711,0.7101462898339991,-9.612377062850458,2.3662908896075803,10351.270163734514,-52289.39485598574,-52263.6623473434,-4.239580525106296,-0.4534535589372011,0.14905706280155354,-9.799072989050565,0.6900422356947924,2.2052975002418944,10003.251241006557,-53627.434724125036,-53584.54720972114,-1160.5987204900885,-1152.0212176093119,-1129.8830833227112,-1121.3055804419346,-2467.922951462009,-2442.190442819672
2,39395,-1.5921917364001361,-0.1712173639593692,-9.299242200563091,5.8405291196826585,10903.925383852013,-50599.50992108513,-50582.347132717776,0.28303654270410966,0.6960356462689861,-9.631053073059224,2.459172372652359,10553.286841069556,-51885.15484086257,-51859.41065831153,0.30044399822323503,0.6945528666411281,-9.633392970917496,2.3117548386673494,10562.356021350603,-51851.314490230674,-51825.570307679634,-3.997776605076101,-0.4272431453120334,0.1577344581095203,-9.753781876027245,0.5838320895225045,2.3405875810357553,10198.356536052825,-53228.8883978368,-53185.981426918406,-1285.6449197774346,-1277.0635255937523,-1251.8045691455409,-1243.2231749618586,-2629.37847675167,-2603.6342942006304
3,39301,-1.6919999500747362,-0.18158697909379537,-9.317848441108573,5.507002787261903,11196.427149581832,-49344.50662408247,-49327.34861359681,0.2826460889769203,0.6776583960410368,-9.635015704737294,2.3975509390344745,10916.428059581074,-50337.84008998026,-50312.103074251776,0.30099629607745293,0.6801831352564033,-9.634576858339125,2.259772442785732,10921.687742376329,-50318.908896519446,-50293.171880790964,-3.8784027594647905,-0.41950785988967515,0.1704883209904335,-9.856265433457958,0.6168315398144598,2.3837455638208693,10590.518697012383,-51525.04073464249,-51482.14570842836,-993.333465897791,-984.7544606549636,-974.4022724369788,-965.8232671941514,-2180.5341105600237,-2154.7970948315487
4,38985,-1.5974656813872328,-0.17181264258068074,-9.29771905834628,5.820293460246468,11176.123494709978,-48703.75315089118,-48686.61128641969,0.27292189943033857,0.6778227037769248,-9.638690011187895,2.483577555306933,10890.506281336953,-49711.0064032852,-49685.29360657797,0.2891605663231334,0.67277097215415,-9.64021765369692,2.326634577836373,10896.775394063503,-49688.57117065445,-49662.85837394722,-4.04274768663701,-0.43454543648877686,0.15399076138153903,-9.882485902145605,0.6149876126605874,2.301255325749641,10536.002489475371,-50997.145804134845,-50954.29114295613,-1007.2532523940245,-998.6823201582811,-984.8180197632755,-976.2470875275321,-2293.392653243667,-2267.679856536437
5,39258,-1.749407385924079,-0.1879453322894517,-9.308065087936548,5.320696118485749,11142.486686526097,-49437.12532252796,-49419.96950147976,0.3072588891260001,0.7934210009224345,-9.577530147383014,2.5822556450012746,10856.928633519248,-50454.34038348081,-50428.60665190852,0.3279548101962873,0.7989257646826271,-9.580831572282849,2.436084911224368,10863.522188881296,-50430.50572125664,-50404.77198968435,-4.833519994480867,-0.5175761907846701,0.14058748215125255,-9.907618504281174,0.9616800237794737,1.9320826919877294,10560.70692516222,-51536.34386744779,-51493.4543148273,-1017.2150609528544,-1008.6371504287599,-993.380398728681,-984.8024882045866,-2099.2185449198296,-2073.484813347539
6,39505,-1.636296421312863,-0.17613110352910244,-9.290218414162693,5.677588909415811,11200.807573651928,-49789.736151295954,-49772.56778624564,0.28221494135865927,0.6584545793873388,-9.61633474778669,2.3331669691808656,10851.618974507943,-51038.92260644388,-51013.1700588684,0.2994754298456999,0.6565047453536899,-9.615020199699945,2.1921823292546696,10859.738228051285,-51009.375754702705,-50983.62320712723,-3.8474727969805587,-0.40890242241976443,0.1605049413159257,-9.576946080867696,0.5281153436543838,2.4455712296402985,10528.840645853008,-52227.818079999415,-52184.89716737363,-1249.186455147923,-1240.6022726227602,-1219.6396034067511,-1211.0554208815884,-2438.081928703461,-2412.3293811279873
7,39565,-1.686593845718609,-0.18065229846565134,-9.336132781279241,5.535495581807595,11197.88554590985,-49935.7311002617,-49918.559699925616,0.2794733945542243,0.6244337905455551,-9.654589078514364,2.23432284687264,10853.71036043161,-51168.870467180626,-51143.113366676494,0.29515428885975786,0.6140552513771801,-9.655247039037594,2.0804551197592374,10860.15559989537,-51145.38262698314,-51119.62552647901,-4.014085743878073,-0.4259058129954777,0.16408753307155283,-9.644320838444633,0.5240560722500425,2.3479369604439233,10523.039299220818,-52389.00831801553,-52346.07981717531,-1233.1393669189274,-1224.5536667508786,-1209.6515267214418,-1201.065826553393,-2453.277217753828,-2427.5201172496963
8,39181,-1.5942878291062952,-0.1716291955853419,-9.289141184103157,5.826514519219746,10849.082027609235,-50308.7713007584,-50291.619406329606,0.27898547675105917,0.6587231627091064,-9.632299799003336,2.361137828321042,10491.315389961033,-51620.614509112296,-51594.8866674691,0.2946633185722613,0.648810459803673,-9.634532296793813,2.201870470160211,10500.625221248649,-51585.86131212577,-51560.13347048258,-4.121111929163787,-0.43726189258589304,0.150256208766236,-9.646122211593811,0.604237298197998,2.286958952874143,10144.92041630521,-52932.104068927656,-52889.22433285566,-1311.8432083538937,-1303.2672611394955,-1277.0900113673706,-1268.5140641529724,-2623.3327681692535,-2597.6049265260517
9,39042,-1.6473055219463262,-0.1766115791987625,-9.32727927251255,5.662142904427451,10690.008800474789,-50568.21301150557,-50551.06822496813,0.29214381289425645,0.7437126731734346,-9.614941980220966,2.545707423359422,10356.904198541273,-51802.13353796533,-51776.416358159164,0.31217975341834087,0.7538462083142308,-9.616024884507034,2.4147825093065167,10365.169118097465,-51770.99003205329,-51745.27285224712,-4.4233708799304745,-0.4711635541110084,0.14607603711102657,-9.767420519336174,0.7904292994198154,2.1224052481877558,10060.366184375409,-52932.296047963,-52889.43408161938,-1233.9205264597622,-1225.348133191037,-1202.777020547721,-1194.2046272789958,-2364.0830364574285,-2338.365856651253
10,39121,-1.6894170099983437,-0.18136630619639815,-9.314944133939111,5.513703294575118,10903.299165926239,-49976.75440458776,-49959.60557521537,0.29764750957767383,0.7728433990109976,-9.609284925777324,2.5965055111919795,10613.380769495116,-51029.060559346326,-51003.33731528775,0.31759842985795145,0.7794934357012381,-9.612599954195309,2.454336553395031,10621.127380989314,-51000.51690770522,-50974.79366364664,-4.103420083740964,-0.4457910948768577,0.16945772940284726,-9.943491544589701,0.7375566267969863,2.2432031763134104,10287.33695348225,-52245.70715131078,-52202.83507787981,-1052.3061547585676,-1043.7317400723769,-1023.7625031174612,-1015.1880884312704,-2268.952746723022,-2243.2295026644424
11,39297,-1.7258386756252642,-0.18513371798206463,-9.322119678882373,5.401501200861087,10953.093132734963,-50198.95045446334,-50181.792647545204,0.2960591315954463,0.7458312439013415,-9.606851331631923,2.5191968911146168,10669.389612644281,-51228.22306015314,-51202.48634977594,0.3174330568610096,0.7608878573286286,-9.606964152986778,2.3970025833251167,10675.321496227576,-51206.381093402226,-51180.64438302503,-3.5220819742676355,-0.38288773526502573,0.17809905785126068,-9.781162026454368,0.5809475248542436,2.6117316066753196,10371.46501833674,-52337.13653110217,-52294.24201380684,-1029.2726056898027,-1020.6937022307393,-1007.4306389388876,-998.8517354798241,-2138.1860766388345,-2112.449366261637
12,39182,-1.643314059397464,-0.17685618428463273,-9.29180998699322,5.654311745132971,10811.049303243248,-50448.653827768074,-50431.501882294775,0.29212999908483417,0.7465108150321599,-9.604156769112889,2.555406214256599,10507.524742375661,-51562.441684768055,-51536.71376655811,0.31155407110640954,0.7522419002283625,-9.60570846694091,2.41448265322599,10515.325067236012,-51533.365480022105,-51507.63756181216,-3.7996749452703056,-0.4114719428497741,0.1672896537825993,-9.824185100918612,0.6409560103517244,2.430299361541387,10182.145753083669,-52790.94567996861,-52748.065816285365,-1113.7878569999812,-1105.2118842633354,-1084.711652254031,-1076.1356795173851,-2342.291852200535,-2316.56393399059
13,39068,-1.6886531264853304,-0.1811510983121013,-9.32179347638283,5.520253585639993,10957.009223715693,-49664.09987582422,-49646.953757831085,0.2889128977938394,0.7043162219434418,-9.62704832018259,2.437815090020741,10642.211865342846,-50800.97187998708,-50775.25270299738,0.30610250115819826,0.6967339123969353,-9.629711333291347,2.2761457673841514,10648.6565540817,-50777.3203217341,-50751.601144744396,-3.8885955256105067,-0.4192994269359728,0.168689193904036,-9.809827117887433,0.6175711045265457,2.384930519241326,10316.489949990768,-52011.39141321362,-51968.52611823078,-1136.8720041628621,-1128.2989451662943,-1113.2204459098793,-1104.6473869133115,-2347.2915373893993,-2321.5723603996958
14,39209,-1.7037145896296007,-0.1832753247618833,-9.295929999540947,5.45627187565609,10930.408843531415,-50079.91434081707,-50062.76101763455,0.29570124354712757,0.7521013773191068,-9.600675984498498,2.5434501671253207,10650.27904368191,-51095.88247398962,-51070.152489215834,0.31521281241837706,0.7566875560080888,-9.603832433067254,2.4005609105880796,10658.176209526602,-51066.819833258356,-51041.08984848457,-4.006022407741992,-0.4334517698654024,0.16591171648079472,-9.847099780095846,0.6761269910735996,2.307061752938568,10314.064976975136,-52349.61299855101,-52306.72969059469,-1015.9681331725515,-1007.3914715812862,-986.9054924412849,-978.3288308500196,-2269.698657733941,-2243.9686729601453
15,38882,-1.6750641427212025,-0.17960893291029892,-9.326173902262259,5.567651807716181,10933.347933050434,-49326.13216988612,-49308.99559649096,0.28555954067264844,0.6903564670717649,-9.644216009814821,2.417557002107508,10627.505867584152,-50427.29338968733,-50401.588529594585,0.30405353402814905,0.6931030644369436,-9.645615683095231,2.2795428662005834,10634.074832036624,-50403.26747293387,-50377.562612841124,-3.5171098635703313,-0.38260950060445487,0.17538885384722822,-9.85473746521475,0.520766302527102,2.613630864942397,10294.378605190657,-51661.589968741275,-51618.74853525337,-1101.161219801208,-1092.592933103624,-1077.1353030477476,-1068.5670163501636,-2335.4577988551537,-2309.752938762409
