bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,-0.1427951425071087,1959,dx,1,TT,unweighted
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.2572017990186355,1956,resid_OU_linear,1,TT,unweighted
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.13373810298937538,1961,resid_OU_linear,1,TT,unweighted
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.0904837476097804,1957,resid_OU_linear,1,TT,unweighted
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.07710536577330578,1958,resid_OU_linear,1,TT,unweighted
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.030169826695703283,1959,resid_OU_linear,1,TT,unweighted
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.03489275784595337,1958,resid_OU_linear,1,TT,unweighted
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.0727190470390798,1957,resid_OU_linear,1,TT,unweighted
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,-0.059403066735143756,1956,resid_OU_linear,1,TT,unweighted
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.08571903077557103,1957,resid_OU_linear,1,TT,unweighted
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,-0.0905275191916188,1959,resid_OU_linear,1,TT,unweighted
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.13109416526037496,1961,resid_OU_linear,1,TT,unweighted
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,-0.10314630197602162,1957,resid_OU_linear,1,TT,unweighted
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,-0.12045965541138148,1959,resid_OU_linear,1,TT,unweighted
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,-0.09820912147872721,1957,resid_OU_linear,1,TT,unweighted
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,-0.056122923663848266,1958,resid_OU_linear,1,TT,unweighted
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,-0.04899881671345585,1959,resid_OU_linear,1,TT,unweighted
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,-0.004625893881641835,1957,resid_OU_linear,1,TT,unweighted
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.02860254788638561,1959,resid_OU_linear,1,TT,unweighted
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.11464700765947247,1958,resid_OU_linear,1,TT,unweighted
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.3636888244726637,1959,resid_OU_linear,1,TT,unweighted
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.27476417444987805,1956,resid_tanh_saturating,1,TT,unweighted
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.11472530989293322,1961,resid_tanh_saturating,1,TT,unweighted
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.05389016513868658,1957,resid_tanh_saturating,1,TT,unweighted
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.039890161567922244,1958,resid_tanh_saturating,1,TT,unweighted
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.0004921896401334502,1959,resid_tanh_saturating,1,TT,unweighted
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.049052099228750284,1958,resid_tanh_saturating,1,TT,unweighted
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.07034728360910146,1957,resid_tanh_saturating,1,TT,unweighted
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,-0.035175537017155076,1956,resid_tanh_saturating,1,TT,unweighted
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.042377190889856725,1957,resid_tanh_saturating,1,TT,unweighted
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,-0.020492768202324305,1959,resid_tanh_saturating,1,TT,unweighted
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.040218184965040406,1961,resid_tanh_saturating,1,TT,unweighted
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.010924679164905943,1957,resid_tanh_saturating,1,TT,unweighted
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,0.015139354162229973,1959,resid_tanh_saturating,1,TT,unweighted
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.04482733615107909,1957,resid_tanh_saturating,1,TT,unweighted
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.09240183709785883,1958,resid_tanh_saturating,1,TT,unweighted
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.09383547758487329,1959,resid_tanh_saturating,1,TT,unweighted
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.12308689266145714,1957,resid_tanh_saturating,1,TT,unweighted
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.1145286652566638,1959,resid_tanh_saturating,1,TT,unweighted
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.13010379100066455,1958,resid_tanh_saturating,1,TT,unweighted
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.1447746700338092,1959,resid_tanh_saturating,1,TT,unweighted
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.2794387682457304,1956,resid_rational_saturating,1,TT,unweighted
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.12079304835195614,1961,resid_rational_saturating,1,TT,unweighted
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.05909733628880437,1957,resid_rational_saturating,1,TT,unweighted
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.04130306877771853,1958,resid_rational_saturating,1,TT,unweighted
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,-0.000974301785805709,1959,resid_rational_saturating,1,TT,unweighted
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.05248691302809344,1958,resid_rational_saturating,1,TT,unweighted
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.07408572623065661,1957,resid_rational_saturating,1,TT,unweighted
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,-0.03751050288437509,1956,resid_rational_saturating,1,TT,unweighted
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.041618615713503594,1957,resid_rational_saturating,1,TT,unweighted
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,-0.0181369164603859,1959,resid_rational_saturating,1,TT,unweighted
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.03593329806880648,1961,resid_rational_saturating,1,TT,unweighted
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.015718423352527905,1957,resid_rational_saturating,1,TT,unweighted
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,0.018536985802879352,1959,resid_rational_saturating,1,TT,unweighted
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.0465268582700088,1957,resid_rational_saturating,1,TT,unweighted
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.08957383860539975,1958,resid_rational_saturating,1,TT,unweighted
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.08900333933897547,1959,resid_rational_saturating,1,TT,unweighted
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.1173082649799542,1957,resid_rational_saturating,1,TT,unweighted
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.11112234266588242,1959,resid_rational_saturating,1,TT,unweighted
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.13053934303982545,1958,resid_rational_saturating,1,TT,unweighted
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.1534136514844797,1959,resid_rational_saturating,1,TT,unweighted
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,-0.03575775475298143,1956,resid_hinge_plateau_smooth,1,TT,unweighted
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,-0.042931591307899974,1961,resid_hinge_plateau_smooth,1,TT,unweighted
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,-0.01606225875693945,1957,resid_hinge_plateau_smooth,1,TT,unweighted
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.021593073824971498,1958,resid_hinge_plateau_smooth,1,TT,unweighted
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.019345419698907823,1959,resid_hinge_plateau_smooth,1,TT,unweighted
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.012086462651503767,1958,resid_hinge_plateau_smooth,1,TT,unweighted
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.026462923872833943,1957,resid_hinge_plateau_smooth,1,TT,unweighted
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.008127466538479313,1956,resid_hinge_plateau_smooth,1,TT,unweighted
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.0034192138378873124,1957,resid_hinge_plateau_smooth,1,TT,unweighted
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,0.005052907830002652,1959,resid_hinge_plateau_smooth,1,TT,unweighted
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.028210891490082823,1961,resid_hinge_plateau_smooth,1,TT,unweighted
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.007357635839775736,1957,resid_hinge_plateau_smooth,1,TT,unweighted
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,-0.00947659524474287,1959,resid_hinge_plateau_smooth,1,TT,unweighted
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.010175100861649161,1957,resid_hinge_plateau_smooth,1,TT,unweighted
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.04111108838821302,1958,resid_hinge_plateau_smooth,1,TT,unweighted
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.027421811915242428,1959,resid_hinge_plateau_smooth,1,TT,unweighted
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.046311888886222646,1957,resid_hinge_plateau_smooth,1,TT,unweighted
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.02592439574173444,1959,resid_hinge_plateau_smooth,1,TT,unweighted
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.028879310785526593,1958,resid_hinge_plateau_smooth,1,TT,unweighted
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.026593591205687078,1959,resid_hinge_plateau_smooth,1,TT,unweighted
