x,dt,obs_class,weight_col,weight_cap_q,n,grid_qlo,grid_qhi,grid_n,b_OU_linear,b_tanh_saturating,b_rational_saturating,b_hinge_plateau_smooth
-10.938501484984819,1,TT,unweighted,,39162,0.02,0.98,500,0.2901221336608719,0.27438525931449287,0.26953007669915663,0.5756176051634524
-10.929660643391399,1,TT,unweighted,,39162,0.02,0.98,500,0.2885457028871439,0.27405194177198106,0.26912338942266206,0.5709822013270783
-10.92081980179798,1,TT,unweighted,,39162,0.02,0.98,500,0.2869692721134163,0.2737105651841799,0.2687102429635759,0.5663448026925904
-10.91197896020456,1,TT,unweighted,,39162,0.02,0.98,500,0.28539284133968823,0.2733609451029479,0.2682905100458186,0.561705515144019
-10.90313811861114,1,TT,unweighted,,39162,0.02,0.98,500,0.2838164105659602,0.2730028933800657,0.2678640605389281,0.5570644471559275
-10.894297277017722,1,TT,unweighted,,39162,0.02,0.98,500,0.2822399797922326,0.27263621811956473,0.26743076139137134,0.5524217098154542
-10.885456435424302,1,TT,unweighted,,39162,0.02,0.98,500,0.28066354901850454,0.27226072363090437,0.2669904765624825,0.5477774168436965
-10.876615593830882,1,TT,unweighted,,39162,0.02,0.98,500,0.2790871182447767,0.27187621038310417,0.2665430669530204,0.5431316846164064
-10.867774752237464,1,TT,unweighted,,39162,0.02,0.98,500,0.2775106874710489,0.2714824749599381,0.26608839033433906,0.5384846321839519
-10.858933910644044,1,TT,unweighted,,39162,0.02,0.98,500,0.2759342566973211,0.27107931001630714,0.2656263012761658,0.533836381290515
-10.850093069050626,1,TT,unweighted,,39162,0.02,0.98,500,0.27435782592359326,0.2706665042359125,0.2651566510729883,0.5291870563925003
-10.841252227457206,1,TT,unweighted,,39162,0.02,0.98,500,0.2727813951498652,0.2702438422903525,0.26467928766904864,0.5245367846761086
-10.832411385863786,1,TT,unweighted,,39162,0.02,0.98,500,0.2712049643761374,0.2698111047997804,0.2641940555819498,0.519885696074054
-10.823570544270368,1,TT,unweighted,,39162,0.02,0.98,500,0.26962853360240957,0.26936806829525756,0.26370079582488043,0.5152339232813768
-10.814729702676948,1,TT,unweighted,,39162,0.02,0.98,500,0.26805210282868175,0.2689145051829496,0.2631993458274672,0.5105816017703231
-10.805888861083528,1,TT,unweighted,,39162,0.02,0.98,500,0.2664756720549537,0.26845018371031665,0.26268953935527,0.5059288698042621
-10.79704801949011,1,TT,unweighted,,39162,0.02,0.98,500,0.2648992412812261,0.26797486793445485,0.26217120642793545,0.5012758684505977
-10.78820717789669,1,TT,unweighted,,39162,0.02,0.98,500,0.26332281050749806,0.2674883176927548,0.2616441732360307,0.49662274159263453
-10.77936633630327,1,TT,unweighted,,39162,0.02,0.98,500,0.26174637973377,0.2669902885760486,0.26110826205658444,0.4919696359403776
-10.770525494709851,1,TT,unweighted,,39162,0.02,0.98,500,0.2601699489600424,0.2664805319044244,0.2605632911673654,0.48731670104021946
-10.761684653116431,1,TT,unweighted,,39162,0.02,0.98,500,0.2585935181863144,0.2659587947058923,0.2600090747599338,0.48266408928347254
-10.752843811523011,1,TT,unweighted,,39162,0.02,0.98,500,0.25701708741258633,0.26542481969809917,0.25944542285151045,0.47801195591373125
-10.744002969929593,1,TT,unweighted,,39162,0.02,0.98,500,0.25544065663885873,0.26487834527328763,0.25887214119570884,0.47336045903300283
-10.735162128336173,1,TT,unweighted,,39162,0.02,0.98,500,0.2538642258651307,0.26431910548671095,0.25828903119218644,0.46870975960659006
-10.726321286742753,1,TT,unweighted,,39162,0.02,0.98,500,0.25228779509140264,0.26374683004871785,0.2576958897952791,0.46406002146668335
-10.717480445149334,1,TT,unweighted,,39162,0.02,0.98,500,0.25071136431767505,0.2631612443207299,0.2570925094216852,0.4594114113146226
-10.708639603555914,1,TT,unweighted,,39162,0.02,0.98,500,0.249134933543947,0.2625620693153427,0.25647867785728024,0.4547640987217912
-10.699798761962496,1,TT,unweighted,,39162,0.02,0.98,500,0.2475585027702194,0.26194902170078943,0.2558541781631494,0.4501182561291289
-10.690957920369076,1,TT,unweighted,,39162,0.02,0.98,500,0.24598207199649136,0.2613218138100115,0.2552187885809322,0.4454740588451888
-10.682117078775656,1,TT,unweighted,,39162,0.02,0.98,500,0.24440564122276354,0.26068015365459124,0.2545722824375904,0.440831685042746
-10.673276237182238,1,TT,unweighted,,39162,0.02,0.98,500,0.24282921044903572,0.2600237449438062,0.2539144280497132,0.4361913157538869
-10.664435395588818,1,TT,unweighted,,39162,0.02,0.98,500,0.24125277967530767,0.25935228710907493,0.25324498862749256,0.4315531348635702
-10.655594553995398,1,TT,unweighted,,39162,0.02,0.98,500,0.23967634890157985,0.2586654753340701,0.2525637221785099,0.42691732910161834
-10.64675371240198,1,TT,unweighted,,39162,0.02,0.98,500,0.23809991812785203,0.2579630005907809,0.2518703814114905,0.4222840880330949
-10.63791287080856,1,TT,unweighted,,39162,0.02,0.98,500,0.2365234873541242,0.2572445496818164,0.2511647136401938,0.4176536040470531
