bin,x0_lo,x0_hi,x0_mid,n,resid_med,mad,sigma_mad,var_mad,mean_resid2,D_var_mad,D_mean_resid2,D_mad2,model,dt,obs_class,weight_col,weight_cap_q,nbins_diff,min_per_bin_diff
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,1956,0.2572017990186355,0.23874360478829476,0.3539612684591258,0.12528857956919331,0.24574897137976123,0.06264428978459666,0.12287448568988062,0.02849925441365474,OU_linear,1,TT,unweighted,,20,200
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,1961,0.13373810298937538,0.26235072391134523,0.3889611832709604,0.15129080209154566,0.17555522724335865,0.07564540104577283,0.08777761362167932,0.03441395116840344,OU_linear,1,TT,unweighted,,20,200
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,1957,0.0904837476097804,0.3075869852547259,0.45602846433865657,0.20796196028707337,0.20428495269976452,0.10398098014353668,0.10214247634988226,0.04730487674904548,OU_linear,1,TT,unweighted,,20,200
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,1958,0.07710536577330578,0.29493514235570695,0.4372708420565711,0.19120578931286272,0.2021199886509309,0.09560289465643136,0.10105999432546545,0.043493369098190564,OU_linear,1,TT,unweighted,,20,200
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,1959,0.030169826695703283,0.2915395490072643,0.43223653535817,0.18682842249843457,0.2168117467106564,0.09341421124921728,0.1084058733553282,0.04249765431767953,OU_linear,1,TT,unweighted,,20,200
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,1958,-0.03489275784595337,0.30709202353095544,0.4552946340869945,0.2072932038284102,0.21737262814160827,0.1036466019142051,0.10868631407080413,0.047152755458168445,OU_linear,1,TT,unweighted,,20,200
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,1957,-0.0727190470390798,0.33340289146380575,0.4943031268842384,0.24433558124753546,0.2516057814642894,0.12216779062376773,0.1258028907321447,0.05557874401821312,OU_linear,1,TT,unweighted,,20,200
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,1956,-0.059403066735143756,0.35488335712357605,0.5261500652714138,0.27683389118511303,0.266183877512602,0.13841694559255652,0.133091938756301,0.0629710985816498,OU_linear,1,TT,unweighted,,20,200
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,1957,-0.08571903077557103,0.35449022913519906,0.5255672137158461,0.2762208961330379,0.2803678183494864,0.13811044806651895,0.1401839091747432,0.06283166127616296,OU_linear,1,TT,unweighted,,20,200
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,1959,-0.0905275191916188,0.35187977953175276,0.5216969611337766,0.27216771925621724,0.28852165009216063,0.13608385962810862,0.14426082504608032,0.061909689621657465,OU_linear,1,TT,unweighted,,20,200
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,1961,-0.13109416526037496,0.3485781260822083,0.516801929729482,0.2670842345721165,0.27907564561064885,0.13354211728605825,0.13953782280532442,0.06075335499149195,OU_linear,1,TT,unweighted,,20,200
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,1957,-0.10314630197602162,0.34089282896829887,0.5054077082283999,0.2554369515366834,0.29456533096605614,0.1277184757683417,0.14728266548302807,0.05810396042100493,OU_linear,1,TT,unweighted,,20,200
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,1959,-0.12045965541138148,0.35559068471664346,0.5271987491608956,0.27793852111681294,0.2930557835361187,0.13896926055840647,0.14652789176805936,0.06322236752862566,OU_linear,1,TT,unweighted,,20,200
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,1957,-0.09820912147872721,0.368551184175273,0.5464139856582597,0.2985682437229449,0.29414517622635844,0.14928412186147244,0.14707258811317922,0.067914987678498,OU_linear,1,TT,unweighted,,20,200
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,1958,-0.056122923663848266,0.34100607619994644,0.5055756085740406,0.2556066959850115,0.29608550138948825,0.12780334799250576,0.14804275069474412,0.05814257200264184,OU_linear,1,TT,unweighted,,20,200
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,1959,-0.04899881671345585,0.34099919143181195,0.5055654012168044,0.25559637490750836,0.28060375651664293,0.12779818745375418,0.14030187825832147,0.058140224278574765,OU_linear,1,TT,unweighted,,20,200
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,1957,-0.004625893881641835,0.3472280264566211,0.5148002720245864,0.2650193200765882,0.2853146454509447,0.1325096600382941,0.14265732272547235,0.06028365117847998,OU_linear,1,TT,unweighted,,20,200
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,1959,0.02860254788638561,0.3355313514891005,0.4974587817177404,0.24746523950809848,0.2789035569793111,0.12373261975404924,0.13945177848965554,0.05629064391605116,OU_linear,1,TT,unweighted,,20,200
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,1958,0.11464700765947247,0.3155165704454753,0.46778486734246166,0.21882268211460446,0.2864513875563351,0.10941134105730223,0.14322569377816755,0.049775353112837296,OU_linear,1,TT,unweighted,,20,200
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,1959,0.3636888244726637,0.35991371732238664,0.5336080773021704,0.2847375801621191,0.6377902369243557,0.14236879008105954,0.31889511846217783,0.06476894195840942,OU_linear,1,TT,unweighted,,20,200
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,1956,0.27476417444987805,0.24555196467454388,0.3640553428264787,0.13253629264050495,0.26237139262647907,0.06626814632025248,0.13118569631323954,0.030147883677764224,tanh_saturating,1,TT,unweighted,,20,200
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,1961,0.11472530989293322,0.2622143261556169,0.3887589599583176,0.1511335289478728,0.1693080075010946,0.0755667644739364,0.0846540037505473,0.03437817642062212,tanh_saturating,1,TT,unweighted,,20,200
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,1957,0.05389016513868658,0.30696653944068075,0.45510859137475324,0.20712382994311213,0.1970188618061606,0.10356191497155606,0.0985094309030803,0.047114228168093505,tanh_saturating,1,TT,unweighted,,20,200
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,1958,0.039890161567922244,0.2949368378407591,0.43727335578270937,0.19120798767747194,0.19688564755379614,0.09560399383873597,0.09844282377689807,0.04349386915775311,tanh_saturating,1,TT,unweighted,,20,200
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,1959,0.0004921896401334502,0.2904301391184385,0.43059172425699693,0.18540923299861367,0.2148611039725868,0.09270461649930684,0.1074305519862934,0.04217483285417777,tanh_saturating,1,TT,unweighted,,20,200
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,1958,-0.049052099228750284,0.30779587914485323,0.4563381704201594,0.20824452578241845,0.21794868132087733,0.10412226289120922,0.10897434066043866,0.04736915160927655,tanh_saturating,1,TT,unweighted,,20,200
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,1957,-0.07034728360910146,0.3332926589541563,0.4941396961654321,0.24417403932646553,0.25149348761536683,0.12208701966323277,0.12574674380768341,0.055541998256365764,tanh_saturating,1,TT,unweighted,,20,200
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,1956,-0.035175537017155076,0.3553670574718001,0.5268671994076908,0.2775890458117034,0.2644512753055588,0.1387945229058517,0.1322256376527794,0.06314287276808284,tanh_saturating,1,TT,unweighted,,20,200
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,1957,-0.042377190889856725,0.3566022480983029,0.5286984930305438,0.279522096532768,0.27476779284638564,0.139761048266384,0.13738389642319282,0.06358258167438179,tanh_saturating,1,TT,unweighted,,20,200
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,1959,-0.020492768202324305,0.35299863530060877,0.5233557766966825,0.27390126900178785,0.28181082427563137,0.13695063450089393,0.14090541213781568,0.062304018262046096,tanh_saturating,1,TT,unweighted,,20,200
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,1961,-0.040218184965040406,0.3466702104292248,0.5139732539823687,0.26416850580922446,0.263718961135864,0.13208425290461223,0.131859480567932,0.060090117399521505,tanh_saturating,1,TT,unweighted,,20,200
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,1957,0.010924679164905943,0.341144352110728,0.5057806164393653,0.2558140319657844,0.2811457950699344,0.1279070159828922,0.1405728975349672,0.05818973448852419,tanh_saturating,1,TT,unweighted,,20,200
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,1959,0.015139354162229973,0.3594189960677706,0.5328746035700767,0.28395534312996634,0.2725510262532641,0.14197767156498317,0.13627551312663205,0.06459100736718205,tanh_saturating,1,TT,unweighted,,20,200
