bin,x0_lo,x0_hi,x0_mid,n,resid_med,mad,sigma_mad,var_mad,mean_resid2,D_var_mad,D_mean_resid2,D_mad2,model,dt,obs_class,weight_col,weight_cap_q,nbins_diff,min_per_bin_diff
0,-10.457002044311755,-9.873264458841856,-10.011726506457505,611,0.23449592009012443,0.19164558009484803,0.28413373704862166,0.08073198052921528,0.20264019377661158,0.04036599026460764,0.10132009688830579,0.018364014184945404,OU_linear,1,TT,unweighted,,20,200
1,-9.873264458841856,-9.660890237455417,-9.759472262814054,610,0.10728049787321645,0.23728223531464923,0.35179464207749894,0.12375947019443559,0.13490580849509787,0.061879735097217795,0.06745290424754893,0.028151429597958286,OU_linear,1,TT,unweighted,,20,200
2,-9.660890237455417,-9.465656001397875,-9.558360189091797,610,0.07474149109802389,0.23976522401915637,0.35547592113080123,0.1263631305037916,0.14195892571444532,0.0631815652518958,0.07097946285722266,0.028743681324478118,OU_linear,1,TT,unweighted,,20,200
3,-9.465656001397875,-9.332625390568136,-9.391118017718656,611,0.0446284395558052,0.2615753820864059,0.38781166148130536,0.15039788478089058,0.13507755894824838,0.07519894239044529,0.06753877947412419,0.034210840256824616,OU_linear,1,TT,unweighted,,20,200
4,-9.332625390568136,-9.206605875743675,-9.270540125643912,610,-0.01774888240656236,0.24996866260618897,0.37060353917993577,0.13734698325269418,0.1635113404384921,0.06867349162634709,0.08175567021924605,0.03124216614256337,OU_linear,1,TT,unweighted,,20,200
5,-9.206605875743675,-9.089019726045056,-9.145419040338409,610,0.024437839743312963,0.2502708393048186,0.371051546353324,0.13767925005119294,0.1549607943907532,0.06883962502559647,0.0774803971953766,0.03131774650316916,OU_linear,1,TT,unweighted,,20,200
6,-9.089019726045056,-8.97628145596755,-9.02809066181897,611,-0.01172985375071231,0.31232804972559636,0.46305756652316915,0.21442230991435923,0.2013991470673995,0.10721115495717962,0.10069957353369975,0.04877440532269729,OU_linear,1,TT,unweighted,,20,200
7,-8.97628145596755,-8.870394386536681,-8.922881985170257,610,-0.04378598916136585,0.27597453145006146,0.40915984032786107,0.16741177493712076,0.19829811218158724,0.08370588746856038,0.09914905609079362,0.03808097100454048,OU_linear,1,TT,unweighted,,20,200
8,-8.870394386536681,-8.764527469784447,-8.81560002504753,610,-0.05818439790797924,0.27108974036767697,0.40191764906911787,0.16153779663324658,0.19537766341344528,0.08076889831662329,0.09768883170672264,0.036744823666307255,OU_linear,1,TT,unweighted,,20,200
9,-8.764527469784447,-8.65816563116343,-8.711595548047262,610,-0.05514671349090458,0.2944861041486092,0.436605098010728,0.1906240116089574,0.20718864455590846,0.0953120058044787,0.10359432227795423,0.043361032768312754,OU_linear,1,TT,unweighted,,20,200
