bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.5469748430763453,1956,dx,1,TT,w_clone
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.3719271242446069,1961,dx,1,TT,w_clone
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.2902783601271093,1957,dx,1,TT,w_clone
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.2449565085524607,1958,dx,1,TT,w_clone
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.1758035607383625,1959,dx,1,TT,w_clone
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,0.08595507001901476,1958,dx,1,TT,w_clone
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,0.0304012093853156,1957,dx,1,TT,w_clone
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.02309556315635755,1956,dx,1,TT,w_clone
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.0218834413209183,1957,dx,1,TT,w_clone
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,-0.0457134382116706,1959,dx,1,TT,w_clone
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.1075423466343163,1961,dx,1,TT,w_clone
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,-0.10050679857925,1957,dx,1,TT,w_clone
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,-0.1383037515586078,1959,dx,1,TT,w_clone
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,-0.1342780582433977,1957,dx,1,TT,w_clone
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,-0.1233424963609319,1958,dx,1,TT,w_clone
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,-0.1496847891039543,1959,dx,1,TT,w_clone
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,-0.1377754576453203,1957,dx,1,TT,w_clone
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,-0.1613229707454433,1959,dx,1,TT,w_clone
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,-0.1557544202077121,1958,dx,1,TT,w_clone
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,-0.1427951425071087,1959,dx,1,TT,w_clone
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.24621252183940978,1956,resid_OU_linear,1,TT,w_clone
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.1442504353421672,1961,resid_OU_linear,1,TT,w_clone
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.11528201870234511,1957,resid_OU_linear,1,TT,w_clone
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.11077503008797682,1958,resid_OU_linear,1,TT,w_clone
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.07186494938634252,1959,resid_OU_linear,1,TT,w_clone
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,0.014333979042703025,1958,resid_OU_linear,1,TT,w_clone
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.016808598926852797,1957,resid_OU_linear,1,TT,w_clone
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.0033937774147351973,1956,resid_OU_linear,1,TT,w_clone
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,-0.016620816540859874,1957,resid_OU_linear,1,TT,w_clone
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,-0.014895167462070064,1959,resid_OU_linear,1,TT,w_clone
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,-0.051601897547404574,1961,resid_OU_linear,1,TT,w_clone
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,-0.014813265529856026,1957,resid_OU_linear,1,TT,w_clone
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,-0.022848666995189004,1959,resid_OU_linear,1,TT,w_clone
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.00340756962777497,1957,resid_OU_linear,1,TT,w_clone
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.056201091138239616,1958,resid_OU_linear,1,TT,w_clone
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.07307926525077596,1959,resid_OU_linear,1,TT,w_clone
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.1320033024133159,1957,resid_OU_linear,1,TT,w_clone
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.1797861136061068,1959,resid_OU_linear,1,TT,w_clone
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.2937800123803139,1958,resid_OU_linear,1,TT,w_clone
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.616875834756681,1959,resid_OU_linear,1,TT,w_clone
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.2606410662936019,1956,resid_tanh_saturating,1,TT,w_clone
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.10665797231409435,1961,resid_tanh_saturating,1,TT,w_clone
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.05788493179232393,1957,resid_tanh_saturating,1,TT,w_clone
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.0543400279597262,1958,resid_tanh_saturating,1,TT,w_clone
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.029079724539089358,1959,resid_tanh_saturating,1,TT,w_clone
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.00731655532054859,1958,resid_tanh_saturating,1,TT,w_clone
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.017295317489308373,1957,resid_tanh_saturating,1,TT,w_clone
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.028461213011289652,1956,resid_tanh_saturating,1,TT,w_clone
