bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,0.027050284143403158,1957,resid_tanh_saturating,1,TT,w_clone
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,0.04991423249622405,1959,resid_tanh_saturating,1,TT,w_clone
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,0.030879315582998487,1961,resid_tanh_saturating,1,TT,w_clone
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.07901514080268993,1957,resid_tanh_saturating,1,TT,w_clone
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,0.07641579316033353,1959,resid_tanh_saturating,1,TT,w_clone
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.10052568685547489,1957,resid_tanh_saturating,1,TT,w_clone
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.1375551296968246,1958,resid_tanh_saturating,1,TT,w_clone
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.131057142138907,1959,resid_tanh_saturating,1,TT,w_clone
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.153100585556245,1957,resid_tanh_saturating,1,TT,w_clone
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.13869072439067281,1959,resid_tanh_saturating,1,TT,w_clone
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.14958913603580815,1958,resid_tanh_saturating,1,TT,w_clone
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.1634042313774812,1959,resid_tanh_saturating,1,TT,w_clone
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,0.26579681683967565,1956,resid_rational_saturating,1,TT,w_clone
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,0.1123717798529385,1961,resid_rational_saturating,1,TT,w_clone
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.06071865615989247,1957,resid_rational_saturating,1,TT,w_clone
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.05466979506698309,1958,resid_rational_saturating,1,TT,w_clone
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.025732311895365095,1959,resid_rational_saturating,1,TT,w_clone
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,-0.010853474191568756,1958,resid_rational_saturating,1,TT,w_clone
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,-0.019167808409587574,1957,resid_rational_saturating,1,TT,w_clone
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.02954789343933161,1956,resid_rational_saturating,1,TT,w_clone
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,0.030020645283300056,1957,resid_rational_saturating,1,TT,w_clone
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,0.053760863583554544,1959,resid_rational_saturating,1,TT,w_clone
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,0.03421609101247865,1961,resid_rational_saturating,1,TT,w_clone
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.080625407671647,1957,resid_rational_saturating,1,TT,w_clone
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,0.0739611084481114,1959,resid_rational_saturating,1,TT,w_clone
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.09710608117312572,1957,resid_rational_saturating,1,TT,w_clone
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.132099422172769,1958,resid_rational_saturating,1,TT,w_clone
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.12499126965406743,1959,resid_rational_saturating,1,TT,w_clone
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.14871931872988817,1957,resid_rational_saturating,1,TT,w_clone
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.13804992429068666,1959,resid_rational_saturating,1,TT,w_clone
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.1557891570983624,1958,resid_rational_saturating,1,TT,w_clone
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.17586879301011235,1959,resid_rational_saturating,1,TT,w_clone
0,-11.75633192966197,-10.745404190158787,-10.901349050377906,-0.040421235102951675,1956,resid_hinge_plateau_smooth,1,TT,w_clone
1,-10.745404190158787,-10.523457838842072,-10.62402608758677,-0.027999036169782388,1961,resid_hinge_plateau_smooth,1,TT,w_clone
2,-10.523457838842072,-10.333589026336911,-10.424875100548803,0.013011491599916436,1957,resid_hinge_plateau_smooth,1,TT,w_clone
3,-10.333589026336911,-10.172533786118704,-10.2454025543177,0.06176447610528363,1958,resid_hinge_plateau_smooth,1,TT,w_clone
4,-10.172533786118704,-10.05047848950353,-10.1062490112529,0.06387739211283133,1959,resid_hinge_plateau_smooth,1,TT,w_clone
5,-10.05047848950353,-9.933095020377609,-9.989939358573853,0.03567201473459774,1958,resid_hinge_plateau_smooth,1,TT,w_clone
6,-9.933095020377609,-9.82468525512174,-9.878372893967848,0.023094505548997574,1957,resid_hinge_plateau_smooth,1,TT,w_clone
7,-9.82468525512174,-9.716662074818553,-9.768629309852178,0.05791774484598704,1956,resid_hinge_plateau_smooth,1,TT,w_clone
8,-9.716662074818553,-9.615399942764412,-9.665601831031513,0.04613443120942546,1957,resid_hinge_plateau_smooth,1,TT,w_clone
9,-9.615399942764412,-9.511159690982575,-9.561906552682425,0.05374654535155966,1959,resid_hinge_plateau_smooth,1,TT,w_clone
10,-9.511159690982575,-9.403563004040098,-9.457974197301692,0.0192754091224593,1961,resid_hinge_plateau_smooth,1,TT,w_clone
11,-9.403563004040098,-9.287720891719935,-9.34656394274414,0.052924393990193594,1957,resid_hinge_plateau_smooth,1,TT,w_clone
12,-9.287720891719935,-9.159469696564129,-9.221705497842493,0.03446084584389797,1959,resid_hinge_plateau_smooth,1,TT,w_clone
13,-9.159469696564129,-9.017934817304148,-9.094587602013782,0.05340477962141407,1957,resid_hinge_plateau_smooth,1,TT,w_clone
14,-9.017934817304148,-8.859456340332004,-8.945292231532617,0.08398720358327308,1958,resid_hinge_plateau_smooth,1,TT,w_clone
15,-8.859456340332004,-8.672991524271751,-8.773229878699537,0.07148905892460736,1959,resid_hinge_plateau_smooth,1,TT,w_clone
16,-8.672991524271751,-8.428895143189095,-8.557054589619922,0.0921228420220066,1957,resid_hinge_plateau_smooth,1,TT,w_clone
17,-8.428895143189095,-8.081728795162958,-8.27499805366605,0.07759729568083046,1959,resid_hinge_plateau_smooth,1,TT,w_clone
18,-8.081728795162958,-7.472282140213968,-7.824814053955648,0.08913740225152893,1958,resid_hinge_plateau_smooth,1,TT,w_clone
19,-7.472282140213968,-3.039465617682323,-6.791404482281592,0.10219007505951003,1959,resid_hinge_plateau_smooth,1,TT,w_clone
