rep,n,ou_a,ou_b,ou_x_star,ou_tau,ou_sse,ou_aic,ou_bic,tanh_A,tanh_Delta,tanh_x_star,tanh_tau_local,tanh_sse,tanh_aic,tanh_bic,rat_A,rat_Delta,rat_x_star,rat_tau_local,rat_sse,rat_aic,rat_bic,hinge_a,hinge_b,hinge_A,hinge_x_c,hinge_Delta,hinge_tau_from_b,hinge_sse,hinge_aic,hinge_bic,delta_aic_tanh,delta_bic_tanh,delta_aic_rat,delta_bic_rat,delta_aic_hinge,delta_bic_hinge
0,39072,-2.272733826957526,-0.23382851878558722,-9.719660539104495,4.27663830397423,14365.073696202413,-39091.68838652822,-39074.5420637744,0.2956680070601879,0.6284397855777714,-9.795751578747462,2.1254913300438436,14322.719351273938,-39205.059420102996,-39179.33993597227,0.3150936963987789,0.6352388804989101,-9.796207108668368,2.0160317002818084,14309.497668879465,-39241.1444784743,-39215.42499434357,-2.945138131660497,-0.34208181502528495,0.23619242749478864,-10.212302111882554,0.5454165410825651,2.923277286534758,14174.031934826948,-39608.79484215612,-39565.92903527157,-113.37103357477463,-104.79787219786522,-149.45609194607823,-140.88293056916882,-517.1064556279016,-491.3869714971661
1,39242,-2.313575486599542,-0.23867752956920074,-9.693310848220246,4.189753437640078,14316.148143222643,-39566.04196306939,-39548.88695730783,0.300243285872882,0.6811153115055278,-9.769422493609632,2.2685446887691625,14375.554243217679,-39401.54079977908,-39375.808291136746,0.32178460174078677,0.6970167679951177,-9.76886819022242,2.1660973341309813,14358.195658549586,-39448.95442763778,-39423.22191899544,-2.9193840747318953,-0.3490732585817805,0.24186353781058365,-10.35678718294737,0.6395109752345867,2.864728177869635,14179.649625057571,-39935.99324280845,-39893.10572840455,164.50116329030425,173.07866617108084,117.08753543160856,125.66503831238515,-369.95127973906347,-344.2187710967264
2,39395,-2.224370279383111,-0.22982711902025604,-9.678449996960818,4.351096616721998,14340.082509395688,-39807.81153894944,-39790.648750582084,0.3007235573173347,0.655910302435301,-9.783738231879735,2.181107154645554,14278.968075696499,-39974.0635756892,-39948.31939313816,0.32075124728443355,0.6632951407549508,-9.785748908923349,2.0679425142398857,14264.440163428184,-40014.16580513827,-39988.42162258723,-2.4150170808921767,-0.2957324306108218,0.2343622032422038,-10.279776898081732,0.5250174954825694,3.3814350287337303,14073.080762072186,-40542.23198192675,-40499.32501100835,-166.2520367397592,-157.67064255607693,-206.35426618882775,-197.77287200514547,-734.420442977309,-708.6762604262694
3,39301,-2.3574028666662215,-0.24311705256689353,-9.696575545714069,4.113244996357672,14521.6960525422,-39124.31742858995,-39107.1594181043,0.30679780699892434,0.6385352446094789,-9.787794629103256,2.0812901202117056,14481.619979180996,-39230.927820577584,-39205.1908048491,0.3283875212287853,0.651242822781182,-9.786190941539799,1.9831533803242958,14464.60756043531,-39277.12417864824,-39251.38716291976,-4.147749770131176,-0.47244713422571966,0.25021912975371896,-10.423658989136065,0.7551514259278527,2.1166389370503262,14205.191426871539,-39984.3668159763,-39941.47178976217,-106.6103919876332,-98.03138674480579,-152.80675005829107,-144.22774481546367,-860.0493873863452,-834.3123716578702
4,38985,-2.3158955217488204,-0.23876751274116426,-9.699374488435389,4.188174465275974,15020.67918246646,-37177.908387025826,-37160.76652255434,0.28805058471788353,0.5934737294501172,-9.801332610942668,2.060310795867208,15073.098540636222,-37040.094880070814,-37014.382083363584,0.30713820543532777,0.6016045264850699,-9.800218475539332,1.9587420771452873,15053.64214119329,-37090.44933731174,-37064.73654060451,-3.238103101609242,-0.3741823723563895,0.23019150735500404,-10.284080345841868,0.5780369976754932,2.672493612413017,14832.897807318679,-37662.352360452765,-37619.49769927405,137.8135069550117,146.38443919075507,87.4590497140889,96.02998194983229,-484.4439734269399,-458.73117671970977
5,39258,-2.4721253048614553,-0.2555579211334561,-9.673444258338895,3.9130072570819876,14681.753876201872,-38608.19629003444,-38591.04046898624,0.3239263890434572,0.7500670718201088,-9.732251230470265,2.315547905914765,14862.350018323883,-38126.24051403176,-38100.506782459466,0.3482457677242946,0.7687012634751823,-9.733128286862165,2.2073527799015817,14841.479612838568,-38181.40717257664,-38155.67344100435,-7.0980767278033365,-0.8145022565142163,0.24740990322815207,-11.392779165902787,1.2104821187950654,1.22774368272428,14634.675217711461,-38728.28364930003,-38685.39409667954,481.95577600268007,490.53368652677455,426.78911745779624,435.3670279818907,-120.08735926559166,-94.35362769330095
6,39505,-2.2911232044857264,-0.23659193262202202,-9.683860219131024,4.226686805917405,14667.584425945306,-39137.053407887994,-39119.88504283768,0.30092933752885065,0.6302688154734428,-9.762028395114832,2.0944080116915083,14637.493374899188,-39216.182514416556,-39190.42996684108,0.32161727628744036,0.6426435442285463,-9.759508532701865,1.998162386196548,14624.983740577602,-39249.95908992856,-39224.20654235309,-3.7117109599331166,-0.4073001277220637,0.23130620031102678,-10.00028255012845,0.581544933245719,2.4551919627248115,14482.876115249323,-39631.69726304519,-39588.77635041941,-79.12910652856226,-70.5449240033995,-112.90568204056763,-104.32149951540487,-494.64385515719914,-468.8913075817254
7,39565,-2.296447459482184,-0.2372701405255862,-9.678619713358094,4.2146053345981995,14619.104320161068,-39387.535195311655,-39370.36379497557,0.29807574868029657,0.5982502294337525,-9.786031365584432,2.007040935340937,14507.260654405722,-39689.39160782857,-39663.63450732444,0.3169513265183584,0.6007972737792514,-9.784932469556258,1.8955505893566662,14495.778619653356,-39720.718443917576,-39694.961343413444,-322.8055194952168,-34.307621201874326,0.12379555165396851,-18.60539697757992,1.809067529200086,0.02914804247475389,14160.090114576336,-40643.72738667867,-40600.798885838456,-301.85641251691413,-293.27071234886535,-333.1832486059211,-324.5975484378723,-1256.1921913670158,-1230.435090862884
8,39181,-2.2093066301380864,-0.22771192485058875,-9.702199968612554,4.3915135347265695,14333.536898388807,-39396.01811791921,-39378.86622349041,0.2945381894010145,0.602010455606505,-9.782183766776903,2.0439130722938823,14232.447292619769,-39671.327546586515,-39645.59970494332,0.31198934664388717,0.5984674128342958,-9.782944090560319,1.9182302834122162,14220.663181548825,-39703.78187404494,-39678.05403240174,-3.49720975418159,-0.38673023484434704,0.23024469373464604,-10.035859129329747,0.5526283473864114,2.585781792836768,14080.814494405653,-40087.00236280675,-40044.12262673475,-275.30942866730766,-266.7334814529095,-307.76375612572883,-299.18780891133065,-690.9842448875424,-665.2564032443406
9,39042,-2.3688745601183623,-0.2442397934857108,-9.69897053346859,4.094336904434472,14104.604680820561,-39746.09197017844,-39728.947183640994,0.3237637271824285,0.7482053882703605,-9.751921941372942,2.310961128294571,14125.673710939654,-39685.815731083596,-39660.09855127743,0.34738007117727565,0.7652379067749464,-9.754289246665214,2.202883729574771,14110.461170980334,-39727.88438141699,-39702.16720161082,-1.7100076765306205,-0.24204430113219808,0.2644256050362,-10.427510156036913,0.6163303236481779,4.131475086677736,13960.691503048341,-40140.49448129442,-40097.632514950805,60.276239094841,68.84863236356614,18.207588761448278,26.779982030173414,-394.4025111159863,-368.68533130981086
10,39121,-2.3040409022600317,-0.23803792764154133,-9.679301635198494,4.201011199802953,14282.178401407327,-39416.15487631103,-39399.006046938644,0.3133032669360455,0.7103996719198449,-9.768218440632317,2.267450572307178,14255.101489518142,-39488.39293907974,-39462.66969502116,0.33458461548518864,0.7187205182179847,-9.770671923954254,2.148097924872463,14243.779067306306,-39519.47798480785,-39493.75474074927,-1.119559490679092,-0.1939191161215335,0.25623286801234274,-10.524650967728348,0.5860074417437865,5.1567891809762445,14040.680120951247,-40077.310925598285,-40034.43885216732,-72.23806276870891,-63.66364808251819,-103.3231084968138,-94.74869381062308,-661.1560492872522,-635.4328052286728
11,39297,-2.372480658055594,-0.24523676843839753,-9.674245314692895,4.077691964250442,14370.819296518648,-39526.75691738304,-39509.59911046491,0.31675196978814896,0.721596426311144,-9.7473284870864,2.278111882915091,14422.211074564493,-39384.47679956049,-39358.740089183295,0.34146223276433385,0.7462235677803087,-9.747009341544857,2.1853765839319865,14404.100340119361,-39433.855134158606,-39408.11842378141,-2.374525730381115,-0.3012193107871881,0.2591634370110286,-10.375886757503515,0.6510863992462022,3.3198402764638866,14261.161640397544,-39821.76563848227,-39778.87112118694,142.28011782254907,150.8590212816125,92.90178322443535,101.48068668349879,-295.00872109922784,-269.27201072203025
12,39182,-2.165160883535047,-0.22426033898345166,-9.654675870684455,4.459103221429585,13815.507764732778,-40840.32555511429,-40823.17360964099,0.30370350277279806,0.6708455204188256,-9.76061583031497,2.208883053023883,13658.092325123129,-41287.33254594573,-41261.60462773578,0.32451751194044504,0.6812724635925618,-9.761005650018868,2.099339599637963,13650.828913634276,-41308.17518510961,-41282.44726689967,-2.66514902327088,-0.3156265542679487,0.23713060666218114,-10.204352110857306,0.5619529102888171,3.1683012296584456,13490.516511156304,-41767.043440487265,-41724.16357680402,-447.0069908314399,-438.4310180947941,-467.8496299953258,-459.27365725868003,-926.7178853729783,-900.9899671630337
13,39068,-2.3337330909427414,-0.24048029437048496,-9.704467041891517,4.158344876521965,14371.979843035748,-39064.908364256284,-39047.76224626315,0.2987881518673834,0.6038596779963068,-9.793762644499449,2.0210295295254173,14384.352070221288,-39029.29084982729,-39003.571672837585,0.3201799546556213,0.6192780085763419,-9.790757856726946,1.9341560880737334,14365.35744389912,-39080.91447884278,-39055.19530185308,-3.061412086591662,-0.3550863744207967,0.24237396170889564,-10.224786761878809,0.5764341776675075,2.8162161998785837,14200.571877188651,-39527.65520984327,-39484.789914860434,35.61751442899549,44.19057342556334,-16.00611458649655,-7.433055589928699,-462.74684558698937,-437.0276685972858
14,39209,-2.355205430678431,-0.24413306165166143,-9.647220309877282,4.096126895859927,13994.757857963854,-40390.03287831246,-40372.87955512993,0.31383092880947505,0.6804257228056833,-9.750635884632214,2.1681283147804904,13987.047292973783,-40409.641459225444,-40383.911474451656,0.3356920460407701,0.6918310816903301,-9.751207377260439,2.0609099615255904,13974.04566666798,-40446.105041196344,-40420.375056422556,-2.7339846207188523,-0.3262481101206227,0.247693991760601,-10.222732049139239,0.5857771802993925,3.065151855225378,13801.684846368547,-40928.73002107934,-40885.84671312302,-19.608580912987236,-11.031919321721944,-56.07216288388736,-47.495501292622066,-538.6971427668832,-512.9671579930873
15,38882,-2.27612810124043,-0.23442242077548953,-9.709515385562536,4.265803572422442,14451.92745971939,-38477.65633634551,-38460.51976295035,0.30201395871027403,0.6271519627525459,-9.795323472350693,2.0765661475739305,14343.194132105667,-38769.302558708725,-38743.59769861598,0.32257837820357177,0.6369672572709302,-9.795676000759503,1.9746123742644488,14328.134475717836,-38810.14821476673,-38784.44335467398,-2.4822665080440887,-0.29916059353239144,0.24482916183264644,-10.226810259881685,0.5329402863560181,3.342686241501007,14173.442525204347,-39228.21549059604,-39185.374057108136,-291.64622236321156,-283.0779356656276,-332.4918784212132,-323.9235917236292,-750.5591542505281,-724.8542941577834
16,39192,-2.217510861364746,-0.22900053045684393,-9.683431112325065,4.366802111790103,13819.329571056593,-40849.910841328696,-40832.75838548206,0.2961376900738178,0.6180352987286213,-9.775896484206298,2.086986288623257,13624.561310039306,-41404.20847994412,-41378.479796174164,0.3153535686814731,0.6213174181613771,-9.775366759762903,1.9702247885101523,13614.845444898647,-41432.16681297,-41406.43812920004,-3.2092527489801523,-0.3614360214515098,0.2332848112274986,-10.08811419646561,0.5556868332642068,2.766741388929769,13461.350667517097,-41872.529952850025,-41829.648813233434,-554.297638615426,-545.7214106921019,-582.2559716413016,-573.6797437179775,-1022.6191115213296,-996.890427751372
