x,dt,obs_class,weight_col,weight_cap_q,n,grid_qlo,grid_qhi,grid_n,b_OU_linear,b_tanh_saturating,b_rational_saturating,b_hinge_plateau_smooth
-10.938501484984819,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2982753255302688,0.289175822533936,0.2840139050705896,0.5816808027267262
-10.929660643391399,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2961681163393841,0.2887215404399042,0.28347848492978617,0.5764880765277407
-10.92081980179798,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2940609071484994,0.2882555691863357,0.28293375027087636,0.5712883580573755
-10.91197896020456,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2919536979576147,0.2877776275980245,0.2823795023095651,0.5660818881782959
-10.90313811861114,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.28984648876673,0.2872874287873514,0.28181553752381727,0.5608689132692724
-10.894297277017722,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2877392795758458,0.28678468009578784,0.2812416475410788,0.5556496852178942
-10.885456435424302,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2856320703849611,0.28626908303831106,0.2806576190234895,0.5504244614097421
-10.876615593830882,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2835248611940764,0.28574033325099185,0.280063233551121,0.5451935047139532
-10.867774752237464,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.28141765200319213,0.2851981204420277,0.2794582675032758,0.5399570834650981
-10.858933910644044,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.27931044281230744,0.2846421283465089,0.27884249193789645,0.5347154714413045
-10.850093069050626,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.27720323362142274,0.2840720346852181,0.278215672469142,0.5294689478385878
-10.841252227457206,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.27509602443053804,0.2834875111277731,0.27757756914319276,0.5242177972412858
-10.832411385863786,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.27298881523965335,0.2828882232604431,0.27692793631236406,0.5189623095885878
-10.823570544270368,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2708816060487691,0.2822738305589748,0.2762665225076122,0.5137027801370672
-10.814729702676948,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2687743968578844,0.28164398636678367,0.275593070309532,0.5084395094191819
-10.805888861083528,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2666671876669997,0.28099833787887907,0.27490731621796,0.5031728031977045
-10.79704801949011,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.26455997847611545,0.2803365261319031,0.2742089905203059,0.4979029724160202
-10.78820717789669,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.26245276928523076,0.279658186000681,0.2734978171587549,0.49263033314425997
-10.77936633630327,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2603455600943456,0.27896294620169443,0.2727735135964983,0.4873552065212501
-10.770525494709851,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.25823835090346137,0.2782504293039006,0.27203579068316697,0.48207791869221567
-10.761684653116431,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.25613114171257667,0.2775202517473383,0.27128435251965866,0.4767988007422377
-10.752843811523011,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.254023932521692,0.2767720238699752,0.27051889632257775,0.4715181886254327
-10.744002969929593,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2519167233308077,0.27600534994326303,0.2697391122885173,0.4662364230898328
-10.735162128336173,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.24980951413992303,0.2752198282168823,0.2689446834584445,0.4609538495979558
-10.726321286742753,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.24770230494903833,0.2744150509731756,0.2681352855824732,0.4556708182430674
-10.717480445149334,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.24559509575815408,0.2735906045917741,0.2673105869853301,0.45038768366111626
-10.708639603555914,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.24348788656726894,0.2727460696249426,0.26647024843285433,0.4451048049383499
-10.699798761962496,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2413806773763847,0.2718810208841772,0.26561392299989844,0.43982254551463584
-10.690957920369076,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2392734681855,0.27099502753860083,0.26474125594002745,0.4345412730824652
-10.682117078775656,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2371662589946153,0.2700876532257167,0.26385188455745395,0.42926135948170097
-10.673276237182238,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.23505904980373105,0.2691584561750863,0.26294543808167536,0.42398318059005546
-10.664435395588818,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.23295184061284635,0.2682069893455094,0.2620215375453224,0.418707116209351
-10.655594553995398,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.23084463142196165,0.2672328005762958,0.2610797956657703,0.4134335499475965
-10.64675371240198,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2287374222310774,0.26623543275321826,0.26011981673110024,0.4081628690969099
-10.63791287080856,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2266302130401927,0.26521442398974926,0.25914119649105194,0.4028954645073441
-10.62907202921514,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.22452300384930757,0.26416930782418746,0.2581435220536517,0.3976317304566702
-10.620231187621721,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.22241579465842332,0.263099613433279,0.25712637178825143,0.39237206451617135
-10.611390346028301,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.22030858546753862,0.2620048658629447,0.2560893152357682,0.38711686741250884
-10.602549504434881,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.21820137627665392,0.26088458627672473,0.2550319130269718,0.3818665428857513
-10.593708662841463,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.21609416708576967,0.2597382922225438,0.2539537168097208,0.37662149754361834
-10.584867821248043,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.21398695789488498,0.2585654979184015,0.2528542691861152,0.37138214071203485
-10.576026979654623,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.21187974870400028,0.25736571455758583,0.25173310366059665,0.3661488842820936
-10.567186138061205,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.20977253951311603,0.2561384506339921,0.25058974460009004,0.3609221425535004
-10.558345296467785,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.2076653303222309,0.2548832122881241,0.2494237072073552,0.35570233207461693
-10.549504454874366,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.20555812113134664,0.25359950367433925,0.24823449750879023,0.3504898714792101
-10.540663613280946,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.20345091194046194,0.25228682734987334,0.24702161235799489,0.34528518132000524
-10.531822771687526,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.20134370274957725,0.2509446846861733,0.24578453945649362,0.3400886838991785
-10.522981930094108,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.199236493558693,0.24957257630302646,0.24452275739308374,0.33490080309590176
-10.514141088500688,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.1971292843678083,0.24817000252595722,0.2432357357033648,0.32972196419106486
-10.505300246907268,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.1950220751769236,0.24673646386732812,0.24192293495108935,0.32455259368932793
-10.49645940531385,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.19291486598603935,0.24527146153154045,0.24058380683305422,0.3193931191386209
-10.48761856372043,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.1908076567951542,0.24377449794469475,0.23921779430934348,0.31424396894724366
-10.47877772212701,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.18870044760426952,0.24224507730902853,0.23782433176082315,0.30910557219872764
-10.469936880533592,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.18659323841338527,0.24068270618239093,0.23640284517586926,0.30397835846459065
-10.461096038940171,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.18448602922250057,0.23908689408296743,0.23495275236840302,0.29886275761515463
-10.452255197346751,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.18237882003161587,0.23745715411941015,0.23347346322939655,0.29375919962859914
-10.443414355753333,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.18027161084073162,0.2357930036464565,0.23196438001408906,0.2886681143983937
-10.434573514159913,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.17816440164984693,0.23409396494605872,0.23042489766724364,0.2835899315392962
-10.425732672566493,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.17605719245896223,0.23235956593397317,0.22885440418885616,0.27852508019209177
-10.416891830973075,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.17394998326807753,0.23058934089167005,0.22725228104279277,0.27347398882723883
-10.408050989379655,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.17184277407719284,0.22878283122334878,0.22561790361091258,0.2684370850476054
-10.399210147786235,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.16973556488630814,0.22693958623775456,0.22395064169529438,0.2634147953904925
-10.390369306192817,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.1676283556954239,0.22505916395438702,0.22224986007123315,0.2584075451291098
-10.381528464599397,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.1655211465045392,0.2231411319336014,0.2205149190937257,0.253415758073699
-10.372687623005978,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.16341393731365494,0.2211850681299973,0.21874517536020105,0.24843985637250932
-10.363846781412558,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.16130672812277025,0.2191905617683664,0.2169399824322588,0.24348026031278625
-10.355005939819138,1,TT,w_clone,0.999,39162,0.02,0.98,500,0.15919951893188555,0.2171572142413764,0.21509869161920522,0.23853738812200048
