model,n,k,sse,aic,bic,a,b,x_star,tau,weight_cap_q,A,Delta,slope_local,tau_local,nfev,status,x_c,tau_from_b
hinge_plateau_smooth,39162,5,14168.906310635088,-39804.32227985067,-39761.444969011354,-2.966389694921501,-0.3463399354497841,,,0.999,0.24403448604962732,0.5841629509777125,,,16.0,2.0,-10.217601690489364,2.887336681810378
rational_saturating,39162,3,14353.67842648803,-39300.92458834918,-39275.19820184559,,,-9.774607042088258,,0.999,0.3270921308742746,0.6649074242166441,-0.49193634927393964,2.032783309214542,11.0,2.0,,
tanh_saturating,39162,3,14367.435146472917,-39263.40928046403,-39237.68289396044,,,-9.774328661856215,,0.999,0.3062959564866469,0.6560385540063665,-0.4668871282276415,2.1418452973765154,12.0,2.0,,
OU_linear,39162,2,14419.708236061517,-39123.18461042559,-39106.03368608986,-2.3089098185652475,-0.23834938886961576,-9.687080925675417,4.195521560774925,0.999,,,,,,,,
