bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
10,-9.957319323621874,-9.843252484957032,-9.901055335150536,-0.04430843833021879,3711,resid_OU_linear,1,TT,w_clone
11,-9.843252484957032,-9.72114106863108,-9.780449286333084,-0.045948242835029934,3713,resid_OU_linear,1,TT,w_clone
12,-9.72114106863108,-9.59732047300703,-9.661090811410036,0.005732846304837391,3711,resid_OU_linear,1,TT,w_clone
13,-9.59732047300703,-9.461926499746305,-9.52876044106454,0.042689989640966264,3711,resid_OU_linear,1,TT,w_clone
14,-9.461926499746305,-9.315628194858398,-9.390578662575669,0.07006319140869222,3707,resid_OU_linear,1,TT,w_clone
15,-9.315628194858398,-9.13634808803837,-9.228276262019984,0.06851947361782612,3714,resid_OU_linear,1,TT,w_clone
16,-9.13634808803837,-8.907866311136049,-9.02988492488236,0.10343561759427503,3711,resid_OU_linear,1,TT,w_clone
17,-8.907866311136049,-8.57403085994758,-8.76351151033816,0.19349112207794567,3712,resid_OU_linear,1,TT,w_clone
18,-8.57403085994758,-8.008431406032207,-8.341995137230025,0.3211052088010202,3711,resid_OU_linear,1,TT,w_clone
19,-8.008431406032207,-3.039465617682323,-7.412623997359198,0.6715434421131281,3712,resid_OU_linear,1,TT,w_clone
0,-12.181254346275065,-11.207828667631707,-11.37606478592881,0.2834049278746469,3710,resid_tanh_saturating,1,TT,w_clone
1,-11.207828667631707,-10.980548609474782,-11.090484107925846,0.12312253536177936,3706,resid_tanh_saturating,1,TT,w_clone
2,-10.980548609474782,-10.788405207690138,-10.885768709289078,0.08117747360795605,3718,resid_tanh_saturating,1,TT,w_clone
3,-10.788405207690138,-10.626385769832822,-10.702646511820571,0.05452132842757906,3709,resid_tanh_saturating,1,TT,w_clone
4,-10.626385769832822,-10.491988829193804,-10.557747008373676,0.025557472603843723,3701,resid_tanh_saturating,1,TT,w_clone
5,-10.491988829193804,-10.37461125256336,-10.430795769446371,-0.0031198958037897684,3719,resid_tanh_saturating,1,TT,w_clone
6,-10.37461125256336,-10.265879845210724,-10.319402067702468,-0.02472853643880663,3708,resid_tanh_saturating,1,TT,w_clone
7,-10.265879845210724,-10.162060162824435,-10.213199587383286,-0.004906721540349195,3716,resid_tanh_saturating,1,TT,w_clone
8,-10.162060162824435,-10.059801214586257,-10.112548291637587,0.042533151220833856,3709,resid_tanh_saturating,1,TT,w_clone
9,-10.059801214586257,-9.957319323621874,-10.008931052930862,0.007340389127281549,3712,resid_tanh_saturating,1,TT,w_clone
10,-9.957319323621874,-9.843252484957032,-9.901055335150536,0.029087356253414992,3711,resid_tanh_saturating,1,TT,w_clone
11,-9.843252484957032,-9.72114106863108,-9.780449286333084,0.041880473704934085,3713,resid_tanh_saturating,1,TT,w_clone
12,-9.72114106863108,-9.59732047300703,-9.661090811410036,0.09944249191099144,3711,resid_tanh_saturating,1,TT,w_clone
13,-9.59732047300703,-9.461926499746305,-9.52876044106454,0.13553677582252815,3711,resid_tanh_saturating,1,TT,w_clone
14,-9.461926499746305,-9.315628194858398,-9.390578662575669,0.15373510425520023,3707,resid_tanh_saturating,1,TT,w_clone
15,-9.315628194858398,-9.13634808803837,-9.228276262019984,0.13378805151854925,3714,resid_tanh_saturating,1,TT,w_clone
16,-9.13634808803837,-8.907866311136049,-9.02988492488236,0.1354511428349679,3711,resid_tanh_saturating,1,TT,w_clone
17,-8.907866311136049,-8.57403085994758,-8.76351151033816,0.16417577151393128,3712,resid_tanh_saturating,1,TT,w_clone
18,-8.57403085994758,-8.008431406032207,-8.341995137230025,0.17880235312517503,3711,resid_tanh_saturating,1,TT,w_clone
19,-8.008431406032207,-3.039465617682323,-7.412623997359198,0.2181222521466826,3712,resid_tanh_saturating,1,TT,w_clone
0,-12.181254346275065,-11.207828667631707,-11.37606478592881,0.2903108323152429,3710,resid_rational_saturating,1,TT,w_clone
1,-11.207828667631707,-10.980548609474782,-11.090484107925846,0.12834273412226213,3706,resid_rational_saturating,1,TT,w_clone
2,-10.980548609474782,-10.788405207690138,-10.885768709289078,0.08431735712271671,3718,resid_rational_saturating,1,TT,w_clone
3,-10.788405207690138,-10.626385769832822,-10.702646511820571,0.05381587610636529,3709,resid_rational_saturating,1,TT,w_clone
4,-10.626385769832822,-10.491988829193804,-10.557747008373676,0.022555459403509587,3701,resid_rational_saturating,1,TT,w_clone
5,-10.491988829193804,-10.37461125256336,-10.430795769446371,-0.005964593231063131,3719,resid_rational_saturating,1,TT,w_clone
6,-10.37461125256336,-10.265879845210724,-10.319402067702468,-0.025743649481976473,3708,resid_rational_saturating,1,TT,w_clone
7,-10.265879845210724,-10.162060162824435,-10.213199587383286,-0.002915252799275451,3716,resid_rational_saturating,1,TT,w_clone
8,-10.162060162824435,-10.059801214586257,-10.112548291637587,0.04710117227029752,3709,resid_rational_saturating,1,TT,w_clone
9,-10.059801214586257,-9.957319323621874,-10.008931052930862,0.01330183474286583,3712,resid_rational_saturating,1,TT,w_clone
10,-9.957319323621874,-9.843252484957032,-9.901055335150536,0.03551819291567904,3711,resid_rational_saturating,1,TT,w_clone
11,-9.843252484957032,-9.72114106863108,-9.780449286333084,0.04687716724100749,3713,resid_rational_saturating,1,TT,w_clone
12,-9.72114106863108,-9.59732047300703,-9.661090811410036,0.10165192924173311,3711,resid_rational_saturating,1,TT,w_clone
13,-9.59732047300703,-9.461926499746305,-9.52876044106454,0.1352730866645453,3711,resid_rational_saturating,1,TT,w_clone
14,-9.461926499746305,-9.315628194858398,-9.390578662575669,0.15121141256654244,3707,resid_rational_saturating,1,TT,w_clone
15,-9.315628194858398,-9.13634808803837,-9.228276262019984,0.12807401448434091,3714,resid_rational_saturating,1,TT,w_clone
16,-9.13634808803837,-8.907866311136049,-9.02988492488236,0.12911291660807062,3711,resid_rational_saturating,1,TT,w_clone
17,-8.907866311136049,-8.57403085994758,-8.76351151033816,0.15973692305259618,3712,resid_rational_saturating,1,TT,w_clone
18,-8.57403085994758,-8.008431406032207,-8.341995137230025,0.1813353122434135,3711,resid_rational_saturating,1,TT,w_clone
19,-8.008431406032207,-3.039465617682323,-7.412623997359198,0.23189143106373614,3712,resid_rational_saturating,1,TT,w_clone
0,-12.181254346275065,-11.207828667631707,-11.37606478592881,-0.025736930203618114,3710,resid_hinge_plateau_smooth,1,TT,w_clone
1,-11.207828667631707,-10.980548609474782,-11.090484107925846,0.004702920466022914,3706,resid_hinge_plateau_smooth,1,TT,w_clone
2,-10.980548609474782,-10.788405207690138,-10.885768709289078,0.04609743394104451,3718,resid_hinge_plateau_smooth,1,TT,w_clone
3,-10.788405207690138,-10.626385769832822,-10.702646511820571,0.07169621388236777,3709,resid_hinge_plateau_smooth,1,TT,w_clone
4,-10.626385769832822,-10.491988829193804,-10.557747008373676,0.06852172767677331,3701,resid_hinge_plateau_smooth,1,TT,w_clone
5,-10.491988829193804,-10.37461125256336,-10.430795769446371,0.04754141549445891,3719,resid_hinge_plateau_smooth,1,TT,w_clone
6,-10.37461125256336,-10.265879845210724,-10.319402067702468,0.02505268160846836,3708,resid_hinge_plateau_smooth,1,TT,w_clone
7,-10.265879845210724,-10.162060162824435,-10.213199587383286,0.03500740177401346,3716,resid_hinge_plateau_smooth,1,TT,w_clone
8,-10.162060162824435,-10.059801214586257,-10.112548291637587,0.06962237019508909,3709,resid_hinge_plateau_smooth,1,TT,w_clone
9,-10.059801214586257,-9.957319323621874,-10.008931052930862,0.022162281856293403,3712,resid_hinge_plateau_smooth,1,TT,w_clone
10,-9.957319323621874,-9.843252484957032,-9.901055335150536,0.026225312439175003,3711,resid_hinge_plateau_smooth,1,TT,w_clone
11,-9.843252484957032,-9.72114106863108,-9.780449286333084,0.01978717015632578,3713,resid_hinge_plateau_smooth,1,TT,w_clone
12,-9.72114106863108,-9.59732047300703,-9.661090811410036,0.06298094326329652,3711,resid_hinge_plateau_smooth,1,TT,w_clone
13,-9.59732047300703,-9.461926499746305,-9.52876044106454,0.08631826433048925,3711,resid_hinge_plateau_smooth,1,TT,w_clone
14,-9.461926499746305,-9.315628194858398,-9.390578662575669,0.09564317938818884,3707,resid_hinge_plateau_smooth,1,TT,w_clone
15,-9.315628194858398,-9.13634808803837,-9.228276262019984,0.06537395147723715,3714,resid_hinge_plateau_smooth,1,TT,w_clone
16,-9.13634808803837,-8.907866311136049,-9.02988492488236,0.06323706807110124,3711,resid_hinge_plateau_smooth,1,TT,w_clone
17,-8.907866311136049,-8.57403085994758,-8.76351151033816,0.09073675673702716,3712,resid_hinge_plateau_smooth,1,TT,w_clone
18,-8.57403085994758,-8.008431406032207,-8.341995137230025,0.10642050928384653,3711,resid_hinge_plateau_smooth,1,TT,w_clone
19,-8.008431406032207,-3.039465617682323,-7.412623997359198,0.1482952355921065,3712,resid_hinge_plateau_smooth,1,TT,w_clone
