param,median,ci_lo,ci_hi,n_valid
ou_tau,3.502028507081858,3.3216543119296618,3.692857522907521,500
delta_aic (tanh - ou),121.28230884166624,-793.0621162308363,1168.020054056049,500
delta_bic (tanh - ou),130.4926416140297,-783.8434628003283,1177.235618932161,500
delta_aic (rational - ou),52.77302495926051,-834.7091823650005,1061.936455384834,500
delta_bic (rational - ou),61.987618491657486,-825.4905289344925,1071.152020260946,500
delta_aic (hinge - ou),-721.3456457795619,-1829.7379082736886,399.3689517784057,500
delta_bic (hinge - ou),-693.6869260564308,-1802.102718777472,427.00781492070877,500
