dt,obs_class,weight_col,weight_cap_q,n,baseline,model,delta_aic,delta_bic
1,TT,w_clone,0.999,74221,OU_linear,hinge_plateau_smooth,-725.0658145068883,-697.4214072829491
1,TT,w_clone,0.999,74221,OU_linear,OU_linear,0.0,0.0
1,TT,w_clone,0.999,74221,OU_linear,rational_saturating,63.452492467084085,72.6672948750711
1,TT,w_clone,0.999,74221,OU_linear,tanh_saturating,133.96557262865826,143.18037503664527
