x,dt,obs_class,weight_col,weight_cap_q,n,grid_qlo,grid_qhi,grid_n,b_OU_linear,b_tanh_saturating,b_rational_saturating,b_hinge_plateau_smooth
-11.419570474419746,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.36823280194676933,0.3483384668896674,0.3413071581939103,0.6474993377306759
-11.41110578435169,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3658177152601674,0.3476210058088545,0.3405576981227262,0.641647571852908
-11.402641094283634,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.363402628573565,0.3468896695909245,0.33979731115380124,0.635799465300979
-11.394176404215576,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3609875418869626,0.34614421994416045,0.33902580895280315,0.6299552744938494
-11.38571171414752,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.35857245520036063,0.3453844157176754,0.3382429998015337,0.6241152571085486
-11.377247024079464,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.35615736851375823,0.3446100129201166,0.3374486885484759,0.6182796720259427
-11.368782334011408,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3537422818271563,0.34382076474126355,0.3366426765595651,0.6124487792756121
-11.36031764394335,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3513271951405539,0.3430164215766339,0.33582476166925795,0.6066228399798425
-11.351852953875294,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3489121084539515,0.34219673105522014,0.3349947381319812,0.6008021162967656
-11.343388263807238,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.34649702176734953,0.3413614380704752,0.3341523965740465,0.5949868713626547
-11.334923573739182,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3440819350807476,0.34051028481467505,0.33329752394612655,0.5891773692334096
-11.326458883671126,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.34166684839414563,0.3396430108167823,0.33242990347638923,0.5833738748252589
-11.317994193603068,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3392517617075428,0.33875935298393867,0.3315493146243966,0.5775766538546857
-11.309529503535012,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.33683667502094083,0.33785904564671887,0.3306555330358804,0.5717859727776239
-11.301064813466956,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.33442158833433844,0.3369418206082731,0.32974833049851227,0.5660020987279307
-11.2926001233989,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3320065016477365,0.33600740719749683,0.3288274748987963,0.5602252994551771
-11.284135433330844,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.32959141496113453,0.33505553232635876,0.327892730180218,0.5544558432617762
-11.275670743262786,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3271763282745317,0.3340859205515242,0.32694385630278955,0.5486939989394825
-11.26720605319473,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.32476124158792974,0.33309829414041187,0.3259806092041458,0.542940035705286
-11.258741363126674,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3223461549013278,0.3320923731418198,0.32500274076234403,0.5371942231367263
-11.250276673058618,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.31993106821472583,0.33106787546126165,0.3240099987605417,0.5314568311066759
-11.24181198299056,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.317515981528123,0.33002451694115104,0.3230021268537252,0.5257281297175966
-11.233347292922504,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.31510089484152104,0.3289620114459738,0.3219788645376792,0.5200083892353309
-11.224882602854448,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3126858081549191,0.32788007095258576,0.3209399471203921,0.5142978800224249
-11.216417912786392,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3102707214683167,0.32677840564577815,0.31988510569610734,0.5085968724710481
-11.207953222718336,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.30785563478171474,0.3256567240192462,0.3188140671222375,0.5029056369355244
-11.199488532650278,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.3054405480951119,0.32451473298209893,0.3177265539993727,0.4972244436645131
-11.191023842582222,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.30302546140850994,0.32335213797104806,0.3166222846546249,0.4915535627328771
-11.182559152514166,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.300610374721908,0.32216864306840604,0.3155009731285584,0.48589326397325894
-11.17409446244611,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.29819528803530604,0.32096395112603077,0.3143623291659795,0.48024381690742524
-11.165629772378054,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.29578020134870364,0.3197377638953441,0.31320605821085734,0.47460549067738556
-11.157165082309996,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.29336511466210125,0.31848978216355084,0.31203186140567135,0.46897855397634663
-11.14870039224194,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2909500279754993,0.31721970589618503,0.31083943559549176,0.463363274979522
-11.140235702173884,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2885349412888969,0.3159272343860991,0.3096284733371081,0.45775992127483434
-11.131771012105828,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.28611985460229494,0.3146120664090169,0.3083986629135436,0.45216875979356186
-11.12330632203777,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.28370476791569255,0.3132739003857579,0.30714968835430106,0.4465900567409432
-11.114841631969714,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.28128968122909015,0.3119124345512425,0.3058812294617034,0.44102407752680317
-11.106376941901658,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2788745945424882,0.3105273671303727,0.3045929618437028,0.4354710866962097
-11.097912251833602,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.27645950785588624,0.3091183965208898,0.3032845569535565,0.4299313478602207
-11.089447561765546,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.27404442116928385,0.30768522148328964,0.3019556821367718,0.4244051236267512
-11.080982871697488,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.27162933448268145,0.30622754133787905,0.30060600068574456,0.4188926755315958
-11.072518181629432,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2692142477960795,0.3047450561690439,0.29923517190253124,0.4133942639696484
-11.064053491561376,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2667991611094771,0.3032374670367888,0.2978428511702024,0.40791014812634946
-11.05558880149332,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.26438407442287515,0.3017044761956066,0.29642869003325406,0.402440585909412
-11.047124111425264,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2619689877362732,0.3001457873207172,0.29499233628755417,0.3969858338808494
-11.038659421357206,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.25955390104967035,0.29856110574170935,0.29353343408032667,0.3915461471893525
-11.03019473128915,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2571388143630684,0.29695013868360753,0.29205162402068624,0.38612177950305104
-11.021730041221094,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.25472372767646645,0.2953125955153688,0.2905465433012485,0.38071298294268835
-11.013265351153038,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.25230864098986405,0.2936481880058114,0.2890178258313614,0.37532000801526316
-11.00480066108498,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.24989355430326166,0.29195663058695187,0.2874651023825096,0.36994310354815757
-10.996335971016924,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2474784676166597,0.29023764062472357,0.28588800074646065,0.3645825166238058
-10.987871280948868,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2450633809300573,0.288490938697023,0.28428614590672713,0.35923849251491546
-10.979406590880812,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.24264829424345535,0.28671624887902813,0.2826591602239409,0.3539112746203068
-10.970941900812756,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2402332075568534,0.2849132990357036,0.28100666363573085,0.3486011044013802
-10.962477210744698,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.23781812087025056,0.28308182112139796,0.2793282738717152,0.3433082213192621
-10.954012520676642,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2354030341836486,0.2812215514864189,0.27762360668422037,0.33803286277266087
-10.945547830608586,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.23298794749704665,0.27933223119044803,0.2758922760953401,0.3327752640364569
-10.93708314054053,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.23057286081044426,0.27741360632264767,0.274133894660963,0.32753565820107955
-10.928618450472474,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2281577741238423,0.275465428328282,0.2723480737523843,0.32231427611268604
-10.920153760404416,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2257426874372399,0.2734874543416584,0.27053442385612364,0.31711134631418436
-10.91168907033636,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2233276007506375,0.2714794475251756,0.2686925548925677,0.31192709498713733
-10.903224380268304,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.22091251406403556,0.269441177414234,0.2668220765540412,0.30676174589455596
-10.894759690200248,1,TT,w_clone,0.999,74221,0.02,0.98,500,0.2184974273774336,0.2673724202677545,0.2649225986629131,0.301615520324644
