rep,n,ou_a,ou_b,ou_x_star,ou_tau,ou_sse,ou_aic,ou_bic,tanh_A,tanh_Delta,tanh_x_star,tanh_tau_local,tanh_sse,tanh_aic,tanh_bic,rat_A,rat_Delta,rat_x_star,rat_tau_local,rat_sse,rat_aic,rat_bic,hinge_a,hinge_b,hinge_A,hinge_x_c,hinge_Delta,hinge_tau_from_b,hinge_sse,hinge_aic,hinge_bic,delta_aic_tanh,delta_bic_tanh,delta_aic_rat,delta_bic_rat,delta_aic_hinge,delta_bic_hinge
10,645757,-4.506345311820883,-0.3947616030435174,-11.415358730631452,2.5331744331014963,409823.0932521778,-293620.21317544626,-293597.45681834425,0.624701963855152,0.7448068219083737,-11.673077521442996,1.1922594533111954,388533.77685678226,-328066.4296364818,-328032.29510082875,0.6666722947255522,0.7474910142485033,-11.672950656176212,1.1212270558749131,389014.61110115354,-327267.7600654772,-327233.6255298242,-8.52871432331454,-0.7372413347443876,0.36171747395769566,-11.138256499557956,0.5759892321058973,1.3564079398053757,373866.0487042244,-352912.7947178204,-352855.90382506535,-34446.21646103554,-34434.8382824845,-33647.546890030964,-33636.16871147993,-59292.58154237416,-59258.44700672111
11,644063,-4.509204171362576,-0.394826541992473,-11.420721992516247,2.5327577901767913,408477.74082342914,-293275.9638798436,-293253.21277619083,0.6245875856069482,0.7439142194814711,-11.677893901164422,1.191048680159991,386979.1956759335,-328096.18907845794,-328062.06242297875,0.6670817416994831,0.748188842846786,-11.677521522677399,1.1215849514044132,387469.0819862782,-327281.3698119341,-327247.24315645493,-8.630571430347926,-0.744879378365265,0.3496919209283207,-11.108143937218095,0.586237209478394,1.3424992408765974,372253.94197309326,-353078.4022638639,-353021.52450473193,-34820.22519861435,-34808.849646787916,-34005.405932090536,-33994.0303802641,-59802.43838402029,-59768.3117285411
12,644531,-4.551841232497178,-0.39865366571633315,-11.418034308848162,2.508443007047531,406882.01458658796,-296480.0457312764,-296457.29317487736,0.6303224597031255,0.756534440501278,-11.671373769160503,1.2002339895322736,386389.6870708172,-329785.3715823384,-329751.2427477399,0.674027269440298,0.7627629430207473,-11.671147065559278,1.1316499756072689,386847.3338442799,-329022.4294080498,-328988.30057345127,-8.335074017142952,-0.7216891014204272,0.38244956055759716,-11.189839416570894,0.5436986074289477,1.3856382173872404,371797.0526711549,-354594.69626667676,-354537.8148756792,-33305.32585106202,-33293.94957286253,-32542.383676773403,-32531.007398573915,-58114.650535400375,-58080.52170080185
13,644610,-4.494836084651944,-0.39377153378380075,-11.414832457441737,2.5395436546437797,409291.4152269485,-292789.51252640603,-292766.75972488255,0.6267048723055932,0.7504885070369504,-11.671671490638133,1.1975150349094428,387732.0324151148,-327669.25869919633,-327635.12949691113,0.6691022438238721,0.7541176766470783,-11.671666511007906,1.1270589563970808,388229.9257988609,-326842.0349036353,-326807.90570135013,-8.55928560110577,-0.7392871865293328,0.35201169430155865,-11.097077882899246,0.588942984330452,1.3526543111001463,373242.3814904627,-352216.1574884595,-352159.2754846508,-34879.7461727903,-34868.369772028585,-34052.522377229296,-34041.14597646758,-59426.644962053455,-59392.515759768256
14,644906,-4.550760745557572,-0.3984970873347252,-11.419809303988899,2.5094286301772413,409608.0045105387,-292721.3833226413,-292698.62960294384,0.6330640389837583,0.7601776503770868,-11.671024617888978,1.2007910788889238,388632.2803560537,-326620.16603094136,-326586.0354513952,0.6767763293665423,0.7661005914925163,-11.670740096823192,1.1319849088244278,389105.57694183,-325835.24385501194,-325801.1132754658,-8.511318980366587,-0.7357710292609495,0.3645053416144555,-11.119397352818142,0.5843808691214801,1.3591184760352106,374244.957072835,-350943.98949237814,-350887.1051931345,-33898.782708300045,-33887.405848451366,-33113.86053237063,-33102.48367252195,-58222.60616973683,-58188.475590190676
15,645593,-4.547329025571029,-0.398110888607468,-11.422267402624685,2.511862972394072,409103.8462969134,-294515.6864027291,-294492.93055362254,0.6298205382278353,0.7611550622781549,-11.67333037059538,1.2085268994559364,388813.50183885684,-327354.5037898415,-327320.3700161817,0.673731436014804,0.7682006441077143,-11.672988483885062,1.1402179014411233,389283.74040620023,-326574.1829047799,-326540.04913112015,-8.530859009678112,-0.7374830623086142,0.3596833507196794,-11.137163781649738,0.5936639433568087,1.3559633449337858,374310.0454797159,-351892.9452803409,-351836.0556575747,-32838.817387112416,-32827.43946255918,-32058.49650205084,-32047.118577497604,-57377.258877611835,-57343.12510395213
16,644305,-4.534848923801452,-0.39725805280524623,-11.415373185712712,2.517255453825237,409802.21857967577,-291542.44482449285,-291519.69296950195,0.6288398250714189,0.7530003875945808,-11.67164951768361,1.1974438602215765,389004.9620228758,-325097.49234464037,-325063.364562154,0.6724805470161035,0.759472439381374,-11.671194739757937,1.1293597156843667,389478.83415934537,-324313.1003609018,-324278.9725784154,-8.466797428461005,-0.7321484558806783,0.36837650434184627,-11.152617572045095,0.563130781629301,1.3658432138563092,374278.0526396616,-349959.23377384065,-349902.35413636337,-33555.04752014752,-33543.67159265204,-32770.65553640894,-32759.279608913464,-58416.7889493478,-58382.66116686142
17,644076,-4.527864190101713,-0.3964888994681602,-11.419901531102816,2.5221387063833913,410382.6778742693,-290298.2155754592,-290275.4644314381,0.6291586065944501,0.7548567885127221,-11.67459677775147,1.1997877492269542,388990.79641188553,-324776.43864524097,-324742.31192920933,0.6727460654193081,0.7616084723422104,-11.674074766261402,1.1320890771282568,389500.8997249419,-323932.382504089,-323898.25578805734,-8.758835253223388,-0.7555861069025072,0.3344131736245443,-11.07276441324197,0.6219543657814902,1.3234758962144726,374138.3780159782,-349846.29159472807,-349789.4137346753,-34478.22306978179,-34466.84749777126,-33634.1669286298,-33622.79135661927,-59548.07601926889,-59513.949303237256
18,644083,-4.559626264109389,-0.399209807649046,-11.421628869694143,2.5049484778167614,409753.1494791694,-291297.15476093447,-291274.40359517693,0.6332132605676027,0.760497369282402,-11.67156350718718,1.2010130182692378,388773.7958203857,-325146.37390653405,-325112.24715789774,0.6767434961717942,0.765747375819568,-11.671590302282432,1.1315178943739412,389253.4363451052,-324352.2414277537,-324318.1146791174,-8.661806193875373,-0.7480336512397842,0.3477543377447304,-11.087505361286777,0.61216712566699,1.3368382536569166,374183.36897282716,-349779.6462393194,-349722.76832492556,-33849.21914559958,-33837.84356272081,-33055.08666681923,-33043.71108394046,-58482.49147838494,-58448.36472974863
19,643094,-4.548037049154308,-0.3982589031027644,-11.419800069053972,2.5109294285932533,409954.8131760421,-289545.19013168174,-289522.4420393172,0.631392950622097,0.7516582129291095,-11.675502880954967,1.1904760928808564,388728.9628668259,-323733.0219581772,-323698.8998196304,0.674692599264811,0.7567430079131091,-11.675281067157384,1.1216115438908114,389215.13244521455,-322929.22954833513,-322895.1074097883,-8.512567259643465,-0.7360432576374238,0.37108436954558244,-11.157756270469187,0.5643809541968593,1.3586158009378868,374086.5534954265,-348420.71262896084,-348363.8423980495,-34187.83182649547,-34176.457780313154,-33384.039416653395,-33372.66537047108,-58875.522497279104,-58841.400358732266
20,644567,-4.533158011940093,-0.39692366450811284,-11.420730022629925,2.5193761154030683,410351.1208268755,-291060.27640371263,-291037.5237356076,0.6278815918269863,0.7514243617187135,-11.674102844434016,1.1967612548287123,389372.1337729148,-324883.64237328386,-324849.5133711263,0.6707333155442959,0.7557562285850649,-11.673946277553013,1.1267611300502844,389837.47466846864,-324113.7765568651,-324079.64755470754,-8.467926551254479,-0.7322696149502326,0.36883049701529397,-11.150836975571103,0.5714324773611044,1.3656172256552845,374901.9268598187,-349290.0811436988,-349233.1994734362,-33823.36596957123,-33811.989635518694,-33053.50015315245,-33042.123819099914,-58229.80473998614,-58195.6757378286
21,645441,-4.538572839060693,-0.39742787212009956,-11.41986548363969,2.5161798407984026,410130.3943951572,-292676.8108717846,-292654.0554936184,0.6311378741286735,0.7582770100562017,-11.67331696584927,1.2014443137373938,389052.19327304134,-326729.3344183407,-326695.2013510915,0.6749873822775857,0.7652914209803988,-11.672935388663541,1.1337862618973757,389552.8773680621,-325899.229144938,-325865.0960776888,-8.632195158360842,-0.7452534943209281,0.3489969113422605,-11.093050285670497,0.5989306995026885,1.3418253085967693,374334.4812453426,-351615.9758797147,-351559.08743429935,-34052.52354655613,-34041.14585747308,-33222.418273153424,-33211.040584070375,-58939.16500793013,-58905.03194068093
22,644617,-4.542062955620945,-0.39770458040767015,-11.420695610206621,2.514429174979434,409697.1533278828,-292160.98794083646,-292138.23511759454,0.629357232016615,0.744878359234379,-11.674839011875838,1.1835541427681795,388090.76848868857,-327083.6825046736,-327049.55326981074,0.6725764481151754,0.7503722083678893,-11.674137441210018,1.1156682790049048,388584.501303906,-326264.11576578574,-326229.9865309229,-8.596480890875165,-0.7417421393891888,0.35570824562993514,-11.08212064362783,0.5676880614768999,1.3481774148944563,373560.2605180514,-351678.215676901,-351621.3336187962,-34922.69456383714,-34911.318152216205,-34103.127824949275,-34091.75141332834,-59517.227736064524,-59483.09850120166
23,644924,-4.533477394679746,-0.3971284361878533,-11.415645372056106,2.518077047313154,408746.1488468856,-294105.96720490727,-294083.21342938853,0.6261525760475598,0.7538255029584522,-11.671161648693005,1.2039006654205555,388469.6074795367,-326917.2901945948,-326883.15953131666,0.669324836116815,0.7593789902876863,-11.67084364941902,1.1345447670720445,388927.943664306,-326156.8246144276,-326122.6939511494,-8.463188067775356,-0.7323654970394415,0.36831308979732735,-11.169841561200021,0.5753931325538026,1.3654384375594704,373673.22996348294,-351957.777052932,-351900.8926141351,-32811.32298968756,-32799.94610192813,-32050.857409520308,-32039.48052176088,-57851.80984802474,-57817.67918474658
