x,J_mean,J_lo,J_hi
-9.989189195216897,0.018211591495745763,-0.04156246728154712,0.07178932707829722
-9.982138003653157,0.02579581442314184,-0.03797922533312404,0.08359047314479934
-9.975086812089419,0.03822841236976112,-0.027952664560939134,0.10535202482154105
-9.96803562052568,0.05311435715106458,-0.01710966556295466,0.12185054162705938
-9.960984428961941,0.06843674625292082,-0.007265161502157692,0.14164483056762664
-9.953933237398203,0.08249005436355322,0.006387726595175661,0.16100249629374988
-9.946882045834464,0.09312264561893578,0.01136539302400432,0.1701266493512218
-9.939830854270726,0.09783824836432443,0.010256861088907046,0.17170713511032798
-9.932779662706986,0.0953167029859401,0.010869180345049244,0.1693762864369958
-9.925728471143248,0.0869687381898068,0.010087687693766789,0.16249732730689387
-9.91867727957951,0.07662829318507829,-0.0011277473831393177,0.15164005395659083
-9.91162608801577,0.06823334612986677,-0.005023765203533805,0.14376000797725427
-9.904574896452033,0.06346647216794708,-0.011064072956283942,0.13753824352690847
-9.897523704888295,0.06140032810069679,-0.016041888581830224,0.1322649570709416
-9.890472513324555,0.06014935416285366,-0.030759872360857726,0.13478220161371052
-9.883421321760817,0.058706528161023536,-0.043585540380702864,0.1428829749103202
-9.876370130197078,0.05746479679170805,-0.04300619713585384,0.15416747327107738
-9.86931893863334,0.057642314126353525,-0.053765105655679206,0.14845573867987502
-9.862267747069602,0.060694212050872866,-0.06246099951871979,0.15619356593707037
-9.855216555505862,0.06804603952295502,-0.06716504848909984,0.168512788091786
-9.848165363942124,0.08061402967187609,-0.05828599842916631,0.19021347819489992
-9.841114172378385,0.09792049285389673,-0.04211629489326308,0.21986159784486925
-9.834062980814647,0.11751584431696258,-0.02806911833616179,0.2442728661420543
-9.827011789250909,0.13548350877491694,-0.002719043502040601,0.2804698644624647
-9.81996059768717,0.1479025798088699,0.021000361048811284,0.28426850845541535
-9.812909406123431,0.15232483886707376,0.029930382698682513,0.27876901162198464
-9.805858214559692,0.14836851438566243,0.034713061096444016,0.2640094235923356
-9.798807022995954,0.13727888118815917,0.02942095970675505,0.251349860564602
-9.791755831432216,0.12103810600939806,0.01469975636200819,0.229415622038213
-9.784704639868476,0.10174038033671916,-0.017584537511671994,0.20680523690501812
-9.777653448304738,0.0815118248376371,-0.04070035602797324,0.1943267107761701
-9.770602256741,0.06275334404880535,-0.0631386639083716,0.1828862345288784
-9.76355106517726,0.04828227587969553,-0.0814377566265142,0.17395433021371257
-9.756499873613523,0.041009252422619144,-0.08834107923130681,0.16741850992623408
-9.749448682049783,0.043018411004615016,-0.09275609938891029,0.15631850798361294
-9.742397490486045,0.05435208396982462,-0.07583176432037875,0.1672035100625254
-9.735346298922307,0.07228721737033064,-0.06172148213613747,0.1907411434546796
-9.728295107358568,0.09198118135501916,-0.04879417909640946,0.21985646962358568
-9.72124391579483,0.10871273813872874,-0.035592281071059315,0.2558892578921635
-9.71419272423109,0.1207286359908766,-0.03548147900804844,0.28591349379353526
-9.707141532667352,0.13068151037895526,-0.034521996906672486,0.31485234834148096
-9.700090341103614,0.14388870795277736,-0.032939363814038634,0.3236161317052539
-9.693039149539874,0.16378473004340702,-0.019500245030560547,0.3446522304768885
-9.685987957976137,0.18785879570010397,0.01095564129004412,0.3658294713561744
-9.678936766412397,0.20809659407056705,0.026147281541951173,0.38676220521442733
-9.671885574848659,0.21655534218509606,0.03373899500688187,0.3988670420885987
-9.664834383284921,0.21163582183846727,0.03863075663729735,0.39265359824079826
-9.657783191721181,0.19922223069683553,0.041649414483901415,0.37061198837741255
-9.650732000157443,0.1873413294430973,0.03570012844347074,0.35076907013268593
-9.643680808593704,0.17916327092550932,0.020927563683805214,0.3327954459914665
-9.636629617029966,0.17077728139913884,0.02722748127030981,0.3241475466123204
-9.629578425466228,0.15571239126637423,0.008843512812086615,0.3163258698135959
-9.622527233902488,0.1321184956475172,-0.034942667110228476,0.28994069614626267
-9.61547604233875,0.10638028764492907,-0.059783579690761264,0.26334428243117786
-9.608424850775013,0.09013970617006431,-0.08950772172969597,0.2516678294713939
-9.601373659211273,0.09307968391863267,-0.09453945005692231,0.2522269509302006
-9.594322467647535,0.1168774351663802,-0.07796858312753635,0.27229923573724846
-9.587271276083795,0.15433244792329914,-0.03621398247962822,0.31680769912297624
-9.580220084520057,0.19345665014412533,-0.002671637515634287,0.3639105424829389
-9.57316889295632,0.22302721343888723,0.03167036208966778,0.4054396588125975
-9.56611770139258,0.23617201404777755,0.05030856625692848,0.4247005402561164
