rep,model,intercept,slope,xstar,sse,tau
84,hinge_plateau_smooth,-8.98027755046773,-0.7651788451551383,-11.215844921853124,3370.68035442013,1.306884013236477
85,hinge_plateau_smooth,-9.013228185016406,-0.7676744036226867,-11.219990811669561,3045.474038883898,1.302635590402597
86,hinge_plateau_smooth,-8.976924430216433,-0.7648180765822651,-11.216817537626813,3548.6835513769533,1.3075004770659842
87,hinge_plateau_smooth,-8.970640809307971,-0.7643493510506103,-11.215730283916107,2932.960992775467,1.308302281705982
88,hinge_plateau_smooth,-8.971474144246796,-0.7644923247474574,-11.21446811286984,3746.65035968573,1.3080576058501834
89,hinge_plateau_smooth,-9.209998844692512,-0.7832789582535854,-11.265385148363542,3589.905225694256,1.276684365720254
90,hinge_plateau_smooth,-8.959460544048001,-0.7633306369948967,-11.216528881825324,3503.8547348490365,1.3100482956335022
91,hinge_plateau_smooth,-8.971065698731236,-0.7643829234127328,-11.216817537626813,3530.383274822091,1.3082448199330643
92,hinge_plateau_smooth,-8.999448503815152,-0.7667173908831867,-11.222125211775872,3588.4245666809848,1.3042615335072725
93,hinge_plateau_smooth,-9.006098281338296,-0.7673204579410717,-11.218628535818125,3097.164299511528,1.3032364635282505
94,hinge_plateau_smooth,-9.275696563757132,-0.7889849761117199,-11.270659033940927,3257.7912221808324,1.2674512573461227
95,hinge_plateau_smooth,-8.962071450274658,-0.763540575787162,-11.215698686250441,3380.1022658867,1.3096880921738354
96,hinge_plateau_smooth,-8.959697263282935,-0.7633630694739846,-11.21446811286984,3531.766670222251,1.3099926365170853
97,hinge_plateau_smooth,-9.015367645188464,-0.7680284072264126,-11.21827471089032,3328.7181846899884,1.30203517290631
98,hinge_plateau_smooth,-8.968954709062922,-0.7643284527481454,-11.213210211812413,3738.154140161043,1.3083380533650117
99,hinge_plateau_smooth,-8.970871601709224,-0.7643680639529694,-11.21495103685475,3465.5664284564195,1.3082702524598526
100,hinge_plateau_smooth,-8.978228002232845,-0.7648882314594506,-11.215317800256017,3051.9595241323427,1.307380554269926
101,hinge_plateau_smooth,-8.951872794284196,-0.7626306886203924,-11.218469505911354,3117.412303096046,1.3112506681432023
102,hinge_plateau_smooth,-9.235041968554683,-0.7855646387166146,-11.264523507900984,3745.9128038921945,1.2729697223053609
103,hinge_plateau_smooth,-8.912358594120828,-0.7594612536130263,-11.213210211812413,3413.4274891761056,1.316722868010245
104,hinge_plateau_smooth,-8.974814879334094,-0.7646859465929292,-11.215247359931196,3916.350175164134,1.3077263999103377
105,hinge_plateau_smooth,-8.952826707613745,-0.7629091849366267,-11.215924181570992,3248.9596855169034,1.3107720024147669
106,hinge_plateau_smooth,-9.236616050300583,-0.7857954346524454,-11.266694242552083,3263.97292528414,1.2725958384350968
107,hinge_plateau_smooth,-8.965546665163972,-0.7637876201591834,-11.216040192051336,3032.8098917022066,1.3092644782480067
108,hinge_plateau_smooth,-9.021922956544968,-0.768464835802084,-11.217740011312602,3306.9445029335793,1.301295717657987
109,hinge_plateau_smooth,-9.008589197840982,-0.7675244101898974,-11.216434364866418,3575.477867854582,1.3028901579202994
110,hinge_plateau_smooth,-8.978967584233791,-0.7650921058525324,-11.216486016741491,3171.27905592177,1.3070321760616164
111,hinge_plateau_smooth,-8.9737772203569,-0.7646927621856376,-11.21351233588003,3468.707980271587,1.3077147443396868
112,hinge_plateau_smooth,-8.944657074326784,-0.7620728107000088,-11.21495103685475,3424.1184783073295,1.3122105735296357
113,hinge_plateau_smooth,-8.954345168390383,-0.7626878263858908,-11.218469505911354,3229.7573001718,1.3111524340681404
