x,b_mean,b_lo,b_hi
-13.361180257237288,0.7903547437733885,0.783184387190862,0.803277015423239
-13.354993835678158,0.7903547437733885,0.783184387190862,0.803277015423239
-13.348807414119026,0.7903547437733885,0.783184387190862,0.803277015423239
-13.342620992559896,0.7903547437733885,0.783184387190862,0.803277015423239
-13.336434571000765,0.7903547437733885,0.783184387190862,0.803277015423239
-13.330248149441635,0.7903547437733885,0.783184387190862,0.803277015423239
-13.324061727882503,0.7903547437733885,0.783184387190862,0.803277015423239
-13.317875306323373,0.7903547437733885,0.783184387190862,0.803277015423239
-13.311688884764243,0.7903547437733885,0.783184387190862,0.803277015423239
-13.30550246320511,0.7903547437733885,0.783184387190862,0.803277015423239
-13.29931604164598,0.7903547437733885,0.783184387190862,0.803277015423239
-13.29312962008685,0.7903547437733885,0.783184387190862,0.803277015423239
-13.286943198527718,0.7903547437733885,0.783184387190862,0.803277015423239
-13.280756776968587,0.7903547437733885,0.783184387190862,0.803277015423239
-13.274570355409457,0.7903547437733885,0.783184387190862,0.803277015423239
-13.268383933850327,0.7903547437733885,0.783184387190862,0.803277015423239
-13.262197512291195,0.7903547437733885,0.783184387190862,0.803277015423239
-13.256011090732065,0.7903547437733885,0.783184387190862,0.803277015423239
-13.249824669172934,0.7903547437733885,0.783184387190862,0.803277015423239
-13.243638247613802,0.7903547437733885,0.783184387190862,0.803277015423239
-13.237451826054672,0.7903547437733885,0.783184387190862,0.803277015423239
-13.231265404495542,0.7903547437733885,0.783184387190862,0.803277015423239
-13.225078982936411,0.7903547437733885,0.783184387190862,0.803277015423239
-13.21889256137728,0.7903547437733885,0.783184387190862,0.803277015423239
-13.212706139818149,0.9294378159691388,0.9215511524434573,0.9443825161226661
-13.206519718259019,1.0968645896733662,1.0874641124350517,1.1145814418091868
-13.200333296699887,1.1189653428582576,1.1088936794017195,1.1371416056912276
-13.194146875140756,1.1156967968726093,1.1055799052850803,1.1337924092113365
-13.187960453581626,1.1109745723939488,1.100901974080135,1.128944272826158
-13.181774032022494,1.1062282232803353,1.0962036766805057,1.1240706232965658
-13.175587610463364,1.1014818741667243,1.0915053792808782,1.119196973766975
-13.169401188904233,1.096735525053113,1.086807081881251,1.1143233242373836
-13.163214767345103,1.0919891759395015,1.0821087844816228,1.1094496747077927
-13.157028345785971,1.0872428268258898,1.0774104870819936,1.1045760251782
-13.15084192422684,1.0824964777122796,1.0727121896823655,1.099702375648609
-13.14465550266771,1.0777501285986677,1.0680138922827382,1.094828726119018
-13.138469081108578,1.0730037794850553,1.063315594883109,1.0899550765894255
-13.132282659549448,1.0682574303714438,1.0586172974834815,1.0850814270598341
-13.126096237990318,1.063511081257832,1.0539190000838536,1.080207777530243
-13.119909816431187,1.058764732144222,1.0492207026842257,1.0753341280006523
-13.113723394872055,1.0540183830306094,1.0445224052845967,1.0704604784710592
-13.107536973312925,1.0492720339169985,1.0398241078849688,1.0655868289414678
-13.101350551753795,1.044525684803387,1.035125810485341,1.0607131794118767
-13.095164130194663,1.039779335689775,1.0304275130857115,1.0558395298822845
-13.088977708635532,1.0350329865761643,1.0257292156860844,1.0509658803526931
-13.082791287076402,1.030286637462553,1.0210309182864565,1.046092230823102
-13.07660486551727,1.0255402883489402,1.0163326208868275,1.04121858129351
-13.07041844395814,1.0207939392353294,1.0116343234871998,1.0363449317639186
-13.06423202239901,1.0160475901217187,1.0069360260875726,1.0314712822343277
-13.058045600839879,1.0113012410081066,1.0022377286879447,1.026597632704736
-13.051859179280747,1.0065548918944944,0.9975394312883155,1.0217239831751437
-13.045672757721617,1.0018085427808838,0.9928411338886877,1.0168503336455528
-13.039486336162486,0.9970621936672731,0.9881428364890604,1.0119766841159616
-13.033299914603354,0.9923158445536601,0.9834445390894313,1.007103034586369
-13.027113493044224,0.9875694954400492,0.9787462416898034,1.0022293850567778
-13.020927071485094,0.9828231463264381,0.9740479442901754,0.9973557355271869
-13.014740649925963,0.9780767972128274,0.9693496468905474,0.992482085997596
-13.008554228366831,0.9733304480992152,0.9646513494909187,0.9876084364680037
-13.002367806807701,0.9685840989856044,0.9599530520912906,0.9827347869384118
-12.99618138524857,0.9638377498719924,0.955254754691663,0.9778611374088206
-12.989994963689439,0.9590914007583803,0.9505564572920339,0.9729874878792284
-12.983808542130308,0.9543450516447689,0.9458581598924066,0.9681138383496376
-12.977622120571178,0.9495987025311581,0.9411598624927785,0.9632401888200461
-12.971435699012046,0.9448523534175451,0.9364615650931493,0.9583665392904537
