dt,bin,x_center,n,w_sum,median_dx,mad_dx,sigma_dx,var_mad_dx,D_mad,median_lo,median_hi,sigma_lo,sigma_hi,var_mad_lo,var_mad_hi
1,1,-13.10688080053512,28500,14281.552749960898,1.0307739132508402,0.35994598131702027,0.5336559119006142,0.28478863230647616,0.14239431615323808,1.029318117956068,1.0412927771009244,0.5254028138642813,0.5527230886135875,0.2760481168165047,0.30550285561648
1,2,-12.760307210399349,30363,14917.08274628281,0.6257613653967464,0.3709288689389467,0.5499391410888824,0.30243305890157773,0.15121652945078887,0.6156759532705351,0.641349267414359,0.5365722647208175,0.5610179413968706,0.2879097952676271,0.31474113056918246
1,3,-12.546027771414032,26560,12435.948861700968,0.6418562119159592,0.4131339966038841,0.6125124633649186,0.37517151777736074,0.18758575888868037,0.6232368314005612,0.6559924266176722,0.5965437613760539,0.6298357223281016,0.355864598550913,0.3966931969300072
1,4,-12.39369367669558,29872,14212.502812822004,0.369754544263726,0.422204740097758,0.625960747668936,0.3918268576222533,0.19591342881112664,0.3624429449127519,0.37865009286073503,0.6140300667254409,0.6387203077255956,0.37703292284284945,0.407963691581003
1,5,-12.262567968992428,31677,14578.34821320316,0.3064468838017014,0.438358805768047,0.6499107654317064,0.42238400302402657,0.21119200151201328,0.2961553263565601,0.3211567594239959,0.6373679822804842,0.6617432368788684,0.4062379722699054,0.43790416835701207
1,6,-12.119670173845613,31328,13466.57124131695,0.1807445421185498,0.4290968958400541,0.6361790577724642,0.4047237935482603,0.20236189677413016,0.1700491457767476,0.18755475905894847,0.633330713355555,0.6490952292119381,0.4011078193074732,0.42132461682002775
1,7,-11.99926593035247,34713,15564.806402553198,-0.0132544174787785,0.4684970420122276,0.6945937144873285,0.4824604282053045,0.24123021410265225,-0.025485356647882297,-0.0066917135731952,0.6814476602856874,0.709993727573549,0.4643709767584546,0.5040911049841502
1,8,-11.88729016568336,33249,13576.97281650009,-0.0167945327551493,0.47182029213775317,0.6995207651234329,0.48932930083887294,0.24466465041943647,-0.0308285371612822,-0.0045034976849862,0.6850886106359025,0.7092574057732673,0.46934640442655756,0.5030460882126478
1,9,-11.730522976511123,34934,13473.032991041471,-0.1274889980316764,0.5049668630671604,0.748663871183372,0.5604975920152726,0.2802487960076363,-0.1401361298555681,-0.1151647228813761,0.7379962144982798,0.7672053526511956,0.5446384145996919,0.5886040579277712
1,10,-11.623114426334194,32296,12435.290226054116,-0.3839846631563492,0.48741598155742405,0.7226429342570369,0.52221281043162,0.26110640521581,-0.4043197071317182,-0.3679432606401871,0.7063645073848712,0.7327616454548558,0.4989508608692099,0.536939705142093
1,11,-11.482398110500611,35411,13310.563597830163,-0.2928877168877708,0.5687128667958063,0.8431736963114624,0.7109418821515343,0.35547094107576716,-0.30614657521571925,-0.2837534304165996,0.824115289435288,0.8574399257440974,0.6791660358183297,0.7352032313082982
1,12,-11.337984021410762,35444,12955.897202482065,-0.5102581633404029,0.5395958498273501,0.8000048069540292,0.6400076911495536,0.3200038455747768,-0.5302512572696827,-0.49514740864037143,0.787024437788854,0.8181032846694106,0.6194075061883898,0.6692930238152313
1,13,-11.196933613601477,33393,11264.271647878082,-0.5392640283364081,0.6021834085770494,0.8927971215563334,0.7970867002592743,0.39854335012963715,-0.5648493504217893,-0.520339675854876,0.88041994183542,0.9091922622637713,0.7751393241918899,0.8266305732266638
1,14,-11.030873545631414,32594,10943.978912910288,-0.5028256889712921,0.641211144877511,0.9506596433953977,0.9037537575806647,0.45187687879033234,-0.5202393652115859,-0.48803275065459595,0.9394903093854189,0.9698908599188918,0.8826420495790137,0.9406882801814151
1,15,-10.870314351771045,33301,11396.016578211917,-0.5093851792710584,0.6632532281124348,0.9833392359994958,0.9669560530560721,0.48347802652803606,-0.5433785009029961,-0.4865735239651145,0.9659961258831095,0.9992990723199922,0.9331485688066721,0.9985987209642236
1,16,-10.692913725426692,32206,10916.24501188879,-0.4700451253277418,0.6475843232557261,0.9601085176589395,0.921808365681246,0.460904182840623,-0.4942283081290802,-0.4421439929899531,0.9405023835945802,0.9830696314618472,0.8845447600798219,0.966425987957373
1,17,-10.485420769753684,31987,10840.733325025378,-0.3769877709728852,0.6316646272662503,0.9365059763849426,0.8770434438047147,0.43852172190235733,-0.39298913458035173,-0.3603626968168321,0.918355954262179,0.9537882391657578,0.843377668523647,0.909712040663815
1,18,-10.227313079662697,31656,11669.61738610693,-0.3310943145346279,0.5646203299705607,0.8371061012143532,0.700746624690295,0.3503733123451475,-0.3522620896830233,-0.3159020424165531,0.8157597022471194,0.8593901794205907,0.6654638981238526,0.7385515690845182
1,19,-9.864686935339282,32333,15722.433933711975,-0.3086043858259426,0.5022673217991986,0.7446615312994919,0.5545207961973041,0.27726039809865205,-0.32686522957898023,-0.2912634021214392,0.7291556689138007,0.7604769373508496,0.5316679954836625,0.5783252094334976
1,20,-9.109785867686664,32937,25119.09970253259,-0.3109207627863188,0.45103159528317593,0.6686994431668366,0.44715894529163736,0.22357947264581868,-0.32661096471610374,-0.2982011566136612,0.6538083763722118,0.6832089586566186,0.4274653961944004,0.46677452743976616
2,1,-13.08684085701425,26977,20529.05937707456,0.9158104292918045,0.514809708515031,0.763256873844385,0.5825610554707035,0.14564026386767587,0.9014602876618624,0.9260680516173174,0.755507824914387,0.7742398859280482,0.570792073506868,0.599447400961877
2,2,-12.737811642677704,29132,20929.153532900757,0.5268737985302518,0.4562073769452564,0.6763730570590372,0.45748051231538756,0.11437012807884689,0.5229046562829041,0.5491726418230893,0.6599413402133394,0.6887625584471174,0.4355226144725255,0.4743938670086585
2,3,-12.52875650764731,29592,20034.088307338803,0.3150509321220642,0.45302785273758245,0.6716590944687397,0.45112593918256744,0.11278148479564186,0.3016029515867888,0.32682280474482817,0.6652132001102046,0.6926352611927176,0.4425086016042907,0.4797436050475041
2,4,-12.383516296048318,28931,18073.940216619398,0.3544581905516786,0.4206599048249391,0.6236703748934547,0.3889647365197423,0.09724118412993557,0.3477293006706823,0.3724651570493211,0.6122952868027423,0.6330052849234807,0.3749055191774727,0.40069570417520745
2,5,-12.258042123406137,24793,15134.098483261148,0.1865668442292385,0.46220401682584544,0.6852636753459984,0.46958630474870594,0.11739657618717649,0.1765203917959681,0.19483658948422194,0.6778717427836047,0.6981968165926217,0.4595101026959943,0.487478794700071
2,6,-12.119670173845613,26905,15446.207727414605,0.0558058260943656,0.42366010736651916,0.6281184751816012,0.39453281886445984,0.09863320471611496,0.0331656902364425,0.06561258938767435,0.6162371769275997,0.6397425143659063,0.37974826050051097,0.4092706287993601
2,7,-11.990270827454374,25437,14149.101579160853,0.070861949262559,0.46806869391134504,0.6939586455929602,0.4815786017932157,0.12039465044830393,0.05500452807547694,0.08843370241598209,0.6820709427637953,0.7063617189504724,0.46522084083335674,0.49894689905758566
2,8,-11.881855902469106,25348,13150.924839614161,-0.0791903469399812,0.4603817231850905,0.6825619427942151,0.4658908057510134,0.11647270143775335,-0.09794354152289383,-0.07126485801376448,0.665233121409404,0.6987400567981961,0.4425352450639585,0.4882376919623956
2,9,-11.730522976511123,27774,13533.69948332573,-0.1568613489251351,0.5128005161083652,0.7602780451822622,0.5780227059861619,0.14450567649654047,-0.1791959884941452,-0.1426853257468376,0.7388067774059977,0.7699000618526156,0.5458355123240849,0.5927461179343777
2,10,-11.62235305010021,23667,11018.208173406409,-0.3348823882949663,0.49951934423541466,0.7405873797634257,0.5484696670648566,0.13711741676621414,-0.3507127765524309,-0.3181090328521133,0.7285293875399166,0.7577282439967225,0.5307551674600901,0.5741521513816519
2,11,-11.487636561575622,24976,11126.46631243813,-0.1804184152623857,0.603142941085043,0.8942197244526846,0.7996289156002352,0.1999072289000588,-0.20649703738419048,-0.1616563729867776,0.8727169170411386,0.9199772721007373,0.7616348849079073,0.8463581822858471
2,12,-11.33691482163398,25335,10778.062173388134,-0.3255670723110526,0.56943536037301,0.8442448652890246,0.7127493925668834,0.17818734814172085,-0.34546473648353265,-0.3099190051678423,0.8285033604812478,0.8639434609428168,0.686417836231141,0.7463984640756308
2,13,-11.201780933616996,24307,9610.74048284087,-0.4015959792852328,0.6042045396749884,0.8957936505221378,0.8024462643157779,0.20061156607894448,-0.4253676326825058,-0.3934606129015314,0.8724446236952543,0.9146613195923591,0.7611596371353463,0.8366056098043109
2,14,-11.037645942581964,24412,9425.573864302742,-0.4254929803002483,0.6429813157220767,0.9532840986895509,0.9087505728143493,0.22718764320358734,-0.4488355513351423,-0.41505497717751233,0.9335176921292007,0.9731024003866005,0.871455281518229,0.9469286315909727
2,15,-10.862047409752975,24794,10548.746462599163,-0.484635573612854,0.6041697852365607,0.8957421235917249,0.802353951976613,0.20058848799415324,-0.49290953120436903,-0.4374218029889448,0.8780809956286071,0.91778757917742,0.7710262611764815,0.8423341505893331
2,16,-10.696023898445857,25047,12336.437860983418,-0.4529930755067344,0.640428057708176,0.9494986383581417,0.9015476642439653,0.22538691606099132,-0.4855259769434372,-0.4256609258441383,0.9232136028965919,0.9761858149985929,0.8523234639427621,0.9529388280485431
2,17,-10.475531522811853,24375,12203.319285311718,-0.4091504534199597,0.6394790100207715,0.9480915802567957,0.8988776445538281,0.22471941113845703,-0.4256173492297659,-0.3859841044962673,0.923921102699865,0.9676799282343445,0.853631278965655,0.9364053860517072
2,18,-10.22210627040428,23479,12298.30808237448,-0.2849649579559532,0.5450119792472492,0.8080347604319716,0.6529201740663538,0.16323004351658846,-0.30697191222171744,-0.2584957639032794,0.7831446695684474,0.8364203594430287,0.6133163643487298,0.6995990337285035
2,19,-9.864980249997657,24026,14638.545621128773,-0.2635446559811019,0.501220841380082,0.7431100194301096,0.5522125009774178,0.13805312524435445,-0.2836275938576819,-0.24219094328673202,0.7214320685720816,0.7645436320052647,0.5204642322596628,0.5845271800570688
2,20,-9.109045138948964,23605,20353.962242324007,-0.2191499238634886,0.42379909911036595,0.6283245443410286,0.39479173302136117,0.09869793325534029,-0.23119729517591725,-0.2058862705650417,0.6163641033449447,0.6417135724540257,0.3799048125737561,0.4117963100153796
3,1,-13.146295375085534,15027,13313.157553004714,0.8985690810119529,0.41282085735729446,0.6120482031179247,0.37460300293988047,0.06243383382331341,0.8921893299317133,0.9074489951787116,0.6014047753645816,0.6292493623508146,0.3616877038313228,0.39595488986710486
3,2,-12.798146634126333,14811,12379.625439791169,0.7387570048066987,0.38123473191136803,0.5652186135317943,0.3194720810828038,0.053245346847133966,0.7233201823435209,0.7761245833993352,0.5469055240140535,0.5792173813750985,0.299105657173714,0.3354927748870263
3,3,-12.53524193257452,21018,17147.33868649868,0.3211829932633723,0.4282734412883986,0.6349582040541798,0.4031719208957094,0.0671953201492849,0.3182980786886702,0.3341877614814148,0.6257073579498221,0.6524432736193531,0.39150969779254685,0.4256825240660787
3,4,-12.392681526138684,16638,13226.709855286572,0.421207701606912,0.3908601676256858,0.5794892845218418,0.3358078308756361,0.055967971812606016,0.4095021873603652,0.4351951056129284,0.5630502485629961,0.5891021128004458,0.31702558240685175,0.3470413283814247
3,5,-12.233950616952855,17910,13891.53598064015,0.2424726918285014,0.4200658785546114,0.6227896715450668,0.3878669749832122,0.06464449583053537,0.22620796133085,0.2519008795834132,0.6011425691577228,0.6426374568258665,0.3613723884535475,0.412982989617259
3,6,-12.114879289464358,18664,13434.663079765929,0.1997069564030056,0.4326269796611282,0.6414127600455886,0.4114103287492998,0.06856838812488329,0.1807116327884532,0.2139102323549924,0.6265394910692653,0.6508740341443288,0.3925517389749073,0.4236370254683521
3,7,-12.002665587667243,18998,14456.824536065898,-0.0463860736130783,0.4670975826930554,0.6925188761007239,0.47958239375580985,0.07993039895930164,-0.0614741110702095,-0.0331796741131622,0.6643865408438138,0.7046976247937423,0.441409481642443,0.496598742389942
3,8,-11.877632359588858,18070,12205.184712219017,-0.0436451167954707,0.42877793692367827,0.6357061692830454,0.40412233366452394,0.06735372227742066,-0.05826203603047983,-0.022717968745604236,0.6174553599162181,0.6519309209240248,0.381251156292819,0.4250139256568471
3,9,-11.729600138011651,19907,12850.951741230252,-0.1621119504061088,0.46729513134728684,0.6928117617354874,0.4799881371990298,0.07999802286650497,-0.17915412105535575,-0.1416791317079457,0.6681988728995378,0.7051113636430275,0.44648977365271014,0.49718207407380804
3,10,-11.627738167514028,20184,13052.996342837181,-0.3970919435559636,0.49468311066982557,0.7334171798790834,0.5379007597417877,0.0896501266236313,-0.4046638049462245,-0.380621854438397,0.7221911381818825,0.747145585976495,0.5215600400684429,0.5582266309053266
3,11,-11.4759946898505,18665,11219.626417097988,-0.3411158215980769,0.4799563907689278,0.7115833449540123,0.5063508568159409,0.0843918094693235,-0.36143406937293,-0.3156514000098157,0.6932648480814911,0.7308195359310009,0.480616157788949,0.5340973830098598
3,12,-11.33691482163398,20510,12102.223171088192,-0.4802738568323264,0.5493170261852622,0.8144174230222697,0.6632757389222346,0.11054595648703909,-0.4972834394627412,-0.45306096038513166,0.7948925238429597,0.834479408440255,0.6318541307283737,0.6963559029317136
3,13,-11.201780933616996,19652,11534.08635643163,-0.6603437446793983,0.5957394921831369,0.8832433711107187,0.7801188526110268,0.13001980876850447,-0.6847900749397411,-0.6412223792543653,0.8565022225733319,0.9023011990511578,0.7335960592937535,0.8141475762465803
3,14,-11.030873545631414,19857,10858.655010537797,-0.4706218441050325,0.6080785349200113,0.9015372358724087,0.8127693876644632,0.13546156461074385,-0.4900729975404108,-0.47054469172763075,0.8758101261438619,0.9160237792464043,0.7670434449176283,0.8390995649780919
3,15,-10.865610801569732,19441,10938.10326269937,-0.7071116645487905,0.6906126690344294,1.023902343110445,1.0483760082270595,0.1747293347045099,-0.724109220031746,-0.6698765582563959,1.0006183355826719,1.0407159480296155,1.0012370535042365,1.0830901275626026
3,16,-10.689617149318902,20206,11620.47345288954,-0.6158900343618754,0.6655428987367262,0.9867339016670702,0.9736437926991194,0.16227396544985323,-0.646289797190347,-0.5971747611485781,0.9613430855451799,1.0029173094549029,0.924181016536474,1.0058431543656459
3,17,-10.494394344738378,19810,11465.879638042727,-0.5832275077543319,0.6313274431314538,0.9360060671866934,0.8761073578103009,0.1460178929683835,-0.6098413562244172,-0.5623107845241915,0.915004528582875,0.959789495208888,0.8372333131052335,0.9211959153673194
3,18,-10.221483621113975,20155,13060.541199735819,-0.4777624891210852,0.6447468994106664,0.955901753066254,0.9137481615151377,0.15229136025252296,-0.511170109491855,-0.4593243998549037,0.9328131802134313,0.9847991685322173,0.8701404291798954,0.9698295698556852
3,19,-9.864746724200458,19863,15904.800747372194,-0.3368869910642935,0.5104363589885974,0.7567729458364945,0.5727052915500458,0.09545088192500763,-0.3638877721221203,-0.3155630528813055,0.7334464782501422,0.7767169037643618,0.5379437523332842,0.6032891690385815
3,20,-9.118373062787605,19393,22563.849025228923,-0.2955883992572055,0.39486854943625715,0.5854321113941948,0.34273075705146494,0.05712179284191082,-0.3082249357731191,-0.28047643392678906,0.5722314397395568,0.5996523455167242,0.3274488269035351,0.35958314992232404
4,1,-13.146295375085534,15997,20136.81233752902,0.9352943087175484,0.46376364581640483,0.6875759812874017,0.4727607300433334,0.059095091255416676,0.9154204576928572,0.963952492266799,0.6555960533072779,0.7062015688588523,0.42980618511207913,0.49872070589470746
