dt,x_star,slope,abs_slope,tau_drift,n_win,n_rows,n_bins_kept,var_mad_pooled,D_mad_pooled,x_star_lo,x_star_hi,slope_lo,slope_hi,tau_drift_lo,tau_drift_hi,var_mad_pooled_lo,var_mad_pooled_hi,D_mad_pooled_lo,D_mad_pooled_hi,n_boot_valid_xstar,n_boot_valid_slope,n_boot_valid_varpool,has_crossing,mean_reverting
1,-12.00749220183757,-0.8242172192981836,0.8242172192981836,1.2132723954147604,5,644754,20,0.759319093224578,0.379659546612289,-12.01572357552271,-12.003535820285997,-0.8555191244389352,-0.7974116514717976,1.1688811464559474,1.2540574571604572,0.7536369660667405,0.766619934178941,0.37681848303337023,0.3833099670894705,300,300,300,True,True
2,-11.939072058038407,-0.6299577185669314,0.6299577185669314,3.1748162472708956,5,512912,20,0.6883485733770391,0.17208714334425979,-11.947661117341623,-11.93063011959803,-0.799720226984847,-0.6024381016592075,2.5008746208622084,3.3198443371730844,0.6805617313689362,0.6975664418032801,0.17014043284223404,0.17439161045082002,300,300,300,True,True
3,-12.02381674758273,-0.8392050848488303,0.8392050848488303,3.5748115140894354,5,378779,20,0.7191350115964965,0.11985583526608275,-12.029077293671097,-12.01732463254641,-0.8864889434460291,-0.7938929443761793,3.3841419547012954,3.7788470777387406,0.7108843136546944,0.7249778000509556,0.11848071894244908,0.12082963334182593,300,300,300,True,True
4,-11.888767530434855,-0.8128111546277392,0.8128111546277392,4.921192305526327,5,267771,20,0.6632494599796663,0.08290618249745829,-11.916173678336929,-11.870754535409674,-0.8753739633480259,-0.77022932325014,4.569475776057965,5.193259413783524,0.656223085013317,0.6699513621398484,0.08202788562666463,0.08374392026748105,300,300,300,True,True
5,-11.972696582905638,-0.8215046822122056,0.8215046822122056,6.086392577259144,5,122711,20,0.7599870269351712,0.07599870269351712,-12.020356127997506,-11.944400386256596,-1.1139952090511507,-0.7323711870336641,4.488380136299926,6.827152237794137,0.7367335055150646,0.7786675044815018,0.07367335055150646,0.07786675044815017,300,300,300,True,True
