rep,n,ou_a,ou_b,ou_x_star,ou_tau,ou_sse,ou_aic,ou_bic,tanh_A,tanh_Delta,tanh_x_star,tanh_tau_local,tanh_sse,tanh_aic,tanh_bic,rat_A,rat_Delta,rat_x_star,rat_tau_local,rat_sse,rat_aic,rat_bic,hinge_a,hinge_b,hinge_A,hinge_x_c,hinge_Delta,hinge_tau_from_b,hinge_sse,hinge_aic,hinge_bic,delta_aic_tanh,delta_bic_tanh,delta_aic_rat,delta_bic_rat,delta_aic_hinge,delta_bic_hinge
0,74506,-2.087796201154937,-0.21317455674685348,-9.793833903143573,4.690991341839674,24689.43340328964,-82288.19770291909,-82269.76043304302,0.35613960052264537,0.8328287957697382,-10.05067538692555,2.338489722983733,23931.740952926324,-84608.52763133461,-84580.8717265205,0.38185266914770954,0.8491662273001285,-10.054633839981802,2.223805922832639,23952.303108216038,-84544.53955070279,-84516.88364588868,-5.590533114403579,-0.5721274371128722,0.17652737633146312,-10.385253519510147,0.8716926328323966,1.7478623382341214,23142.76556491652,-87102.22371642162,-87056.13054173143,-2320.329928415522,-2311.1112934774865,-2256.3418477836967,-2247.1232128456613,-4814.026013502531,-4786.37010868841
1,73875,-2.1926085606743513,-0.22338553023829882,-9.815356251299551,4.4765656886246825,24586.27460863574,-81272.25044493387,-81253.83018542446,0.36422267960414434,0.8408322994074052,-10.062787199507618,2.3085665624152356,23901.877148504635,-83355.8411942389,-83328.21080497478,0.3944345230137718,0.8769788930021861,-10.064305625862868,2.2233826955648253,23923.05934580544,-83290.40106853764,-83262.77067927351,-5.307794518537152,-0.5475164533543061,0.19966806113939337,-10.421774275765376,0.8141539472401972,1.8264291308025495,23130.8851683387,-85774.07337317927,-85728.02272440573,-2083.5907493050327,-2074.380619550313,-2018.1506236037676,-2008.940493849048,-4501.822928245398,-4474.192538981268
2,74388,-2.0767330295363813,-0.2120981899910016,-9.791375539906719,4.714797424921097,24267.669017994707,-83321.693439189,-83303.25933935402,0.35164080601169506,0.8188056445863537,-10.056621884736165,2.3285285171343895,23527.537991108984,-85623.74322908022,-85596.09207932776,0.3777816113818496,0.8388737592051266,-10.059210374649778,2.2205256527354367,23549.36953569126,-85554.74952749183,-85527.09837773937,-5.662609672929242,-0.5791673181382556,0.17458518114581367,-10.413147308167835,0.8677300206774481,1.726616762863138,22707.906544791884,-88257.42229565582,-88211.33704606838,-2302.049789891229,-2292.8327399737464,-2233.0560883028375,-2223.839038385355,-4935.728856466827,-4908.0777067143645
3,74732,-2.1439177832847767,-0.21889961281106463,-9.794068412241655,4.568304105969864,24642.047082112203,-82907.72871497969,-82889.28538766054,0.36277287112644285,0.8518432529993675,-10.038106545830008,2.3481448608720834,23934.27303021081,-85083.6258386413,-85055.96084766256,0.39162028987288466,0.8819489800367195,-10.039997685174848,2.2520512926513327,23955.651757714728,-85016.90302890504,-84989.2380379263,-5.341900657676198,-0.5461896604014436,0.17894099540067757,-10.266265329476525,0.8565689487242162,1.8308658557633821,23202.79757838529,-87399.20197358337,-87353.09365528547,-2175.8971236616053,-2166.6754600020213,-2109.174313925352,-2099.952650265768,-4491.473258603684,-4463.808267624932
4,74087,-2.11133012149144,-0.21551783974051394,-9.796544564633288,4.639987117558397,24528.67406258424,-81891.56792857696,-81873.14193786237,0.3567073685514475,0.8324297054368712,-10.047289365071421,2.3336487519651863,23769.351501144993,-84219.29323498337,-84191.65424891148,0.3833647287767722,0.8522611285308681,-10.050202634117047,2.2231078254127223,23790.25838917675,-84154.15692638229,-84126.5179403104,-5.578508640735112,-0.5698106859202502,0.1715949039793121,-10.346792874578302,0.9194267110645765,1.7549688426516423,23034.39860847021,-86542.24058245937,-86496.17560567289,-2327.7253064064134,-2318.5123110491113,-2262.588997805331,-2253.376002448029,-4650.672653882415,-4623.033667810523
5,74085,-2.135702551537067,-0.2178362181366312,-9.80416649630555,4.590604852370234,24303.3095611365,-82571.18142496001,-82552.75548823673,0.3567471413348621,0.8200256360811496,-10.058912496711487,2.2986186603004324,23581.917186295195,-84801.53580345819,-84773.89689837326,0.3830269873135912,0.8383025808201275,-10.062823271085778,2.188625367365548,23602.330723561383,-84737.43233377437,-84709.79342868945,-4.880909674339556,-0.5033606315567509,0.20264560415484165,-10.30194704079399,0.7457789304505101,1.9866472213118558,22827.57429718252,-87206.11273385199,-87160.04789204377,-2230.354378498174,-2221.141410136537,-2166.250908814356,-2157.0379404527193,-4634.9313088919735,-4607.292403807049
6,74153,-2.0491315011581115,-0.20937812691238783,-9.786750561655134,4.776048075062014,24306.953110897757,-82703.88928275276,-82685.4615111422,0.35806829952296887,0.8393009628298975,-10.046171953685894,2.343968913048275,23451.708969148174,-85357.98124630791,-85330.33958889208,0.384298846342126,0.8581910021367603,-10.049707811291261,2.233134474134608,23476.86307680127,-85278.48798060165,-85250.84632318582,-6.976128587799437,-0.7007016607078965,0.1051018075159926,-10.488290782094582,1.1544087376187824,1.4271409018636148,22688.956444809926,-87805.85490054,-87759.7854715136,-2654.0919635551545,-2644.878077749876,-2574.5986978488945,-2565.384812043616,-5101.965617787238,-5074.323960371403
7,73967,-2.030874206114307,-0.20749781053695815,-9.787448845165432,4.819327960194966,24667.904259551073,-81220.35148525695,-81201.9287366034,0.3472709177019824,0.7890613863299266,-10.059512092437547,2.2721781355934785,23834.766167774615,-83759.68731913726,-83732.05319615692,0.37148160024973814,0.8010489677292536,-10.062142864041947,2.1563624340767555,23858.57008357585,-83685.85292109931,-83658.21879811898,-6.080792229867079,-0.6126432722794516,0.13297386749382148,-10.258655237539829,0.9711710026509085,1.6322712502486425,23090.795232818273,-86101.27074473552,-86055.21387310163,-2539.335833880308,-2530.1244595535245,-2465.501435842365,-2456.2900615155813,-4880.919259478571,-4853.285136498234
8,74261,-2.110123383545278,-0.2152059613081316,-9.805134442925613,4.6467114290026625,24597.972244108372,-82048.605544025,-82030.17486163732,0.3586734047721425,0.8437364221772282,-10.052778849749883,2.352380775801417,23872.839832504586,-84268.68821684661,-84241.0421932651,0.3865603478141954,0.870336672818697,-10.054854515621056,2.251489780935923,23892.26419426649,-84208.28962093823,-84180.64359735671,-5.4836515773794625,-0.5639027929556125,0.18670309287299305,-10.434990372435596,0.8803127479083542,1.7733552883443775,23137.205664116987,-86589.0164799855,-86542.9397740163,-2220.0826728216052,-2210.867331627771,-2159.684076913225,-2150.4687357193907,-4540.410935960492,-4512.764912378974
9,74219,-2.130469371909852,-0.2175692830264679,-9.792142265094814,4.5962370518927855,24596.24401497262,-81965.42543983684,-81946.99588891471,0.3590026566450596,0.837054188221267,-10.04660693133415,2.331610011033566,23932.84698905338,-83992.71262267388,-83965.06829629067,0.38601770183962575,0.858682455936408,-10.049120893211272,2.2244639347994326,23950.688967426027,-83937.40284541235,-83909.75851902914,-5.572519554472801,-0.5718899372756654,0.1806490241556363,-10.417046826588061,0.8998380657583291,1.7485882069611844,23177.453392662308,-86369.0567296523,-86322.98285234696,-2027.2871828370407,-2018.072407375963,-1971.9774055755115,-1962.7626301144337,-4403.631289815457,-4375.986963432253
10,74440,-2.218188065038872,-0.2258813930906865,-9.820145142049471,4.427102145587183,24691.259288928264,-82143.82471791247,-82125.38922049096,0.3606433394294663,0.8185361404416565,-10.065127961769361,2.2696555043455713,24037.071108594148,-84140.6904194649,-84113.03717333263,0.3879618617389213,0.8407864232482175,-10.067776731657156,2.1671883403168746,24056.697558518455,-84079.93439830214,-84052.28115216987,-5.250549357886974,-0.5395704900701096,0.19728552380677114,-10.34452816185359,0.7936121031665504,1.853325966492467,23271.801984622045,-86545.18588089925,-86499.09713734547,-1996.8657015524223,-1987.6479528416676,-1936.1096803896653,-1926.8919316789106,-4401.361162986781,-4373.707916854502
11,74527,-2.1042764709608437,-0.21504244458095792,-9.78540062200901,4.65024475493035,24690.26886320946,-82329.87339360094,-82311.4355600913,0.355373334035081,0.8339996466436278,-10.038668392034948,2.3468267502628626,23970.232801542836,-84533.60670012295,-84505.94994985849,0.38254342147217624,0.8586439156083359,-10.040087421029037,2.244565890857407,23992.07075120256,-84465.74019387944,-84438.08344361497,-5.979780035676067,-0.6064894129539896,0.1471573637935676,-10.337669488133296,0.9780447742325622,1.6488333986398267,23209.95672718611,-86931.71659990918,-86885.6220161351,-2203.7333065220155,-2194.514389767195,-2135.866800278498,-2126.6478835236776,-4601.843206308244,-4574.186456043797
12,73684,-2.119546255996379,-0.2160696386432226,-9.809551537669785,4.628137512884051,24525.30981965889,-81054.29774904583,-81035.88266712929,0.3493723316771032,0.7555781331991216,-10.08191665487461,2.1626730702230934,23688.2130939452,-83611.19950033845,-83583.57687746364,0.3721686690882419,0.7583779512827801,-10.086139980374721,2.037726477999058,23709.93540423443,-83543.66155321916,-83516.03893034435,-4.982981050987471,-0.508554445221586,0.19500687812080444,-10.201021353095049,0.6753125880865374,1.9663577998306212,22893.490541300584,-86121.66395973047,-86075.62625493911,-2556.901751292622,-2547.6942103343463,-2489.3638041733357,-2480.15626321506,-5067.366210684646,-5039.743587809819
13,73810,-2.093048209044519,-0.21344260818214808,-9.806140521195044,4.685100170564905,24335.41066635381,-81892.74945308566,-81874.33095408014,0.34088068146493666,0.7475089739029405,-10.082209819762358,2.1928757320318546,23545.71567033168,-84325.64094205185,-84298.01319354355,0.36360449619374846,0.7527886181641891,-10.085629121186578,2.0703501360529435,23566.469339420182,-84260.61197282907,-84232.98422432077,-5.212983271494198,-0.5309736573485043,0.1828954878689469,-10.239088991354182,0.7389895448659949,1.8833326025883248,22765.343122673963,-86809.37289439689,-86763.32664688307,-2432.891488966183,-2423.6822394634073,-2367.862519743401,-2358.6532702406257,-4916.623441311225,-4888.995692802928
14,74387,-2.099519540133465,-0.21431532751692753,-9.796404039126115,4.666021845409148,24515.315367037336,-82564.3170343448,-82545.88296139606,0.35577168560028,0.821122367750397,-10.051522181722927,2.3080037028943114,23739.096246576784,-84955.69790243162,-84928.04679300851,0.3821573626363055,0.840991459773437,-10.05418082210226,2.200641782672648,23761.7457043779,-84884.75914530904,-84857.10803588593,-5.434793177916071,-0.552202257490978,0.1679230297328083,-10.215134329185345,0.8392046402074111,1.8109306625142478,22972.408468458,-87393.78262086865,-87347.69743849679,-2391.380868086824,-2382.163831612459,-2320.4421109642426,-2311.2250744898774,-4829.465586523846,-4801.8144771007355
15,74401,-2.061493660033802,-0.2103998111249017,-9.797982464965319,4.752855977643251,24591.000702309222,-82364.51616808001,-82346.08171875683,0.35762389428505315,0.8535980621918381,-10.051502468389149,2.386859703259806,23819.579868396002,-84733.87133279997,-84706.2196588152,0.3843387798729755,0.875571836425247,-10.054987524069144,2.278125139270684,23842.84947927217,-84661.22365285386,-84633.57197886909,-7.892773060198276,-0.7942137119345694,0.10597045562526602,-10.837875167817478,1.2415143677913392,1.2591069443565388,23034.35154142786,-87223.88801359021,-87177.80189028227,-2369.355164719964,-2360.1379400583683,-2296.707484773855,-2287.4902601122594,-4859.371845510206,-4831.720171525434
16,74194,-2.1080232020476384,-0.21501602215389667,-9.804028466952248,4.650816204218748,24694.9717069399,-81615.60529517874,-81597.17641805204,0.3503496549839202,0.8008491245165473,-10.06732564354781,2.2858567523159214,23965.945906066994,-83836.88386470989,-83809.24054901983,0.3753990092113708,0.8150689598638695,-10.07030364576281,2.1712070087136,23986.505482006804,-83773.26262214182,-83745.61930645176,-5.68689136876549,-0.5783419296398852,0.1680250532980606,-10.334868789046551,0.870768309661494,1.7290809273031054,23173.24949772007,-86328.42336260912,-86282.35116979235,-2221.278569531147,-2212.0641309677885,-2157.6573269630753,-2148.442888399717,-4712.818067430373,-4685.174751740313
17,74486,-2.083059197349745,-0.21293152703442775,-9.782765503827653,4.696345411726256,25057.59125909474,-81143.60791518498,-81125.17118225049,0.34601257844501726,0.7668207441627009,-10.06613804380152,2.216164359136301,24287.21012749388,-83467.57823835056,-83439.92313894883,0.3678445740652055,0.7656840228314039,-10.071589905793154,2.0815422513087714,24308.907777618133,-83401.06381933023,-83373.4087199285,-5.060151871649035,-0.5153807525180201,0.18163221539208488,-10.183338271312865,0.6998010940327716,1.940313050330756,23473.325210083854,-86002.44848929909,-85956.35665696286,-2323.970323165573,-2314.751956698339,-2257.455904145245,-2248.237537678011,-4858.840574114103,-4831.1854747123725
