bin,x0_lo,x0_hi,x0_mid,n,resid_med,mad,sigma_mad,var_mad,mean_resid2,D_var_mad,D_mean_resid2,D_mad2,model,dt,obs_class,weight_col,weight_cap_q,nbins_diff,min_per_bin_diff
0,-12.181254346275065,-11.207828667631707,-11.37606478592881,3710,0.27640690923647493,0.2775026873623012,0.41142548428334774,0.1692709291177872,0.29043193062014655,0.0846354645588936,0.14521596531007328,0.03850387074664954,OU_linear,1,TT,unweighted,,20,200
1,-11.207828667631707,-10.980548609474782,-11.090484107925846,3706,0.15083140677372614,0.3053349012164053,0.4526895245434424,0.20492780563136795,0.23740834747579526,0.10246390281568397,0.11870417373789763,0.046614700950415984,OU_linear,1,TT,unweighted,,20,200
2,-10.980548609474782,-10.788405207690138,-10.885768709289078,3718,0.1117445618897197,0.32498628986950384,0.48182467336052637,0.23215501585897794,0.24036292193354053,0.11607750792948897,0.12018146096677026,0.052808044301572585,OU_linear,1,TT,unweighted,,20,200
3,-10.788405207690138,-10.626385769832822,-10.702646511820571,3709,0.0698098618990936,0.3222178628486417,0.47772020345939614,0.22821659279328685,0.23721385705397713,0.11410829639664342,0.11860692852698856,0.05191217556937303,OU_linear,1,TT,unweighted,,20,200
4,-10.626385769832822,-10.491988829193804,-10.557747008373676,3701,0.02035889471424479,0.3231685778273974,0.47912973348689936,0.2295653015112272,0.23556762605597623,0.1147826507556136,0.11778381302798811,0.0522189648474913,OU_linear,1,TT,unweighted,,20,200
5,-10.491988829193804,-10.37461125256336,-10.430795769446371,3719,-0.03440035367941713,0.3474303198828959,0.5151001922583814,0.26532820806462154,0.28771329980883276,0.13266410403231077,0.14385664990441638,0.060353913586965686,OU_linear,1,TT,unweighted,,20,200
6,-10.37461125256336,-10.265879845210724,-10.319402067702468,3708,-0.07789071151435438,0.3678291276583737,0.5453434646663049,0.29739949445424935,0.31876779914091913,0.14869974722712467,0.15938389957045956,0.06764913357696009,OU_linear,1,TT,unweighted,,20,200
7,-10.265879845210724,-10.162060162824435,-10.213199587383286,3716,-0.09105705324809649,0.3795595256532349,0.5627349527334861,0.3166706270279588,0.3254431186475264,0.1583353135139794,0.1627215593237632,0.07203271675705435,OU_linear,1,TT,unweighted,,20,200
8,-10.162060162824435,-10.059801214586257,-10.112548291637587,3709,-0.07089162068925292,0.3836730435655129,0.5688336543902294,0.3235717263669429,0.3318619200069332,0.16178586318347146,0.1659309600034666,0.07360250217941199,OU_linear,1,TT,unweighted,,20,200
9,-10.059801214586257,-9.957319323621874,-10.008931052930862,3712,-0.1265607732915261,0.392231025804618,0.5815217188579266,0.3381675095034774,0.34541747740855366,0.1690837547517387,0.17270873870427683,0.07692258880187146,OU_linear,1,TT,unweighted,,20,200
10,-9.957319323621874,-9.843252484957032,-9.901055335150536,3711,-0.1303021414621157,0.4005683419495262,0.5938826237743675,0.35269657082112693,0.3525878549998277,0.17634828541056347,0.17629392749991385,0.08022749828609627,OU_linear,1,TT,unweighted,,20,200
11,-9.843252484957032,-9.72114106863108,-9.780449286333084,3713,-0.14145209481101734,0.3925414136967226,0.5819818999467609,0.33870293186564154,0.34907558691496077,0.16935146593282077,0.17453779345748038,0.07704438073351075,OU_linear,1,TT,unweighted,,20,200
12,-9.72114106863108,-9.59732047300703,-9.661090811410036,3711,-0.09814239999435685,0.38722870162949746,0.5741052730358929,0.3295968645276171,0.3458538210007781,0.16479843226380855,0.17292691050038905,0.07497303368283319,OU_linear,1,TT,unweighted,,20,200
