metric,mean,lo,hi
int_abs_J,1.5152625339821275,1.4792951414694477,1.5495985690308605
int_sq_J,1.418255859460205,1.3494101475880094,1.4770139548384966
int_signed_J,0.22638264335805347,0.22320931771587324,0.22964997372179805
mean_signed_J,0.0585495550070105,0.05772883482508328,0.05939458771808974
int_abs_S,61.96174471989402,60.76705577764373,62.95559674363111
int_sq_S,2347.3534600314165,2224.4811721407104,2450.8924880066074
p_emp_int,1.0,0.9999999999999998,1.0000000000000002
