x,J_mean,J_lo,J_hi
-13.212706139818149,-0.06337760701550314,-0.07720895986447257,-0.04814009362361285
-13.206519718259019,0.20165644402086944,0.1899312822710014,0.2131664789186746
-13.200333296699887,0.3901911236954032,0.36812506106364073,0.41381550060383415
-13.194146875140756,0.46567547421202826,0.4376653189804476,0.4941705288742302
-13.187960453581626,0.4422080345140947,0.4150081530275744,0.4696764952191666
-13.181774032022494,0.35082544470198745,0.331024134567898,0.37274212986932126
-13.175587610463364,0.2160434533536539,0.2026355297515349,0.23178323269632164
-13.169401188904233,0.06070239636771645,0.04984836459271892,0.0713292924654981
-13.163214767345103,-0.08172838160083068,-0.09640931257776948,-0.06764875107636854
-13.157028345785971,-0.17644411971414578,-0.1940803084662179,-0.1585354143566824
-13.15084192422684,-0.21602182447492468,-0.23596825137025715,-0.19683491753817128
-13.14465550266771,-0.2347258660447235,-0.2559342535691593,-0.21568688644903217
-13.138469081108578,-0.2834887456927847,-0.3072462723933043,-0.2620229135133974
-13.132282659549448,-0.38314380744323684,-0.41435011295951363,-0.35671454678539516
-13.126096237990318,-0.5003463976980131,-0.5378591670116727,-0.46835234394502157
-13.119909816431187,-0.569084937841255,-0.6102563376867219,-0.5305080479484622
-13.113723394872055,-0.5353537276165791,-0.5785481532669556,-0.49637463465484233
-13.107536973312925,-0.3853152390459331,-0.42261283091582175,-0.3507369537643276
-13.101350551753795,-0.1429183603623255,-0.1716515423910849,-0.11653260795725628
-13.095164130194663,0.1460462364775331,0.12549282739418643,0.16401300448410777
-13.088977708635532,0.42682714802190935,0.4058293982071967,0.446699975962898
-13.082791287076402,0.6489175299664274,0.6225744380826175,0.6793711062365657
-13.07660486551727,0.7854813244330545,0.75373692470952,0.8234910914891062
-13.07041844395814,0.845304148006554,0.8115098206453956,0.8869064056758722
-13.06423202239901,0.8572474645452131,0.8215796365462246,0.8993770014244328
-13.058045600839879,0.834738862795009,0.800719260793502,0.874062163537178
-13.051859179280747,0.7581029762622741,0.7264438550309328,0.7931429865266251
-13.045672757721617,0.6003965248131751,0.5749607127200725,0.6258521165626176
-13.039486336162486,0.37338321184232837,0.3548627703187209,0.3915008219215365
-13.033299914603354,0.1419014673308444,0.12850482980899627,0.15626282355691543
-13.027113493044224,-0.01434774467735796,-0.03113469941304299,0.0013745933526536937
-13.020927071485094,-0.05590468599058623,-0.07405027344486849,-0.0388725458597825
-13.014740649925963,-0.003530813853736914,-0.02176679920194671,0.012792218890082358
-13.008554228366831,0.08892585052495612,0.0724062972265644,0.1043563853782986
-13.002367806807701,0.175701544428048,0.16027189526479677,0.19093532092725526
-12.99618138524857,0.23977954435306129,0.2249087616243782,0.25523373101564306
-12.989994963689439,0.28886770813522256,0.2733544680272834,0.30454562418442715
-12.983808542130308,0.341726703622067,0.325887696926085,0.35837532712134307
-12.977622120571178,0.41485328355786294,0.397396566187024,0.4317035503863829
-12.971435699012046,0.5110086768847877,0.4928338652678617,0.5291722845393712
-12.965249277452916,0.6123197569002597,0.5915425069667442,0.6371098074428303
-12.959062855893785,0.6830208808150603,0.6589762569462226,0.7123949676312855
-12.952876434334655,0.6825117633041745,0.6565530963913815,0.7153204444540634
-12.946690012775523,0.5833670868418173,0.5617173532960666,0.611146832354785
-12.940503591216393,0.3870476283536421,0.3731122490415058,0.4016328326518353
-12.934317169657263,0.13083224507711702,0.11886418991725821,0.14114349274964255
-12.92813074809813,-0.11925213843640664,-0.13915158143373502,-0.10098955697598741
-12.921944326539,-0.29096827622901217,-0.31961238212082466,-0.2618854614924922
-12.91575790497987,-0.33732544342593085,-0.3681973507370121,-0.3025108354623262
-12.90957148342074,-0.26192017884462976,-0.2939486981169343,-0.23065204845311893
-12.903385061861607,-0.1220534447103832,-0.15327115100168123,-0.0942709279583301
-12.897198640302477,-0.003929629961463769,-0.042060582835978765,0.022350505909847253
-12.891012218743347,0.019698952947559637,-0.01932411429625448,0.048119250642342286
-12.884825797184215,-0.07162625148301836,-0.11534035449374276,-0.031816430527502285
-12.878639375625085,-0.23144102630917754,-0.2850717726881778,-0.1812196413239609
-12.872452954065954,-0.36681742175537446,-0.4199673371784396,-0.3048898916819496
-12.866266532506824,-0.38876659833962784,-0.4356056581799724,-0.326379914319554
-12.860080110947692,-0.2693758999346974,-0.30653733754666806,-0.22499472646231772
-12.853893689388562,-0.07147743712578608,-0.09952698563404594,-0.04204803649430309
-12.847707267829431,0.07596908575303088,0.05010527353875378,0.10490741463778432
-12.8415208462703,0.0547553720544626,0.025213147846726548,0.08727248063671034
-12.835334424711169,-0.15337596921275565,-0.1845284449193017,-0.11523523620314176
-12.829148003152039,-0.42712542487665156,-0.46278740122104595,-0.3891207888067156
-12.822961581592907,-0.5593264670398412,-0.5977099791427252,-0.5179939980001744
-12.816775160033776,-0.38735432954819493,-0.4210584846635653,-0.35163550496937285
-12.810588738474646,0.08240947531204038,0.05525515663872195,0.1204406128662427
-12.804402316915516,0.6523038174327298,0.6092060050942644,0.697798142006687
-12.798215895356384,1.0433576304629877,0.9818028172651999,1.1045288785525296
-12.792029473797253,1.066740325496259,1.003538423743647,1.1313972837517843
-12.785843052238123,0.7368538102910922,0.6842844744710181,0.787251611205745
-12.779656630678991,0.25144951022297213,0.20896808615143797,0.3000278266209673
-12.77347020911986,-0.13905546067937816,-0.1765735654079922,-0.0836663938868081
-12.76728378756073,-0.28091263413334167,-0.3187944536870752,-0.22417441706380778
-12.7610973660016,-0.1913206922591722,-0.22922642216842282,-0.14064360831056474
-12.754910944442468,-0.019407735830084025,-0.05903832528243991,0.018757725784790527
-12.748724522883338,0.06980553832287273,0.026198206734977462,0.1074587833075174
-12.742538101324207,0.0033940085765774503,-0.043312373786292824,0.04658408163628144
-12.736351679765075,-0.17249586822163798,-0.2182417316086982,-0.12009961726986405
-12.730165258205945,-0.35196022389826015,-0.39759125125079114,-0.2916648176557823
-12.723978836646815,-0.45305892222517125,-0.4983600588248051,-0.3914092685518416
-12.717792415087683,-0.45703382549307137,-0.496890814728954,-0.40325367735469936
-12.711605993528552,-0.3880060241937875,-0.42427234515320295,-0.34564593154217554
-12.705419571969422,-0.274406119067592,-0.3104856462966873,-0.2336169897821783
-12.699233150410292,-0.1377389742010655,-0.17460277917572672,-0.09062125843598856
-12.69304672885116,-0.010488638075248065,-0.05481944045355855,0.04147454964617175
-12.68686030729203,0.054566428156492514,0.004962682205517504,0.1148483933316712
-12.680673885732899,0.011752574738806858,-0.048824834777844495,0.0775509768679787
-12.674487464173767,-0.1338154769628451,-0.19640759281148232,-0.06072664686535803
-12.668301042614637,-0.31651181434645975,-0.3904047833906404,-0.2345763503763693
-12.662114621055506,-0.45388147551151115,-0.5338955968072258,-0.3652905314748065
-12.655928199496376,-0.5018932240877276,-0.5875658849708219,-0.4068949948920562
-12.649741777937244,-0.46364774346930837,-0.5528176019605526,-0.36401670049325063
-12.643555356378114,-0.3481700811230404,-0.4484139472079034,-0.24922062529426273
-12.637368934818983,-0.1353925754437426,-0.22604758703040106,-0.04292485697691839
-12.631182513259851,0.20832058349478333,0.12275365042388334,0.29793590367740713
-12.624996091700721,0.684006805822156,0.6203286270184063,0.7559147722961375
-12.61880967014159,1.2340531056419972,1.1608890855473222,1.299243870846411
-12.612623248582459,1.7542674308658215,1.6901397695828941,1.8136419137271262
-12.606436827023328,2.1237624821262937,2.0519810969305254,2.1874273507704025
-12.600250405464198,2.2359968544386812,2.1617454820538624,2.302627610008477
-12.594063983905068,2.0327328429603266,1.9707843840531034,2.0894678575232044
