model,obs_class,alpha,alpha_label,condition_label,JS,KS,int_abs_J,int_abs_S,mean_abs_J,mean_abs_S,mean_ratio,median_ratio,n_grid,grid_csv,summary_json,tag
hinge_plateau_smooth,ALL_unweighted,0.02,p=0.02,ALL_unweighted | p=0.02,0.03838080623845795,0.19971538569722275,0.7413138463464453,20.816659653464168,0.17647822456186762,4.961929669812978,1.2059764733317275,0.7018599248822861,500,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/ALL_p02_unweighted/fp.grid.csv,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/ALL_p02_unweighted/fp.summary.json,fp
hinge_plateau_smooth,TT_unweighted,0.02,p=0.02,TT_unweighted | p=0.02,0.04016584871406016,0.19823866243949273,0.17680572197432742,1.5621544930169557,0.040248080947369966,0.3557887005157822,1.3405747660619467,0.7307856911964137,500,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/TT_p02_unweighted/fp.grid.csv,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/TT_p02_unweighted/fp.summary.json,fp
hinge_plateau_smooth,TT_w_clone,0.02,p=0.02,TT_w_clone | p=0.02,0.02230494558616097,0.13815428701212057,0.19302235041832788,2.1552911783406605,0.04395550724928107,0.4906276508459713,1.2664789122778584,0.8873172338779834,500,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/TT_p02_w_clone/fp.grid.csv,/Users/palmieri/Documents/tcr-dynamics_vs6/results/8-fp_stationary/TT_p02_w_clone/fp.summary.json,fp
