x_mid,var_est,n,D_est,rep,model,diffusion_source
-10.987550453686564,0.13582655314221778,1237,0.06791327657110889,0,hinge_plateau_smooth,recompute_from_transitions
-10.773834888863306,0.14308269479596947,1230,0.07154134739798473,0,hinge_plateau_smooth,recompute_from_transitions
-10.621974151198414,0.1808186840343372,1244,0.0904093420171686,0,hinge_plateau_smooth,recompute_from_transitions
-10.480404368933112,0.23060235465971918,1237,0.11530117732985959,0,hinge_plateau_smooth,recompute_from_transitions
-10.34631091685875,0.16461040521613637,1236,0.08230520260806819,0,hinge_plateau_smooth,recompute_from_transitions
-10.235379207094828,0.20124614949955458,1239,0.10062307474977729,0,hinge_plateau_smooth,recompute_from_transitions
-10.141934239439152,0.16830895946523078,1238,0.08415447973261539,0,hinge_plateau_smooth,recompute_from_transitions
-10.06771465890415,0.17974526443789862,1233,0.08987263221894931,0,hinge_plateau_smooth,recompute_from_transitions
-9.9905955202591,0.22710724243432692,1241,0.11355362121716346,0,hinge_plateau_smooth,recompute_from_transitions
-9.917375589943257,0.2707154597161861,1236,0.13535772985809305,0,hinge_plateau_smooth,recompute_from_transitions
-9.847755833120235,0.2858567030815068,1236,0.1429283515407534,0,hinge_plateau_smooth,recompute_from_transitions
-9.778242710243113,0.27472595838771013,1238,0.13736297919385507,0,hinge_plateau_smooth,recompute_from_transitions
-9.715387454885354,0.32070381618414345,1239,0.16035190809207173,0,hinge_plateau_smooth,recompute_from_transitions
-9.650579434714412,0.23104550635917437,1231,0.11552275317958718,0,hinge_plateau_smooth,recompute_from_transitions
-9.582315905030123,0.23923796681512322,1238,0.11961898340756161,0,hinge_plateau_smooth,recompute_from_transitions
-9.517710691633875,0.28002188660141825,1240,0.14001094330070912,0,hinge_plateau_smooth,recompute_from_transitions
-9.451483687395584,0.2914099152588735,1238,0.14570495762943675,0,hinge_plateau_smooth,recompute_from_transitions
-9.377817455953346,0.31986392133356084,1236,0.15993196066678042,0,hinge_plateau_smooth,recompute_from_transitions
-9.30602893602127,0.22788702181039383,1239,0.11394351090519692,0,hinge_plateau_smooth,recompute_from_transitions
-9.22952596136292,0.24848638895429717,1236,0.12424319447714859,0,hinge_plateau_smooth,recompute_from_transitions
-9.15570567820152,0.26552073930877906,1239,0.13276036965438953,0,hinge_plateau_smooth,recompute_from_transitions
-9.077101946072903,0.2772649780714941,1232,0.13863248903574704,0,hinge_plateau_smooth,recompute_from_transitions
-8.984652989938247,0.22255407497671986,1241,0.11127703748835993,0,hinge_plateau_smooth,recompute_from_transitions
-8.884678668185998,0.19842948024435214,1237,0.09921474012217607,0,hinge_plateau_smooth,recompute_from_transitions
-8.785020445022502,0.2540978734706689,1234,0.12704893673533446,0,hinge_plateau_smooth,recompute_from_transitions
-8.663695130194744,0.2517939344476519,1241,0.12589696722382596,0,hinge_plateau_smooth,recompute_from_transitions
-8.509394856502341,0.2567114159383727,1234,0.12835570796918636,0,hinge_plateau_smooth,recompute_from_transitions
-8.328851255682693,0.3100435096866528,1241,0.1550217548433264,0,hinge_plateau_smooth,recompute_from_transitions
-8.12735118798228,0.25979998011958555,1235,0.12989999005979277,0,hinge_plateau_smooth,recompute_from_transitions
-7.835200654676124,0.22420526691770395,1235,0.11210263345885198,0,hinge_plateau_smooth,recompute_from_transitions
-7.386685624954263,0.24410643318536934,1238,0.12205321659268467,0,hinge_plateau_smooth,recompute_from_transitions
-6.030165867550306,0.23306200337130412,1241,0.11653100168565206,0,hinge_plateau_smooth,recompute_from_transitions
-10.957105594545258,0.16270000589903247,1217,0.08135000294951623,1,hinge_plateau_smooth,recompute_from_transitions
-10.743635567706844,0.15392260718741352,1225,0.07696130359370676,1,hinge_plateau_smooth,recompute_from_transitions
-10.586045549939758,0.17975430929086447,1216,0.08987715464543224,1,hinge_plateau_smooth,recompute_from_transitions
-10.448568814225496,0.23922088476458475,1226,0.11961044238229238,1,hinge_plateau_smooth,recompute_from_transitions
-10.340186056632728,0.19833395774142884,1211,0.09916697887071442,1,hinge_plateau_smooth,recompute_from_transitions
-10.22895636432656,0.2221986338878564,1222,0.1110993169439282,1,hinge_plateau_smooth,recompute_from_transitions
-10.133830778663569,0.16948344092862974,1228,0.08474172046431487,1,hinge_plateau_smooth,recompute_from_transitions
-10.061724815095832,0.13429439317025965,1221,0.06714719658512983,1,hinge_plateau_smooth,recompute_from_transitions
-9.9905955202591,0.20738929274888063,1214,0.10369464637444031,1,hinge_plateau_smooth,recompute_from_transitions
-9.924245177884767,0.2052045033433033,1225,0.10260225167165166,1,hinge_plateau_smooth,recompute_from_transitions
-9.855799885128627,0.24425442908981096,1211,0.12212721454490548,1,hinge_plateau_smooth,recompute_from_transitions
-9.779383009907042,0.27557452498856055,1227,0.13778726249428028,1,hinge_plateau_smooth,recompute_from_transitions
-9.71314293966948,0.269955040455317,1227,0.1349775202276585,1,hinge_plateau_smooth,recompute_from_transitions
-9.645128950682373,0.24729776736208592,1220,0.12364888368104296,1,hinge_plateau_smooth,recompute_from_transitions
-9.5841191773067,0.21962924459170113,1222,0.10981462229585057,1,hinge_plateau_smooth,recompute_from_transitions
-9.523577880330963,0.29449867649961875,1219,0.14724933824980938,1,hinge_plateau_smooth,recompute_from_transitions
-9.456314763858272,0.2237804260928616,1220,0.1118902130464308,1,hinge_plateau_smooth,recompute_from_transitions
-9.385876609992623,0.2992799467259926,1223,0.1496399733629963,1,hinge_plateau_smooth,recompute_from_transitions
-9.315564268105595,0.27380511417563286,1218,0.13690255708781643,1,hinge_plateau_smooth,recompute_from_transitions
-9.236266356977094,0.2303347751299044,1224,0.1151673875649522,1,hinge_plateau_smooth,recompute_from_transitions
-9.156212216852202,0.287179799457265,1217,0.1435898997286325,1,hinge_plateau_smooth,recompute_from_transitions
-9.07573288002578,0.27218144189677546,1224,0.13609072094838773,1,hinge_plateau_smooth,recompute_from_transitions
-8.977670116717302,0.3104489285314903,1221,0.15522446426574515,1,hinge_plateau_smooth,recompute_from_transitions
-8.879072524289203,0.3172157746003142,1220,0.1586078873001571,1,hinge_plateau_smooth,recompute_from_transitions
-8.764265717330199,0.25625988563694835,1219,0.12812994281847417,1,hinge_plateau_smooth,recompute_from_transitions
-8.64497319427355,0.23601740833592644,1221,0.11800870416796322,1,hinge_plateau_smooth,recompute_from_transitions
-8.496598417565288,0.27429062844366897,1224,0.13714531422183449,1,hinge_plateau_smooth,recompute_from_transitions
-8.328876339222756,0.2477435702072233,1212,0.12387178510361165,1,hinge_plateau_smooth,recompute_from_transitions
-8.127042686841005,0.22983559680752058,1226,0.11491779840376029,1,hinge_plateau_smooth,recompute_from_transitions
-7.834848631465544,0.2090372666330051,1224,0.10451863331650255,1,hinge_plateau_smooth,recompute_from_transitions
-7.36592552547814,0.2369970778196504,1221,0.1184985389098252,1,hinge_plateau_smooth,recompute_from_transitions
-6.004588356936388,0.2509822955243386,1221,0.1254911477621693,1,hinge_plateau_smooth,recompute_from_transitions
-10.999178884768003,0.13243350589850905,1210,0.06621675294925453,2,hinge_plateau_smooth,recompute_from_transitions
-10.7827726341621,0.13134896739683624,1218,0.06567448369841812,2,hinge_plateau_smooth,recompute_from_transitions
-10.64598216916952,0.15745851164471755,1215,0.07872925582235878,2,hinge_plateau_smooth,recompute_from_transitions
-10.521638803471255,0.17120483868349906,1215,0.08560241934174953,2,hinge_plateau_smooth,recompute_from_transitions
-10.393672116407112,0.20589102362487569,1213,0.10294551181243784,2,hinge_plateau_smooth,recompute_from_transitions
-10.280156255881204,0.2172133213222143,1206,0.10860666066110715,2,hinge_plateau_smooth,recompute_from_transitions
-10.19907323117362,0.1931693125817736,1221,0.0965846562908868,2,hinge_plateau_smooth,recompute_from_transitions
-10.1165378343633,0.2032485020775856,1217,0.1016242510387928,2,hinge_plateau_smooth,recompute_from_transitions
-10.046482385504111,0.18909499900631588,1214,0.09454749950315794,2,hinge_plateau_smooth,recompute_from_transitions
-9.975395718231644,0.24367409523929445,1215,0.12183704761964723,2,hinge_plateau_smooth,recompute_from_transitions
-9.89926266990602,0.20311208471251302,1214,0.10155604235625651,2,hinge_plateau_smooth,recompute_from_transitions
