dt,n,msd,msd_lo,msd_hi
1,39162,0.43777183964522737,0.40666755928708775,0.4656611986664977
2,31035,0.3249792355221086,0.30774561418333546,0.34368359440593865
3,23342,0.3277320336330711,0.3127172725650965,0.3450126026016954
4,17240,0.3295197799249059,0.3199611810339304,0.34135563863354174
5,7271,0.3884037924529822,0.3690999370651268,0.4111511925579223
