subject,time,replica,pair_id,threshold_quantile,xmin_threshold,n_total,n_tail,tail_fraction,pl_alpha_hat,pl_gamma_hat,pl_loglik,pl_mean_loglik_per_clonotype,pl_ks,tln_loglik,tln_mean_loglik_per_clonotype,tln_mu,tln_sigma,delta_loglik_pl_minus_tln,mean_delta_loglik_pl_minus_tln,pl_better
2,1,2,2_1,0.8,5.197505197505198e-05,19251,4650,0.24154589371980675,3.0436960220392786,3.0436960220392786,42269.41655659213,9.090197108944544,0.36236559139784946,40264.154409872346,8.658957937606957,-9.375437164864504,0.6357711814020389,2005.2621467197823,0.4312391713375876,True
2,1,2,2_1,0.85,6.496881496881497e-05,19251,2965,0.1540179730923069,2.8374278295284014,2.8374278295284014,25812.49177734788,8.705730784940263,0.2741989881956155,24715.315430789207,8.33568817227292,-9.09736411005388,0.6484832126282366,1097.1763465586737,0.37004261266734356,True
2,1,2,2_1,0.9,7.796257796257797e-05,19251,2152,0.1117864007064568,2.7620383124945143,2.7620383124945143,18202.107381997535,8.458228337359449,0.2258364312267658,17461.087437862523,8.11388821462013,-8.891757066327877,0.6520969494422767,741.0199441350123,0.344340122739318,True
2,1,2,2_1,0.95,0.00011694386694386695,19251,1091,0.05667238065555036,2.6580568272275578,2.6580568272275578,8680.374796741862,7.956347201413256,0.14848762603116408,8346.41362608013,7.650241637103694,-8.450700870723248,0.6566883213722958,333.96117066173247,0.3061055643095623,True
2,2,1,2_2,0.7,2.3828813801648953e-05,39419,16006,0.4060478449478678,3.747875238066359,3.747875238066359,164726.1567817902,10.291525476808085,0.37804573285018117,157953.65788023797,9.868402966402472,-10.280697504473405,0.4673969824488764,6772.49890155223,0.4231225104056123,True
2,2,1,2_2,0.75,2.978601725206119e-05,39419,9955,0.2525431898323144,3.76261483948321,3.76261483948321,100303.32699026441,10.075673228554939,0.34816675037669514,96000.01495099768,9.643396780612523,-10.059495591721458,0.470975994959959,4303.312039266733,0.4322764479424142,True
2,2,1,2_2,0.8,2.978601725206119e-05,39419,9955,0.2525431898323144,3.76261483948321,3.76261483948321,100303.32699026441,10.075673228554939,0.34816675037669514,96000.01495099768,9.643396780612523,-10.059495591721458,0.470975994959959,4303.312039266733,0.4322764479424142,True
2,2,1,2_2,0.85,3.5743220702473434e-05,39419,6489,0.16461604809863264,3.6809778543804024,3.6809778543804024,63931.79081232412,9.852333304411175,0.32069656341501,61152.37988521428,9.424006763016532,-9.866151705400188,0.48263165072419967,2779.4109271098423,0.4283265413946436,True
2,2,1,2_2,0.9,4.170042415288567e-05,39419,4408,0.11182424719044116,3.5320391827005877,3.5320391827005877,42400.92950453877,9.619085640775584,0.2749546279491833,40604.67845930521,9.211587672256172,-9.690060661613165,0.4961991004932877,1796.2510452335628,0.4074979685194108,True
2,2,1,2_2,0.95,5.361483105371015e-05,39419,2417,0.06131560922397829,3.3478752573002613,3.3478752573002613,22384.510368368814,9.261278596759956,0.21141911460488208,21452.775876132568,8.875786460956792,-9.40776782341995,0.5187617030564622,931.7344922362463,0.38549213580316355,True
2,2,2,2_2,0.7,3.0362374944968196e-05,33037,12080,0.3656506341374822,3.9068157267612906,3.9068157267612906,122314.17433151475,10.125345557244598,0.39958609271523177,116907.86992528678,9.67780380176215,-10.058287327164056,0.45737007673102603,5406.304406227966,0.4475417554824475,True
2,2,2,2_2,0.75,3.0362374944968196e-05,33037,12080,0.3656506341374822,3.9068157267612906,3.9068157267612906,122314.17433151475,10.125345557244598,0.39958609271523177,116907.86992528678,9.67780380176215,-10.058287327164056,0.45737007673102603,5406.304406227966,0.4475417554824475,True
2,2,2,2_2,0.8,3.795296868121024e-05,33037,7253,0.21954172594363894,3.8585616833020855,3.8585616833020855,71657.13874053932,9.87965514139519,0.3598510960981663,68400.48030746116,9.430646671372006,-9.829336551000361,0.46607351333077507,3256.6584330781625,0.4490084700231852,True
2,2,2,2_2,0.85,3.795296868121024e-05,33037,7253,0.21954172594363894,3.8585616833020855,3.8585616833020855,71657.13874053932,9.87965514139519,0.3598510960981663,68400.48030746116,9.430646671372006,-9.829336551000361,0.46607351333077507,3256.6584330781625,0.4490084700231852,True
