metric,mean,lo,hi
int_abs_J,0.25410571077889516,0.22185099496518806,0.291770951035894
int_sq_J,0.03870809890885647,0.028280487988013813,0.05344135444981141
int_signed_J,0.11742970559501989,0.10997845223568559,0.12523335524351314
mean_signed_J,0.023698075147806547,0.022194363960248747,0.025272902188886948
int_abs_S,6.455422535571829,5.412822323594538,7.700029913263228
int_sq_S,25.729500284076117,15.717694698632043,40.96062843750976
p_emp_int,1.0,0.9999999999999998,1.0000000000000002
