x,b,D_raw_interp,D_smooth,D_final,D_var_source,p_emp,p_closed,ratio_pemp_over_pclosed,J_raw,J_smooth,S_raw,S_smooth
-10.057709985845252,0.4874082463855666,0.05589662297331282,0.05589687435471373,0.05589687435471373,D_mean_resid2,0.2517764780803797,0.018676253893900808,13.481101697948297,0.20918294976977464,0.1676841234301284,-2.0559006915078526,-2.1136107027639746
-10.048193674723215,0.4811611251993702,0.05589662297331282,0.05589775194264039,0.05589775194264039,D_mean_resid2,0.23705229077629533,0.020281007460688494,11.688388322709484,0.18521982272133555,0.14811953281373028,-2.2264852702897784,-2.0845061274159047
-10.03867736360118,0.4749650360845366,0.05589662297331282,0.05590069260010318,0.05590069260010318,D_mean_resid2,0.22753146960965107,0.02199946108195529,10.342592882708393,0.14053170440855917,0.12530827034871156,-2.4686147905667726,-2.006964964813233
-10.029161052479148,0.4688196327250133,0.05589662297331282,0.05590858230410592,0.05590858230410592,D_mean_resid2,0.22595545466299555,0.023836172216255922,9.479519304231962,0.09203748493412721,0.10113532003875683,-2.484716955079989,-1.8644558663344117
-10.01964474135711,0.462724570777144,0.05589662297331282,0.0559257180443001,0.0559257180443001,D_mean_resid2,0.2321583517145229,0.025794615014556464,9.000264263820602,0.05135394857348198,0.07801759115924187,-2.24582685381759,-1.6493223412936415
-10.010128430235074,0.4566795078616019,0.05589662297331282,0.055956306687772045,0.055956306687772045,D_mean_resid2,0.24483451816592075,0.027877517309776553,8.782507977496909,0.02082783820983833,0.05839134590444833,-1.7785674060610375,-1.367513127266692
-10.000612119113038,0.4506841035553327,0.05597304439679518,0.05600213946778246,0.05600213946778246,D_mean_resid2,0.26276262020287605,0.030088006710227565,8.73313485780224,0.0004364633752937802,0.044166789584062366,-1.1607046528423548,-1.0394562106955605
-9.991095807991002,0.4447380193834814,0.05604946582027754,0.05606142515107064,0.05606142515107064,D_mean_resid2,0.2844313590922116,0.03243075152175429,8.770421459441582,-0.007723590805212149,0.03630009270996257,-0.5032739769496954,-0.696255770350802
-9.981579496868966,0.4388409188113237,0.0561258872437599,0.056129956870550245,0.056129956870550245,D_mean_resid2,0.30767611502755626,0.034912075585437644,8.812885222896705,-0.0019936422870820147,0.0345881660955068,0.07573331112448778,-0.3722542210068379
-9.972063185746933,0.4329924672362036,0.05620230866724223,0.05620343763656982,0.05620343763656982,D_mean_resid2,0.33011099612635253,0.03753906548898779,8.793798988501504,0.01665306730493013,0.03774149621188566,0.48080423117739746,-0.09637431555427085
