subject,time,replica,pair_id,threshold_quantile,xmin_threshold,n_total,n_tail,tail_fraction,pl_alpha_hat,pl_gamma_hat,pl_loglik,pl_mean_loglik_per_clonotype,pl_ks,tln_loglik,tln_mean_loglik_per_clonotype,tln_mu,tln_sigma,delta_loglik_pl_minus_tln,mean_delta_loglik_pl_minus_tln,pl_better
1,2,2,1_2,0.75,1.586993005328329e-05,55010,15095,0.27440465369932737,3.7016766028439845,3.7016766028439845,161136.3542946655,10.674816448801955,0.4374296124544551,152168.46181289814,10.080719563623592,-10.680943904493752,0.6041753006759685,8967.892481767369,0.5940968851783617,True
1,2,2,1_2,0.8,1.586993005328329e-05,55010,15095,0.27440465369932737,3.7016766028439845,3.7016766028439845,161136.3542946655,10.674816448801955,0.4374296124544551,152168.46181289814,10.080719563623592,-10.680943904493752,0.6041753006759685,8967.892481767369,0.5940968851783617,True
1,2,2,1_2,0.85,1.9837412566604113e-05,55010,8492,0.15437193237593164,3.2998989041816476,3.2998989041816476,86839.22874141132,10.226004326591065,0.369642016015073,82075.24035187597,9.665007106909558,-10.393139159325628,0.6778705342941157,4763.988389535356,0.5609972196815068,True
1,2,2,1_2,0.9,1.9837412566604113e-05,55010,8492,0.15437193237593164,3.2998989041816476,3.2998989041816476,86839.22874141132,10.226004326591065,0.369642016015073,82075.24035187597,9.665007106909558,-10.393139159325628,0.6778705342941157,4763.988389535356,0.5609972196815068,True
1,2,2,1_2,0.95,3.173986010656658e-05,55010,2778,0.050499909107435015,2.571841600003256,2.571841600003256,25485.340761726482,9.173988755121124,0.20230381569474443,24263.59403193205,8.734195115886267,-9.721740829547784,0.8367702704455201,1221.7467297944313,0.4397936392348565,True
1,3,1,1_3,0.7,1.4621112154896062e-05,57413,17725,0.3087279884346751,3.7078040082938273,3.7078040082938273,190718.8564477538,10.759879066163824,0.4337940761636107,180484.60635849714,10.182488370013942,-10.76374108880913,0.5890039819677901,10234.250089256646,0.5773906961498813,True
1,3,1,1_3,0.75,1.4621112154896062e-05,57413,17725,0.3087279884346751,3.7078040082938273,3.7078040082938273,190718.8564477538,10.759879066163824,0.4337940761636107,180484.60635849714,10.182488370013942,-10.76374108880913,0.5890039819677901,10234.250089256646,0.5773906961498813,True
1,3,1,1_3,0.8,1.4621112154896062e-05,57413,17725,0.3087279884346751,3.7078040082938273,3.7078040082938273,190718.8564477538,10.759879066163824,0.4337940761636107,180484.60635849714,10.182488370013942,-10.76374108880913,0.5890039819677901,10234.250089256646,0.5773906961498813,True
1,3,1,1_3,0.85,1.827639019362008e-05,57413,10036,0.17480361590580532,3.3304707604985815,3.3304707604985815,103640.49664173526,10.326872921655566,0.3573136707851734,98169.31621129793,9.781717438351727,-10.48080263135348,0.654357635197224,5471.180430437322,0.5451554833038383,True
1,3,1,1_3,0.9,2.1931668232344093e-05,57413,6450,0.1123438942399805,3.0604053264018676,3.0604053264018676,64275.154639820335,9.965140254235711,0.3074418604651163,60937.603312127714,9.447690435988793,-10.242237530399748,0.7120196833622332,3337.5513276926213,0.517449818246918,True
1,3,1,1_3,0.95,2.9242224309792124e-05,57413,3348,0.05831431905665964,2.6783655774751116,2.6783655774751116,31343.63971258126,9.361899555729169,0.21833930704898447,29818.463068741352,8.906350976326568,-9.844079106410241,0.8012642339075355,1525.1766438399063,0.45554857940260046,True
1,3,2,1_3,0.7,1.1003521126760564e-05,59394,32470,0.546688217665084,3.9763635565949422,3.9763635565949422,362755.3934592004,11.172017045247934,0.4901139513396982,343856.96762583347,10.589989763653634,-11.081314772904031,0.5393072244839077,18898.425833366928,0.5820272815943002,True
1,3,2,1_3,0.75,1.4671361502347417e-05,59394,16556,0.2787486951543927,3.6935999858048496,3.6935999858048496,177964.44015302946,10.749241371891124,0.43724329548200047,168286.7028820521,10.164695752721196,-10.758362788296353,0.5980188439036672,9677.737270977348,0.5845456191699292,True
1,3,2,1_3,0.8,1.4671361502347417e-05,59394,16556,0.2787486951543927,3.6935999858048496,3.6935999858048496,177964.44015302946,10.749241371891124,0.43724329548200047,168286.7028820521,10.164695752721196,-10.758362788296353,0.5980188439036672,9677.737270977348,0.5845456191699292,True
1,3,2,1_3,0.85,1.8339201877934273e-05,59394,9317,0.15686769707377848,3.290656610143244,3.290656610143244,95953.47300533357,10.298752066688158,0.3581624986583664,90859.17549029217,9.751977620510054,-10.469913560900805,0.6672406289876325,5094.297515041399,0.5467744461781043,True
1,3,2,1_3,0.9,2.2007042253521128e-05,59394,5980,0.10068357073105028,3.0086595384577,3.0086595384577,59344.151825488196,9.923771208275618,0.2994983277591973,56271.78516475136,9.40999751918919,-10.226303604968583,0.7266139341270077,3072.366660736836,0.5137736890864274,True
1,3,2,1_3,0.95,2.9342723004694835e-05,59394,3128,0.05266525238239553,2.6345415776965453,2.6345415776965453,29140.56071919665,9.3160360355488,0.20907928388746802,27733.456876454922,8.866194653598122,-9.82467365112731,0.8161551658516712,1407.103842741726,0.4498413819506797,True
1,4,1,1_4,0.7,1.240294694019299e-05,69071,21662,0.3136193192512053,3.817565205565961,3.817565205565961,237816.98622533935,10.978533202166899,0.43804819499584524,225290.22584994734,10.400250477792786,-10.942660092444887,0.5667560912986614,12526.760375392012,0.5782827243741119,True
1,4,1,1_4,0.75,1.240294694019299e-05,69071,21662,0.3136193192512053,3.817565205565961,3.817565205565961,237816.98622533935,10.978533202166899,0.43804819499584524,225290.22584994734,10.400250477792786,-10.942660092444887,0.5667560912986614,12526.760375392012,0.5782827243741119,True
1,4,1,1_4,0.8,1.240294694019299e-05,69071,21662,0.3136193192512053,3.817565205565961,3.817565205565961,237816.98622533935,10.978533202166899,0.43804819499584524,225290.22584994734,10.400250477792786,-10.942660092444887,0.5667560912986614,12526.760375392012,0.5782827243741119,True
1,4,1,1_4,0.85,1.5503683675241237e-05,69071,12173,0.17623894253738906,3.448373648416706,3.448373648416706,128564.1961166077,10.561422501980424,0.3664667707220899,121828.54223605257,10.0080951479547,-10.665998514820599,0.6299796158957295,6735.6538805551245,0.5533273540257229,True
1,4,1,1_4,0.9,1.8604420410289484e-05,69071,7712,0.11165322639023613,3.1627636736894673,3.1627636736894673,78671.0903653324,10.201126862724637,0.32028008298755184,74597.77273920015,9.672947709958526,-10.429739980303797,0.6885795152045364,4073.3176261322515,0.5281791527661115,True
1,4,1,1_4,0.95,2.480589388038598e-05,69071,3916,0.05669528456226202,2.752249780854786,2.752249780854786,37572.590407718584,9.594634935576758,0.22420837589376916,35740.11890956595,9.126690222054634,-10.033734384243507,0.780996127481274,1832.471498152634,0.4679447135221231,True
1,4,2,1_4,0.7,9.970686182623088e-06,80711,27546,0.34129176939946226,3.6754018222271525,3.6754018222271525,306481.8949080134,11.126185105206325,0.4138531910259203,291397.4507555968,10.578575864212473,-11.142085522222644,0.5719233561225208,15084.444152416603,0.5476092409938504,True
1,4,2,1_4,0.75,9.970686182623088e-06,80711,27546,0.34129176939946226,3.6754018222271525,3.6754018222271525,306481.8949080134,11.126185105206325,0.4138531910259203,291397.4507555968,10.578575864212473,-11.142085522222644,0.5719233561225208,15084.444152416603,0.5476092409938504,True
1,4,2,1_4,0.8,1.2463357728278861e-05,80711,16146,0.20004708156261228,3.4123178965382848,3.4123178965382848,173711.04561389936,10.758766605592676,0.35959370741979435,165053.06743123545,10.222536072788024,-10.878178537510868,0.6243076445958143,8657.978182663908,0.5362305328046518,True
1,4,2,1_4,0.85,1.2463357728278861e-05,80711,16146,0.20004708156261228,3.4123178965382848,3.4123178965382848,173711.04561389936,10.758766605592676,0.35959370741979435,165053.06743123545,10.222536072788024,-10.878178537510868,0.6243076445958143,8657.978182663908,0.5362305328046518,True
1,4,2,1_4,0.9,1.4956029273934632e-05,80711,10340,0.12811140984500255,3.1506079433895637,3.1506079433895637,107651.41313724904,10.41116181211306,0.3027079303675048,102359.68605286935,9.899389366815218,-10.645411245576556,0.6767189480833586,5291.727084379687,0.511772445297842,True
1,4,2,1_4,0.95,2.243404391090195e-05,80711,4197,0.05200034691677714,2.688218809205281,2.688218809205281,40443.40282316528,9.636264670756558,0.19347152728139147,38537.61353177865,9.182180970164081,-10.112590656677112,0.7949079898002638,1905.7892913866308,0.45408370059247816,True
1,5,1,1_5,0.7,9.90488013444224e-06,65762,37389,0.5685502265746175,3.9707478527537092,3.9707478527537092,421549.05264491914,11.274681126666108,0.48131803471609297,400371.6661100753,10.708274254729341,-11.185867403274393,0.5287272192851308,21177.386534843827,0.5664068719367682,True
1,5,1,1_5,0.75,1.3206506845922986e-05,65762,19393,0.29489674888233325,3.767778879845598,3.767778879845598,211219.74223980692,10.891545518476095,0.43505388542257517,199934.6268741044,10.309628570829908,-10.873500368360451,0.579869958014329,11285.115365702513,0.5819169476461875,True
1,5,1,1_5,0.8,1.3206506845922986e-05,65762,19393,0.29489674888233325,3.767778879845598,3.767778879845598,211219.74223980692,10.891545518476095,0.43505388542257517,199934.6268741044,10.309628570829908,-10.873500368360451,0.579869958014329,11285.115365702513,0.5819169476461875,True
1,5,1,1_5,0.85,1.650813355740373e-05,65762,10956,0.16660077248258873,3.401609527258662,3.401609527258662,114724.75790736976,10.47140908245434,0.37075575027382257,108617.28259672185,9.913954234823096,-10.595269933518738,0.6459554542806519,6107.475310647904,0.5574548476312435,True
1,5,1,1_5,0.9,1.980976026888448e-05,65762,6894,0.10483257808460814,3.0859204463960186,3.0859204463960186,69526.96446236625,10.085141349342363,0.3028720626631854,65929.330901281,9.563291398503193,-10.349931130405675,0.7076549034309463,3597.63356108524,0.5218499508391703,True
1,5,1,1_5,0.95,2.6413013691845972e-05,65762,3506,0.05331346370244214,2.6727046929147322,2.6727046929147322,33160.664686890916,9.458261462319143,0.19965772960638906,31568.622444970493,9.004170691663004,-9.943819569394654,0.8023152639067102,1592.0422419204224,0.45409077065613873,True
1,5,2,1_5,0.7,1.0500738201895593e-05,77103,31883,0.413511795909368,3.5679200306461016,3.5679200306461016,351278.6368273448,11.017741016445905,0.29495342345450554,338204.5532201716,10.607676605720027,-11.07464477181721,0.4909794470877901,13074.083607173176,0.41006441072587824,True
1,5,2,1_5,0.75,1.2600885842274711e-05,77103,22479,0.2915450760670791,3.7026218548133354,3.7026218548133354,245154.95642750442,10.905954732305904,0.2895146581253614,234773.93933023862,10.444145172393728,-10.91173237312853,0.5019226031703655,10381.017097265809,0.4618095599121762,True
1,5,2,1_5,0.8,1.4701033482653831e-05,77103,15971,0.2071385030413862,3.7275032941332182,3.7275032941332182,171917.33382885536,10.764343737327366,0.2758124099931125,163919.06484370795,10.263544226642537,-10.7609570908548,0.5254171582314552,7998.268985147413,0.5007995106848296,True
1,5,2,1_5,0.85,1.6171136830913104e-05,77103,11566,0.15000713331517582,3.4333179369757008,3.4333179369757008,121565.33138129488,10.510576809726343,0.17515286584081602,116227.741656473,10.04908712229578,-10.621321077530382,0.5572371101867861,5337.589724821883,0.46148968743056223,True
1,5,2,1_5,0.9,1.8901328763412067e-05,77103,8513,0.11041074925748674,3.5731259626704266,3.5731259626704266,88814.14944741229,10.432767467098824,0.25713614471984025,84147.81698048624,9.884625511627657,-10.487645979431841,0.5951318514004241,4666.332466926047,0.5481419554711673,True
1,5,2,1_5,0.95,2.3101624044170307e-05,77103,4863,0.06307147581806155,3.232132689241227,3.232132689241227,48778.62829963997,10.030563088554384,0.21756117622866544,46151.90019325081,9.49041747753461,-10.22760559721754,0.6784732551294633,2626.728106389157,0.5401456110197732,True
