subject,n_pairs,n_pass,n_fail,median_delta_gamma,median_delta_xmin,median_depth_ratio,median_gamma_mean
1,5,5,0,0.06158737770175948,0.0005128015717510198,1.4656991299310849,2.0825331270319634
