condition,n_transitions,n_transitions_tau_fit,slope_dx_vs_x0,tau_weeks,tau_boot_median,tau_ci_lo,tau_ci_hi,x_star,f_star,percent_large_change,percent_flux_low_freq,qlo_x0,qhi_x0,has_diffusion
ALL_p02,39162,23497,-0.26428334444895973,3.78381771308758,3.783261929743169,3.5557647466023954,4.0447608349520845,-11.912047451701566,6.709088543832535e-06,19.128236555844953,99.99365577359745,-10.172533786118704,-8.672991524271751,False
TT_p05,74221,44534,-0.29286746966149,3.414513742874369,3.4095677197462604,3.260263624384514,3.5649801374080607,-10.305331972858038,3.345424167980905e-05,23.977041538109162,93.349988057774,-10.626385769832822,-9.13634808803837,False
TT_p02,39162,23497,-0.26428334444895973,3.78381771308758,3.783261929743169,3.5557647466023954,4.0447608349520845,-9.861408597925012,5.2148841166473386e-05,19.128236555844953,82.55614605191047,-10.172533786118704,-8.672991524271751,False
TT_p01,22538,13522,-0.20805128247356333,4.806507261627036,4.789125534331822,4.350105112703121,5.358554927410729,-9.491870392932455,7.546282606732058e-05,15.693495429940546,71.99570615721123,-9.76136389416373,-8.239611726240234,False
TT_p005,12207,7323,-0.16505881557381116,6.0584464787512005,6.064520107700596,5.27059663516783,7.006325221828867,-9.051172216996855,0.00011725350977194063,12.541984107479315,62.14916467708531,-9.332625390568136,-7.726569114362053,False
