tau_weeks,tau_ci_lo,tau_ci_hi,x_star,f_star,percent_large_change,percent_flux_low_freq
3.414513742874369,3.2517567489465646,3.5605920164976776,-10.171803239240646,3.823331739984018e-05,23.977041538109162,96.36466925071106
