rep,model,intercept,slope,xstar,sse,tau
0,hinge_plateau_smooth,-3.532461594397195,-0.38037733074916047,-8.982047811385764,35.97687975741069,2.6289684457022733
1,hinge_plateau_smooth,-3.6468612101534164,-0.3917125057376818,-9.027790457661068,34.806530490863416,2.5528927091995124
2,hinge_plateau_smooth,-3.51573422683511,-0.3788153214544698,-8.976787376239907,26.376703509861034,2.63980874944677
3,hinge_plateau_smooth,-3.636224322569988,-0.3913656313182348,-8.975074161202212,28.43465681558829,2.555155384062993
4,hinge_plateau_smooth,-3.438164003655079,-0.37078063896186053,-8.940934240947913,23.869855061958816,2.6970124513509526
5,hinge_plateau_smooth,-3.573124597429594,-0.3843898053099231,-8.998860517905515,20.017005224861354,2.601525811002524
6,hinge_plateau_smooth,-3.7670693184718633,-0.40399717971693466,-9.03180259691809,19.989167364392927,2.475264804325272
7,hinge_plateau_smooth,-3.5046169862733105,-0.3778951574359218,-8.984086787742081,18.921154574110812,2.64623660907739
8,hinge_plateau_smooth,-3.4880397648709636,-0.37589568390729394,-8.970687549199928,15.906143638276953,2.660312535662493
9,hinge_plateau_smooth,-3.570615582181654,-0.3842162932135076,-8.979062768159734,20.439209027933224,2.602700660183361
10,hinge_plateau_smooth,-3.613527715842947,-0.38885840707873737,-8.990398680507417,28.302803769141768,2.5716301404215662
11,hinge_plateau_smooth,-3.6013140997583104,-0.387989002273681,-8.981391046883546,23.8460894962965,2.5773926429353184
12,hinge_plateau_smooth,-3.40965790375673,-0.3671261444957046,-8.94918141667762,27.554787675554568,2.72385940089783
13,hinge_plateau_smooth,-3.5416172635798135,-0.3809142488972062,-8.978883998381544,35.422864199898875,2.6252627799960844
14,hinge_plateau_smooth,-3.3126773163021834,-0.35812655908414515,-8.900445175679186,25.04452652000385,2.7923089607130778
15,hinge_plateau_smooth,-3.5425130945619,-0.3803514755674801,-9.014072813938263,29.334068148622357,2.629147155293696
16,hinge_plateau_smooth,-3.2898161166749085,-0.35600646283749987,-8.875078532545027,32.10186370978012,2.808937770482141
17,hinge_plateau_smooth,-3.811581490958112,-0.40927889052448835,-9.032402509296103,23.112098893336125,2.443321713266243
18,hinge_plateau_smooth,-3.5133472421511227,-0.37839530390897624,-8.981614912684558,27.70953931655341,2.642738928495138
19,hinge_plateau_smooth,-3.521191115196983,-0.3787416067723554,-8.989706194794573,25.925473830301147,2.640322536839886
20,hinge_plateau_smooth,-3.3873351517021693,-0.36572309097629574,-8.9608795558986,28.182968855864388,2.7343091663436008
21,hinge_plateau_smooth,-3.772189248913974,-0.40384224490862336,-9.07406661249674,31.353947069932005,2.476214444148279
22,hinge_plateau_smooth,-3.6165220239176197,-0.3884711721665616,-8.995328043305975,25.615495211718404,2.574193586676847
23,hinge_plateau_smooth,-3.613422636246305,-0.3889755403571376,-8.986035467929923,27.639117130764735,2.570855738337302
