x,S_mean,S_lo,S_hi
-10.472805188369211,-0.7056377935359154,-2.1685192393221095,0.6401309293539887
-10.466062082630547,-1.1657713193451607,-2.526009700343055,0.22601600265018867
-10.459318976891883,-1.6590062738641058,-3.049992865902405,-0.3261346696056521
-10.452575871153218,-1.951953322338009,-3.554886877052536,-0.6152425533171638
-10.445832765414554,-1.8934130878156903,-3.5246718389498928,-0.6080409518456305
-10.43908965967589,-1.4726418633098823,-3.13244402695652,0.022448521097104098
-10.432346553937226,-0.8120200109597749,-2.3083604997765925,0.7356951313450829
-10.425603448198562,-0.1039926325817338,-1.5025647066467032,1.5454222261929476
-10.418860342459897,0.4756104078087842,-0.8779854453845364,2.2349466602153956
-10.412117236721233,0.8365937463958883,-0.7814543827456935,2.5248427946208536
-10.40537413098257,0.9944963924823809,-0.7845625379121159,2.6045631696911697
-10.398631025243906,1.0383249950767865,-0.6389401190026195,2.587555078103097
-10.391887919505242,1.0722440038472,-0.6347518629466002,2.6118480442110843
-10.385144813766578,1.1677489033495287,-0.522527682816092,2.8749345837952576
-10.378401708027914,1.3464614959486343,-0.39415164220963955,3.19414231227746
-10.37165860228925,1.5872059330322414,-0.35737362953322316,3.4887256590639697
-10.364915496550585,1.8388757587983127,-0.2712106355125392,3.9481083655853606
-10.358172390811921,2.0301517367979933,-0.4664123668562236,4.545176841066886
-10.351429285073257,2.082310521218109,-0.4340122875423008,4.890554107849924
-10.344686179334593,1.9323797910264058,-0.5921460086792104,4.9703364734195725
-10.337943073595929,1.5600369413567976,-0.8972759917888293,4.575056700189841
-10.331199967857264,1.0008280919505723,-1.4666093488186847,3.880057945173962
-10.3244568621186,0.33505653268052377,-2.2966271298779586,3.246217365258772
-10.317713756379938,-0.3394866145721476,-3.040557239709798,2.4002622036097923
-10.310970650641273,-0.930691649323024,-3.3694745280730176,1.6241298026446676
-10.30422754490261,-1.357547908117918,-3.7162803436504253,1.004443291040648
-10.297484439163945,-1.543702483234879,-3.566688694104658,0.5462820635561513
-10.29074133342528,-1.4201776945151063,-3.499977985808123,0.44885372765820103
-10.283998227686617,-0.9539389519572882,-2.9529782026959515,0.9775792050451921
-10.277255121947952,-0.19425707502445416,-2.1126109502104673,1.7694033238594653
-10.270512016209288,0.6989482663050187,-1.2401267194406802,2.8320748998526883
-10.263768910470624,1.4844408126464692,-0.4197136624353736,3.5932741829973756
-10.25702580473196,1.932671868034696,-0.07349427622215055,4.178864255517298
-10.250282698993296,1.936672437236468,-0.21468439783843277,4.22132450281662
-10.243539593254631,1.568524120062086,-0.7084154171335326,3.807054777633788
-10.236796487515967,1.037085239041892,-1.384204117753626,3.521559562751433
-10.230053381777303,0.5688699484343324,-1.9749752322130725,3.2917804458069644
-10.22331027603864,0.28727416957446006,-2.761483704092738,3.3791761064563874
-10.216567170299976,0.16429032708744787,-3.220357928989454,3.3514163607378493
-10.209824064561312,0.06651715973655524,-3.3816676964121117,3.5652382619624987
-10.203080958822648,-0.14485465639610748,-3.5801517293859972,3.528968204895365
-10.196337853083984,-0.5285232575626809,-4.11287827119526,3.1550516127853316
-10.18959474734532,-1.040622011552273,-4.374906001711161,2.250940826345279
-10.182851641606655,-1.5767404219378123,-4.701900376891264,1.8731408656234358
-10.176108535867991,-2.039976432937461,-5.13678482271267,1.3757040618605165
-10.169365430129327,-2.3870371809680733,-5.497594411610067,0.8829750465396021
-10.162622324390663,-2.625093540212879,-5.4188208798305695,0.3846454347813185
-10.155879218651998,-2.766431920068239,-5.560500453800863,-0.050563443443340475
-10.149136112913334,-2.775529854795388,-5.447411843626033,-0.007955261672668645
-10.14239300717467,-2.548747869202507,-5.160554582407369,-0.1519514182728545
-10.135649901436008,-1.9467644219688978,-4.487833848068189,0.5147643471759218
-10.128906795697343,-0.8666949607890191,-3.66358988341588,1.787597103232779
-10.122163689958679,0.682835930873195,-2.203836257412766,3.539547707493302
-10.115420584220015,2.540061029908975,-0.5417619921158621,5.806527057093892
-10.10867747848135,4.400247861261833,0.7804442267392628,8.2825348220959
-10.101934372742686,5.877569013414666,1.9898015092479857,10.527147471389387
-10.095191267004022,6.6067222389554425,2.157711010111126,11.818712693799853
-10.088448161265358,6.360461315970813,1.7364018980232108,12.234867458091566
-10.081705055526694,5.144247029371625,0.6744549419429451,11.449535347693928
-10.07496194978803,3.2238099304117993,-1.2245688297471748,8.972090637660987
-10.068218844049365,1.060499099697912,-3.3799013367051596,6.443192197692445
-10.061475738310701,-0.8309893502488542,-5.012929891352793,3.776642192052379
-10.054732632572037,-2.0507472635227013,-5.919238687374742,1.8712338840634173
-10.047989526833373,-2.4429476336385885,-5.734245510254694,1.4329739160324557
-10.04124642109471,-2.1365203989387958,-5.272075486710585,1.8241963923084854
-10.034503315356046,-1.4799560904724596,-4.43206931663104,2.340463403893871
-10.027760209617382,-0.8917557175877021,-3.7666558191070347,2.7746298371427374
-10.021017103878718,-0.683635972995952,-3.5280746580082774,2.600893834704887
-10.014273998140053,-0.932184057471103,-3.77776888933872,2.2333497051054416
-10.00753089240139,-1.45971533399428,-4.1889302883696695,1.6991708903487595
-10.000787786662725,-1.9339939052391473,-4.64022462070234,1.353457646467446
-9.99404468092406,-2.0341913649913166,-4.875450155166303,1.6019905860578962
-9.987301575185397,-1.5975159001860069,-4.955271758720808,2.4822504244595556
-9.980558469446732,-0.6800209675365546,-4.2274367306184315,3.6891885918250753
-9.973815363708068,0.48061084705100465,-3.5684896031102733,4.816412434716897
-9.967072257969404,1.5640133919681283,-2.8034475938050036,6.350792545891094
-9.960329152230742,2.276752665580787,-2.522175329098612,7.0101642749274475
-9.953586046492077,2.4356206390501884,-2.4303021607093678,7.440032716805589
-9.946842940753413,2.00782333224995,-2.7620034512005045,6.9638950113248885
-9.940099835014749,1.1043338366098296,-3.1292784721545597,5.618109964429335
-9.933356729276085,-0.06769782574822994,-4.000776860700891,3.919048489151559
-9.92661362353742,-1.2752527371695868,-4.856922594169532,2.3855905412294565
-9.919870517798756,-2.323852078463936,-5.611841292438123,0.6439545544807159
-9.913127412060092,-3.0899561064340584,-6.1860557409762365,-0.3884663344154534
-9.906384306321428,-3.5139963808356356,-6.533370065200276,-0.5821246391780077
-9.899641200582764,-3.5714036994217024,-6.646570061922014,-0.8053828332020153
-9.8928980948441,-3.2527483387224234,-6.444843629650636,-0.42504812511352663
-9.886154989105435,-2.575610495881961,-5.692654220400351,0.6451717504505857
-9.879411883366771,-1.623132429688429,-4.901405222348573,1.9057499253716819
-9.872668777628107,-0.5751908872645121,-4.510296467339609,3.2715562016553332
-9.865925671889443,0.3095139081583624,-4.026569647414092,4.842615031645323
-9.85918256615078,0.7772224882092352,-3.5984149110963743,5.929380261262706
-9.852439460412116,0.6997348221504794,-3.7009421101709394,5.85421433439507
-9.845696354673452,0.16600835604219255,-4.400454378541594,5.504287985079614
-9.838953248934788,-0.5211258704098382,-5.158307785493875,4.5929711718186566
-9.832210143196123,-0.9652595595295342,-5.600975228518803,3.710130742458425
-9.825467037457459,-0.8683852302393995,-5.324620799492891,3.570446787374879
-9.818723931718795,-0.19564964374556865,-4.310546646435212,4.233066571837284
-9.81198082598013,0.7885411474543802,-3.2921754809109465,5.250732708879587
-9.805237720241466,1.6517026626132265,-2.4633158428852933,6.390969641071425
-9.798494614502802,2.029368680273523,-2.026884590527792,7.030060243982291
-9.791751508764138,1.8281623707004966,-2.1638263951156067,6.885324700714936
-9.785008403025474,1.2678900907455886,-2.99795969649491,6.6489113324383915
-9.778265297286811,0.734438823134505,-3.7299170296165243,6.214816453840762
-9.771522191548147,0.5385612509869205,-4.314022012232355,6.444743119050149
-9.764779085809483,0.7338250958614302,-4.814852936053284,7.294913511405105
-9.758035980070819,1.1007023444626163,-4.851405418046113,7.536917560876538
-9.751292874332155,1.2924375229617016,-5.418170629586474,7.676382397127771
