bin,x0_lo,x0_hi,x0_mid,y_med,n,series,dt,obs_class,weight_col
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.4923121486013002,1126,dx,1,TT,unweighted
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.309185453511783,1128,dx,1,TT,unweighted
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.2829595934382425,1125,dx,1,TT,unweighted
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.2221974627918665,1129,dx,1,TT,unweighted
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,0.1444579978382751,1127,dx,1,TT,unweighted
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.1211218299901357,1123,dx,1,TT,unweighted
6,-9.522506060380522,-9.416468954511826,-9.472293613794292,0.06136571067285955,1126,dx,1,TT,unweighted
7,-9.416468954511826,-9.317607578541894,-9.367159742312566,0.0362076250067868,1131,dx,1,TT,unweighted
8,-9.317607578541894,-9.214392806980074,-9.26641665828837,-0.0358012285753321,1127,dx,1,TT,unweighted
9,-9.214392806980074,-9.11708996804717,-9.166330109398462,-0.043535491375528104,1124,dx,1,TT,unweighted
10,-9.11708996804717,-9.00651672903175,-9.064210368554383,-0.07687496844260265,1130,dx,1,TT,unweighted
11,-9.00651672903175,-8.889661655311748,-8.94981459526902,-0.0855589362823838,1127,dx,1,TT,unweighted
12,-8.889661655311748,-8.754318998490497,-8.823522401252866,-0.1143677168819508,1127,dx,1,TT,unweighted
13,-8.754318998490497,-8.597675162523384,-8.680023146405262,-0.1074284834945009,1126,dx,1,TT,unweighted
14,-8.597675162523384,-8.4372682099423,-8.519605424247855,-0.1160318669834037,1127,dx,1,TT,unweighted
15,-8.4372682099423,-8.239611726240234,-8.341456751393569,-0.1327678507635159,1127,dx,1,TT,unweighted
16,-8.239611726240234,-7.984983465921255,-8.12735118798228,-0.1326039302006023,1127,dx,1,TT,unweighted
17,-7.984983465921255,-7.609039077692163,-7.812343752592843,-0.1203232648822059,1127,dx,1,TT,unweighted
18,-7.609039077692163,-6.956377852943385,-7.370318149679292,-0.1700443544642915,1127,dx,1,TT,unweighted
19,-6.956377852943385,-3.039465617682323,-6.165021289013288,-0.097909160923205,1127,dx,1,TT,unweighted
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.24776304450670006,1126,resid_OU_linear,1,TT,unweighted
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.11251248932434718,1128,resid_OU_linear,1,TT,unweighted
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.11069031162883336,1125,resid_OU_linear,1,TT,unweighted
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.08251166931079493,1129,resid_OU_linear,1,TT,unweighted
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,0.02013068840723875,1127,resid_OU_linear,1,TT,unweighted
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.016585519520758457,1123,resid_OU_linear,1,TT,unweighted
6,-9.522506060380522,-9.416468954511826,-9.472293613794292,-0.02729722326884027,1126,resid_OU_linear,1,TT,unweighted
7,-9.416468954511826,-9.317607578541894,-9.367159742312566,-0.03754709774140192,1131,resid_OU_linear,1,TT,unweighted
8,-9.317607578541894,-9.214392806980074,-9.26641665828837,-0.09627351359789378,1127,resid_OU_linear,1,TT,unweighted
9,-9.214392806980074,-9.11708996804717,-9.166330109398462,-0.08622598315210311,1124,resid_OU_linear,1,TT,unweighted
10,-9.11708996804717,-9.00651672903175,-9.064210368554383,-0.10450947400647898,1130,resid_OU_linear,1,TT,unweighted
11,-9.00651672903175,-8.889661655311748,-8.94981459526902,-0.09670891076813952,1127,resid_OU_linear,1,TT,unweighted
12,-8.889661655311748,-8.754318998490497,-8.823522401252866,-0.10681199485058918,1127,resid_OU_linear,1,TT,unweighted
13,-8.754318998490497,-8.597675162523384,-8.680023146405262,-0.08295141229335931,1126,resid_OU_linear,1,TT,unweighted
14,-8.597675162523384,-8.4372682099423,-8.519605424247855,-0.06495742354486261,1127,resid_OU_linear,1,TT,unweighted
15,-8.4372682099423,-8.239611726240234,-8.341456751393569,-0.05321972960155394,1127,resid_OU_linear,1,TT,unweighted
16,-8.239611726240234,-7.984983465921255,-8.12735118798228,-0.019925234149139798,1127,resid_OU_linear,1,TT,unweighted
17,-7.984983465921255,-7.609039077692163,-7.812343752592843,0.03600855672047179,1127,resid_OU_linear,1,TT,unweighted
18,-7.609039077692163,-6.956377852943385,-7.370318149679292,0.06425543168217021,1127,resid_OU_linear,1,TT,unweighted
19,-6.956377852943385,-3.039465617682323,-6.165021289013288,0.33716972471696993,1127,resid_OU_linear,1,TT,unweighted
0,-11.58772311199863,-10.31672409080351,-10.476217830474514,0.2559367695561977,1126,resid_tanh_saturating,1,TT,unweighted
1,-10.31672409080351,-10.106613415412077,-10.2034213248372,0.09151917066772047,1128,resid_tanh_saturating,1,TT,unweighted
2,-10.106613415412077,-9.923598126784777,-10.01172309807858,0.0806110014750655,1125,resid_tanh_saturating,1,TT,unweighted
3,-9.923598126784777,-9.76136389416373,-9.833903241897689,0.050699118342763194,1129,resid_tanh_saturating,1,TT,unweighted
4,-9.76136389416373,-9.637571961330098,-9.699772097616384,-0.005795712559169053,1127,resid_tanh_saturating,1,TT,unweighted
5,-9.637571961330098,-9.522506060380522,-9.57754903160922,0.002332748568160986,1123,resid_tanh_saturating,1,TT,unweighted
