rep,n,ou_a,ou_b,ou_x_star,ou_tau,ou_sse,ou_aic,ou_bic,tanh_A,tanh_Delta,tanh_x_star,tanh_tau_local,tanh_sse,tanh_aic,tanh_bic,rat_A,rat_Delta,rat_x_star,rat_tau_local,rat_sse,rat_aic,rat_bic,hinge_a,hinge_b,hinge_A,hinge_x_c,hinge_Delta,hinge_tau_from_b,hinge_sse,hinge_aic,hinge_bic,delta_aic_tanh,delta_bic_tanh,delta_aic_rat,delta_bic_rat,delta_aic_hinge,delta_bic_hinge
0,22533,-1.2396177819922052,-0.14064940450988986,-8.813530254975523,7.109877240395172,5454.466843829277,-31960.097559169204,-31944.052086808497,0.2407073048583779,0.6764963333092178,-9.203064717342214,2.810452028895591,5290.063605989846,-32647.71118539075,-32623.64297684969,0.2522684023935274,0.6509908789808423,-9.210702940995454,2.5805486252111978,5294.751956174234,-32627.750024803117,-32603.681816262055,-5.198320713079052,-0.5722812711552666,0.07479266194773981,-9.755503022195873,1.0355774775847741,1.7473924980653233,5112.960853180475,-33410.99611074479,-33370.88242984302,-687.6136262215477,-679.5908900411923,-667.6524656339134,-659.629729453558,-1450.8985515755849,-1426.8303430345222
1,22418,-1.3259251880255634,-0.14928257249334195,-8.881982443628509,6.698705570903799,5614.079544577266,-31035.66151986219,-31019.626280889028,0.24938737684164541,0.6923166962670148,-9.22231898889834,2.7760695229839882,5460.894943955124,-31653.854622985622,-31629.80176452588,0.2619665378112168,0.6714113553383824,-9.229990839443852,2.56296609844967,5465.321374021807,-31635.690656288323,-31611.637797828582,-4.589840652665547,-0.5083232601246777,0.10731658507394512,-9.596467839322276,0.9034155871800607,1.9672520981131723,5304.461728422511,-32301.419972507887,-32261.331875074982,-618.1931031234308,-610.1754836368527,-600.029136426132,-592.011516939554,-1265.7584526456958,-1241.7055941859544
2,22664,-1.3106893132727504,-0.14812885198139578,-8.848305348625574,6.750879296125206,5533.209866572529,-31952.459146211797,-31936.402080128777,0.24779960871881215,0.7132739202376288,-9.205154037557797,2.878430373338517,5402.980143117744,-32490.257005297717,-32466.171406173187,0.26132411508699666,0.6987561085405617,-9.210176316498034,2.673905958919791,5406.548238317833,-32475.294777585594,-32451.209178461064,-4.540380364914516,-0.5112546034130315,0.12079654548514775,-9.84324192450411,0.9319933959997412,1.9559726080199646,5242.6314192428135,-33169.05823810971,-33128.91557290216,-537.7978590859202,-529.7693260444103,-522.8356313737968,-514.8070983322868,-1216.599091897915,-1192.5134927733816
3,22380,-1.3621594207583627,-0.15357660416267316,-8.8695763797168,6.511408462585672,5591.196031047312,-31036.488852559287,-31020.457006595556,0.2535849579095117,0.7223980495291111,-9.215274155510855,2.848741721450564,5461.706946328361,-31558.89376503807,-31534.84599609247,0.2665756205883151,0.7023971754282569,-9.223104290378757,2.634889019026241,5465.628017520773,-31542.832469700665,-31518.784700755066,-4.437244346118043,-0.4983900340783326,0.1258983448053673,-9.74942354053785,0.8431129809637091,2.0064606665927607,5279.339119726246,-32314.928530091758,-32274.84891518243,-522.4049124787816,-514.3889894969143,-506.34361714137776,-498.32769415951043,-1278.4396775324713,-1254.391908586873
4,22691,-1.2466529101239792,-0.14101086667588672,-8.84082865038628,7.091652037700744,5438.817160510247,-32407.977940992216,-32391.918493694055,0.23784102765673315,0.6594970398707767,-9.219564371039422,2.7728480925612358,5276.148049068197,-33094.99714890765,-33070.90797796041,0.24888107945016116,0.633259856992579,-9.226049837828668,2.5444274767354917,5281.390181951333,-33072.46362936479,-33048.37445841755,-4.974943817651985,-0.5466562007159118,0.08147592546569271,-9.63705553421526,0.938171828915929,1.8293033147531852,5092.657228011277,-33894.18031597241,-33854.031697727005,-687.0192079154331,-678.9894842663525,-664.485688372577,-656.4559647234964,-1486.202374980192,-1462.1132040329503
5,22551,-1.360273439392005,-0.15301782834713726,-8.889640207846107,6.535186198900911,5453.623006147397,-32007.127615637844,-31991.080546258152,0.24125031564897564,0.6778971587569669,-9.233541760142574,2.8099327328687176,5346.6585727545325,-32451.825933818443,-32427.755329748907,0.25549418823500475,0.6717270362834222,-9.237173659073353,2.629128438982591,5349.520440874461,-32439.75844889129,-32415.687844821754,-3.242225543941359,-0.37251281605747877,0.14395401549457615,-9.642887009581761,0.5808927788297823,2.6844713977456816,5174.629262819729,-33185.33616947502,-33145.218496025795,-444.698318180599,-436.67478349075463,-432.6308332534463,-424.60729856360194,-1178.2085538371757,-1154.1379497676426
6,22479,-1.3916093448463482,-0.1561914887035697,-8.90963621895835,6.402397520506797,5478.016787937622,-31732.715497078818,-31716.674823440753,0.24993714728424907,0.7000435646725892,-9.229985745346543,2.8008784299536,5353.671119530114,-32246.847258182785,-32222.786247725686,0.2636824431583063,0.6854333052568986,-9.23642544282597,2.599465087804071,5356.205492482892,-32236.208448281843,-32212.147437824744,-2.9453051096892433,-0.3476835860891059,0.16140982284006283,-9.717714066781731,0.6101514814487264,2.8761783414869506,5194.884840343244,-32919.64632207133,-32879.54463797616,-514.1317611039667,-506.1114242849326,-503.49295120302486,-495.47261438399073,-1186.9308249925089,-1162.8698145354101
7,22376,-1.334928151847212,-0.1498084989752126,-8.910897318770212,6.675188703182058,5489.156861911953,-31439.074935980592,-31423.04344751083,0.2515225577813489,0.6796578373949131,-9.238817546541421,2.702174482440444,5318.900186140034,-32142.100553224896,-32118.053320520252,0.2645987651511144,0.6622442721430021,-9.244117613372786,2.5028245002004796,5323.1731457343885,-32124.131921354085,-32100.08468864944,-4.571537379965878,-0.503652256003415,0.10407229694462111,-9.489259760122845,0.8857937769523069,1.98549691395251,5163.0900538658,-32803.36817010676,-32763.28944893235,-703.0256172443042,-695.0098730094214,-685.0569853734924,-677.0412411386096,-1364.2932341261694,-1340.2460014215212
8,22621,-1.3847371388566974,-0.15602285263108623,-8.875219979030176,6.40931750148477,5547.676507022488,-31789.803865068996,-31773.75059715428,0.23998812939154193,0.6098983049004733,-9.247036677094147,2.5413686353853815,5418.051102484138,-32322.632555255874,-32298.552653383802,0.25165506352929934,0.5869296592975402,-9.252187479663807,2.332278361763247,5421.175513755625,-32309.591530866943,-32285.51162899487,-3.211831249133831,-0.35769152379667274,0.13927490999113398,-9.316885206370612,0.4252582314530442,2.7957050516199624,5246.06738908015,-33048.32829634354,-33008.195126556755,-532.8286901868778,-524.8020562295205,-519.7876657979468,-511.76103184058957,-1258.5244312745453,-1234.4445294024736
9,22443,-1.2991244338680583,-0.14585340597126611,-8.907055856645492,6.856199163405243,5362.724403589311,-32123.303327536498,-32107.265859455416,0.23638842134296795,0.6247255562046644,-9.261877969925619,2.642792538887813,5195.833167040726,-32830.84191160998,-32806.78570948836,0.2473044354871501,0.5981378275581255,-9.268658758147891,2.4186295986963997,5199.649113335342,-32814.36527604333,-32790.30907392171,-4.350765188162522,-0.4830680099264281,0.11893989330370859,-9.59591749186481,0.7788431739089297,2.0701018892811827,5026.513854731723,-33570.385619087814,-33530.29194888511,-707.5385840734853,-699.5198500329425,-691.0619485068346,-683.0432144662918,-1447.0822915513163,-1423.0260894296953
10,22571,-1.2856756748552962,-0.14534096060968701,-8.845928012736731,6.880372854322181,5503.629609652474,-31849.506413511477,-31833.457571160612,0.24116922971915775,0.6699559053841729,-9.212663504779742,2.777949351848652,5355.31275123635,-32464.116742057024,-32440.04347853073,0.2528716695727731,0.6465830128872496,-9.219587601382429,2.5569610624221064,5360.289675159077,-32443.150275876702,-32419.077012350408,-4.698789451392732,-0.5158951009657948,0.08064220344276277,-9.49458091890518,0.9385682898646723,1.9383785543377403,5191.265075606793,-33162.33860193599,-33122.216496058834,-614.6103285455465,-606.5859073701176,-593.6438623652248,-585.6194411897959,-1312.8321884245124,-1288.7589248982222
